Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
CUFF.102815	0	0	0	0.9	0	0	0	0	0	0	0	0	0
Locus_60348	0	0	0	0	0	0	0	0	0	0	0	4.25	0
ENSMUSG00000075127	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018868	0	0	0	1.79	0.04	0.06	0.08	0	0	0	0	0	0
ENSMUSG00000021476	128.11	119.65	7.66	88.92	16.05	9	8.9	10.8	4.2	9.27	7.36	301.96	812.08
ENSMUSG00000075150	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037390	0	0	0	0	0.19	0.08	0.03	1.02	0.14	0.69	0.12	32.06	15.84
Locus_2842	0.87	0.54	0	0	0	0	0.06	0	0	0	0	0.09	0
ENSMUSG00000078783	0	0	0	0.04	0.05	0.05	0.11	0	0.17	0.07	0	0.1	0
ENSMUSG00000085994	0	0	0.3	0	0.02	0.12	0.19	0	0.03	0.07	0.07	0.02	0
ENSMUSG00000069823	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024293	4.56	3.4	4.47	7.18	3.9	6.14	6.36	13.2	8.8	9.81	10.78	7.46	9.56
ENSMUSG00000033033	0.69	0.32	1.12	0.4	0.63	0.85	1.01	0.31	0.47	0.91	0.51	0.41	0.41
blastnHuman.XLOC_009192	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062683	0.71	0.37	1.68	0.6	0.81	1.63	1.69	0.41	1.64	0.97	0.5	0.37	0.08
CUFF.65706	0	0	0	1.78	0	0.01	0.01	0	0.01	0.02	0.02	0	0
ENSMUSG00000031970	6.8	4.24	0.73	0.01	0.83	0.55	0.6	0.21	0.22	0.2	0.07	22.8	9.77
ENSMUSG00000090946	5.86	4.43	2.95	3.33	3.68	3.34	4.25	5.66	4.17	4.52	5.3	1.32	1.33
ENSMUSG00000067879	116.03	72.7	0.01	0.03	0.49	0.83	0.58	0	0	0.08	0	2.31	3.67
ENSMUSG00000007589	3.38	3.04	8.76	6.28	5.19	6.56	6.46	6.87	17.68	6.89	15.44	18.67	15.56
CUFF.208547	0	0	0	0	0	0	0	0	0	0	0.06	0.04	0
blastnHuman.Locus_136396	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032783	0.1	0.06	6.62	0.07	2.46	1.53	1.28	0.69	5.41	0.43	4.71	7.22	5.36
ENSMUSG00000024019	5.8	5.99	2.93	3.05	3.27	3.84	4.29	3.95	1.98	5.11	1.93	2.47	2.51
ENSMUSG00000050608	22.2	12.71	28.6	15.47	9.14	17.98	16.75	9.3	18.8	12.68	10.05	30.79	15.53
ENSMUSG00000075470	2.46	10.51	32.57	10.8	12.5	15.11	16.3	5.03	9.3	5.08	10.08	1.56	4.41
ENSMUSG00000001998	1.88	2.51	2.24	1.83	3.57	3.67	3.78	2.75	3.03	2.76	3.5	2	5.53
Locus_54422	0	0	0	0	0	0	0	0	0	0	0	0.08	0.42
Locus_27610	0.06	0	0.12	0	1.94	2.38	1.37	0.29	0.46	0.05	0.72	0.7	0.2
ENSMUSG00000028899	7.33	4.18	4.17	11.58	6.04	3.92	3.55	11.45	6.74	5.8	11.18	20.55	21.19
ENSMUSG00000086573	0	0	0.68	0.17	0.19	0	0.07	0	0	0	0	0.12	0
ENSMUSG00000033434	6.73	11.11	4.88	5.32	5.6	1.72	2.45	3.57	6.75	5.49	3.86	1.39	1.53
Locus_91869	0	0.12	0	0	0	0	0	0	0	0	0	1.03	0.51
ENSMUSG00000054040	0	0	0	0	0	0	0	0	0	0	0	0.05	0
ENSMUSG00000060512	1.41	0.9	10.63	16.55	0.82	2.14	1.26	0.23	0.81	0.38	0.2	0.01	0.04
ENSMUSG00000028843	63.16	34.5	39.64	8.43	18.59	26.59	27.76	26.7	152.46	53.64	59.49	24.9	4.16
Locus_2418	0	0.04	0	0	0	0	0	0	0	0	0	0.62	3.48
ENSMUSG00000064153	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036104	13.32	19.65	3.75	11.8	8.77	7.68	7.85	9.7	6.14	6.62	9.37	4.96	11.64
Locus_35516	0	0	0	0	0	0	0	0	0	0	0	0.23	0.41
ENSMUSG00000028081	62.71	21.78	18.72	106.3	89.75	125.46	103.18	50.41	92.03	46.1	100.43	29.63	16.32
blastnHuman.Locus_127127	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015697	9.21	15.4	18.17	10.51	23.87	13.29	12.03	14.3	11.46	10.59	21.19	18.58	41.47
ENSMUSG00000020255	5.12	6.54	14.23	6.75	12.54	16.57	15.67	9.98	19.16	15.71	15.58	5.83	11.1
Locus_104940	0	0	0.01	0	0	0	0	0	0	0	0	1.87	1.29
ENSMUSG00000090995	0	0	0	0	0	0	0	0.07	0	0	0	0.04	1.06
ENSMUSG00000025813	4.69	7.98	1.8	5.04	1.87	1.08	1.87	7.77	5.69	4.29	8.92	0.22	0.44
ENSMUSG00000036943	11.33	8.23	8.59	2.44	7.33	8.03	7.67	7.86	22.12	8.62	32.28	11.27	15.99
blastnHuman.ENSG00000248752	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066905	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085413	0.24	0	0	0	0	0	0	0	0	0	0	13.87	17.33
ENSMUSG00000038544	4.77	3.5	4.53	1.33	3.29	3.34	3.29	3.55	3.06	3.65	3.09	3.06	3.5
ENSMUSG00000019478	22.34	12.16	6.29	16.08	4.28	5.12	4.52	5.65	6.23	5.62	3.19	3.2	3.8
ENSMUSG00000018474	42.81	142.95	23.57	15.8	48.63	29.48	29.34	20.74	6.68	21.59	5.77	8.72	40.8
ENSMUSG00000041506	5.74	5.21	5.8	3.4	6.83	2.49	3.15	4.33	12.61	4.49	10.53	6.22	12.34
Locus_80374	0.07	0.11	0.32	0	0.54	0.17	0.05	1.09	0.14	0.72	0.74	1.24	0.56
ENSMUSG00000046130	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035469	13.41	5.91	15.12	25.9	10.9	11.23	9.48	7.84	2.91	5.02	3.14	3.23	2.24
Locus_71883	0	0	0	0	0	0	0	0	0	0	0	0.55	1.15
ENSMUSG00000026249	43.18	30.42	8.7	3.45	67.2	68.53	61.52	38.54	32.44	45.43	37.11	0.33	0.87
ENSMUSG00000053646	6.78	13.15	15.53	10.89	17.39	16.52	17.15	18.34	20.7	23.89	17.12	1.32	1.94
ENSMUSG00000027684	0.42	0.83	21.23	0.9	2.59	4.36	4.06	0.59	0.28	0.7	0.37	0.09	0.22
ENSMUSG00000024958	19.83	13.78	5.9	6.91	5.21	4.77	5.86	3.87	5.85	8.89	2.17	36.9	20.6
ENSMUSG00000033644	0.32	0.26	0.07	0.02	0.57	0.47	0.6	1.4	1.38	1.03	1.32	43.8	65.15
ENSMUSG00000022201	49.86	65.77	28.88	26.77	32.29	25.37	25.7	24.44	17.07	17.76	24.03	37.46	87.98
Locus_98052	0	0	0	0	0	0	0	0	0	0	0	1.22	1.56
ENSMUSG00000037463	2.45	1.56	1.23	0.01	0.49	0.65	0.76	6.25	16.47	14.89	8.02	1.91	1.65
ENSMUSG00000010554	2.72	2.74	3.5	2.01	2.7	2.25	2.71	1.77	4.72	2.13	4.93	1.96	2.76
ENSMUSG00000079522	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073197	0.04	0	0	0.05	0.21	0.72	0.6	3.17	0.58	0	1.79	0.38	0.28
ENSMUSG00000042066	24.51	35.29	1.83	0.67	2.55	1.24	1.28	1.81	1	2.48	0.75	0.52	0.67
ENSMUSG00000056133	0.02	0	0	0.54	0.11	0.35	0.72	0.7	0.45	0.33	0.87	1.94	10.93
ENSMUSG00000024892	11.83	15.64	4.78	93.82	15.8	20.72	46.04	10.58	13.85	19.07	10.91	5.51	5.22
ENSMUSG00000027959	1.33	1.97	5.92	0.53	2.23	2.26	2.18	0.79	3.93	0.61	6.29	37.78	39.07
ENSMUSG00000049576	0.05	0.5	0.15	0.28	1.18	0.19	0.35	1.16	0.28	0.33	1.22	6.24	3.66
ENSMUSG00000085873	1.03	2.9	0.87	0.26	0.53	1.67	1.21	2.53	3.09	5.29	2.16	0.06	0.25
ENSMUSG00000032802	23.59	19.1	4.67	15.49	5.26	13.04	11.03	5.27	24.02	10.76	10.47	14.65	14.57
blastnMacaque.Locus_39984	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_14439	0	0	0	0	0.15	0	0	0	0	0	0	1.24	1.97
ENSMUSG00000026491	7.36	10.16	18.09	24.18	13.94	10.14	11	28.46	26.03	16.83	44	86.71	128.27
blastnMacaque.Locus_191260	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052554	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_92945	0	0	0	0	0.51	0.1	0.05	0	0	0	0	0.32	2.98
ENSMUSG00000071112	2.23	0.88	0.27	0.09	0.28	0.42	0.21	1.03	0.31	0.91	0.51	0.32	0.05
ENSMUSG00000073876	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0
ENSMUSG00000021576	61.76	31.76	49.03	109.51	38.06	35.61	29.98	57.96	37.85	32.71	56.37	31.87	17.4
CUFF.148415	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075086	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092059	0	0.28	0	0	0.11	0.11	0.12	0	0	0	0.16	0	0.29
ENSMUSG00000029431	0.23	0.17	0.33	0	0.39	0.82	0.69	0.06	0.07	0.15	0	4.92	2.74
ENSMUSG00000017195	0.2	0.02	0.17	0.31	0.09	0.19	0.18	0.38	0.08	0.05	0.03	338.18	150.25
ENSMUSG00000071343	0.46	0.16	0.14	0.14	0.06	0.03	0	0	0.07	0.04	0.09	0.06	0
ENSMUSG00000024780	17.55	14.42	9.76	18.72	8.03	12.05	12.58	7.61	6.57	4.6	7.08	23.66	29.27
ENSMUSG00000014773	1.67	2.09	5.5	1.17	1.26	1	1.28	6.4	0.54	3.72	0.82	0.24	0.31
ENSMUSG00000061969	0.01	0	0	0	0.08	0	0.09	0	0	0	0	0	0
ENSMUSG00000079707	0.09	0.05	0	0.03	0	0	0	0	0	0	0	3.91	2.25
ENSMUSG00000025333	0	0.02	0.05	0.04	0.06	0.06	0.03	0.04	0.03	0.04	0.02	0	0
Locus_52293	0.35	0.33	0	0	0	0	0	0	0	0	0	58.42	45.93
ENSMUSG00000039067	86.53	72.91	69.65	107.27	77.4	49.54	48.05	57.32	86.85	46.5	132.68	93.66	180.79
ENSMUSG00000018920	0.42	0.13	0.89	4.56	4.03	6.57	5.69	1.68	0.77	2.7	0.33	1.8	1.13
ENSMUSG00000026411	10.42	9.92	17.4	3.5	7.77	7.39	7.61	5.7	5.35	6.25	3.64	5.1	6.09
ENSMUSG00000045009	6.78	5.9	0.16	0	0.02	0	0.01	0	0.46	0.03	0.14	0.02	0
ENSMUSG00000053624	0.22	0	0	0.01	0.06	0	0.01	0.03	0	0	0	443.33	445.15
Locus_26951	0.05	0	0	0.17	0	0.06	0.07	0	0	0.09	0	2.62	2.97
CUFF.8561	0	0	0	0	0	0	0	0	0	0	0	0.45	0.19
ENSMUSG00000033943	3.82	8.47	12.24	4.99	11.6	9.27	10.64	11.13	6.91	8.33	9.62	4.76	14.66
ENSMUSG00000070388	0.17	0.02	0	0	0.02	0.02	0.02	0.14	0	0.05	0.03	117.35	125.67
ENSMUSG00000037938	5.24	2.79	8.25	8.1	4.06	4.65	4.21	4.97	7.34	6.38	5.59	8.63	6.92
ENSMUSG00000060268	0.18	0.09	0.04	0	0.75	1.12	1.03	0.04	0.02	0.06	0.04	67.17	35.92
Locus_41044	0	0	0	0	0	0	0	0	0	0	0	0.26	0.42
ENSMUSG00000058704	5.74	4.64	10.69	12	5.23	7.11	6.78	8.14	9.06	7.07	10.53	39.22	18.55
blastnMacaque.Locus_272711	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036560	4.14	6.2	0.07	0.13	0.39	0.58	0.71	0.26	0.56	0.29	0.06	0.37	1.08
ENSMUSG00000001039	2.8	3	6.73	0.21	1.72	6.14	5.52	0.95	6.63	2.12	1.52	34.87	13.84
ENSMUSG00000042750	233.4	171.7	13.28	0.28	5.67	2.36	2.32	7.74	14.61	1.78	1.14	4.53	17.02
ENSMUSG00000022565	5.22	18.51	3.03	5.75	15.2	4.98	6.54	16.23	26.23	23.51	18.98	19.31	74.33
ENSMUSG00000044349	279.58	362.51	0.12	1.56	9.3	13.73	12.52	2.74	0.22	0.08	2.28	1.34	2.58
ENSMUSG00000018574	22.09	17.4	19.78	235.4	35.33	27.31	29.08	33.24	19.83	26.43	24.05	15.48	18.35
Locus_87163	0.99	0.89	0	0.14	0	0	0	0	0.04	0	0	0.34	0.61
ENSMUSG00000087192	0.05	0.07	0.08	0	0.09	0.09	0.1	0.05	0.2	0.13	0.13	0.65	1.48
ENSMUSG00000034610	3.1	6.49	12.18	4.96	25.87	19.96	20.87	24.09	12.53	16.62	18.35	7.41	20.54
ENSMUSG00000029088	49.33	23.22	0.09	0	0.03	0.17	0.15	0.03	0	0.03	0	8.51	0.4
ENSMUSG00000056155	0.35	0.93	1.73	0	0.3	0.23	0.41	0	0.04	0.37	0	1.03	0.4
ENSMUSG00000042500	2.37	3.98	1.19	1.56	1.95	1.73	1.64	4.39	0.54	3.75	0.53	5.28	7.27
ENSMUSG00000050973	0.8	0.84	0.82	1.14	0.67	0.93	0.86	0.81	2.59	1.42	0.92	1.25	0.88
Locus_97978	0.05	0	0	0	0	0.27	0.36	0	0	0	0	0.45	0
ENSMUSG00000030835	41.65	47.46	9.04	36.29	37.93	14.4	16.76	69.31	43.34	32.08	67.05	51.94	60.48
ENSMUSG00000042423	7.73	5.45	2.93	9.23	8.32	11.95	14.05	11.39	29.45	36.98	8.44	18.32	20.78
ENSMUSG00000087017	0.19	0.04	0	0.1	0.03	0.1	0.09	0.14	0.17	0.08	0.12	7.74	1.07
ENSMUSG00000034324	2.77	3.05	0.22	0.01	1.02	0.69	0.54	0.54	0.61	0.4	0.7	0.17	0.1
ENSMUSG00000078131	0	0	0	0	0	0	0	0	0	0	0	0.07	0
ENSMUSG00000078611	0	0	0	0	0	0	0	0	0	0	0	54.99	31.17
ENSMUSG00000085691	0	0	0	0	0	0.05	0	0	0	0	0	0.75	0.71
ENSMUSG00000034353	30.14	16.01	0.05	2.36	5.3	3.37	3.71	6.62	1.06	1.71	3.45	1.86	1.45
ENSMUSG00000049641	0.05	0	0	0	0	0	0	0	0	0	0	0.04	12.13
ENSMUSG00000047237	0	0	0	0	2.03	1.86	1.68	0.03	0	0.02	0	0.06	0.07
ENSMUSG00000080054	0.04	0	0.53	0.13	0.15	0.05	0.05	0	0	0.07	0.57	0.19	0
ENSMUSG00000038175	5.47	5.97	5.93	7.31	9.79	9.23	8.67	23.94	13.55	15.27	14.64	0.63	1.94
ENSMUSG00000048387	0.54	0.24	2.04	0.03	0.53	1.36	1.06	0.08	0.09	0.47	0	0.69	0.24
Locus_92188	0	0	0	0	0	0	0	0	0	0	0	0.7	0.32
ENSMUSG00000085715	0.03	0.05	0.09	0.01	0.06	0.06	0.08	0.31	0.36	0.31	0.32	0	0
blastnHuman.ENSG00000234215	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028348	0.34	0.77	0.94	0.01	0.22	0.26	0.15	0.93	0.97	1.01	1.33	2.17	7.09
ENSMUSG00000052520	0.12	0	3.47	807.02	0.3	0.03	0	0	0	0	0	0.04	0
ENSMUSG00000046242	0.76	0.24	0	0.03	5.25	5.7	3.52	1.5	0.49	0.46	0.72	0.55	1.2
Locus_40038	0	0	0	0	0	0	0	0	0	0	0	0.41	0.37
ENSMUSG00000035804	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035352	0.38	0.15	0	0.21	0.17	1.46	1.01	0.15	0.32	1.13	0	0.11	0
ENSMUSG00000020155	0.18	0.13	0.18	0.02	1.59	4.21	3.03	0.11	0.06	0.35	0.07	0.07	0.1
ENSMUSG00000036743	0.24	0.15	0.42	1.7	1.62	1	0.7	0.23	0.04	0.02	0.2	141.04	158.33
ENSMUSG00000069601	46.87	49.87	8.81	7.44	8.4	3.92	2.97	8.17	0.82	4.49	1.48	2.57	18.63
Locus_34007	0.02	0	0	0	0	0	0	0	0	0	0	6.91	11.42
CUFF.139370	0.07	0.03	0.08	0	0.08	0	0.03	0	0	0	0.04	0.03	0
Locus_87062	0	0	0	0	0	0	0	0	0	0	0	0.6	6.21
ENSMUSG00000042599	5.59	10.32	5.13	4.28	7.36	10.08	11.1	2.09	0.71	2.26	0.62	5.92	15.46
ENSMUSG00000052477	0	0	0	0.12	0.13	0.14	0.17	0.48	0.06	0.04	0.16	0.05	0
ENSMUSG00000029005	0.16	0.08	0.61	0	0.04	0.03	0.07	0.06	0.08	0.03	0.02	0.1	0.11
blastnChicken.Locus_4872	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024294	13.67	22.89	16.21	17.84	18.88	16.02	16.48	11.21	7	8.87	12.06	18.4	42.15
ENSMUSG00000073890	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_52059	0	0	0	0	0.13	0	0.15	0	0	0	0	0.53	1.07
blastnHuman.XLOC_006016	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020668	24.02	45.14	3.93	0.46	5.68	3.59	4.56	3.88	2.51	4.03	2.43	0.41	0.69
ENSMUSG00000047417	5.21	8.79	6.45	4.6	7.93	4.11	5.48	5.8	12.15	10.22	7.4	31.06	22.33
Locus_22300	0	0	0	0	0	0	0	0	0	0	0	7.96	4.44
ENSMUSG00000056288	0	0.03	0	0	0.04	0	0	0.05	0	0.06	0	0.1	0
ENSMUSG00000068206	6.64	7	3.76	4.15	3.74	3.06	3.15	3.78	2.67	3.81	2.86	14.96	14.12
ENSMUSG00000037197	29.19	22.14	9.95	36.6	40.42	20.1	19.22	39.13	25.68	21.24	57.77	32.5	64.43
ENSMUSG00000021177	2.12	1.26	6.23	0.8	1.43	2.51	2.37	1.86	4.25	5.17	1.88	21.17	9.08
blastnMacaque.Locus_101932	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001918	0.67	0.28	7.12	1.2	11.48	28.63	33.69	16.07	8.87	23.67	4.5	3.75	2
ENSMUSG00000032553	5.6	3.37	11.72	8.61	7.67	6.33	7.34	10.48	17.14	10	11.84	10.85	17.3
ENSMUSG00000054452	290.94	218.52	102.83	482	255.76	140.07	153.17	33.48	23.78	34.87	22.63	49.33	34.62
ENSMUSG00000031778	113.73	70.63	1.05	0.22	1.81	4.17	3.88	2.44	0.87	5.81	0.39	1.1	0.26
ENSMUSG00000078219	0	0	0	0	0	0	0	0	0	0	0	0.2	0
ENSMUSG00000046321	12.87	8.42	0.09	0	0	0	0	0	0	0	0	0	0.03
CUFF.167957	0	0	0	0	0	0	0	0	0	0	0	1.17	0.53
blastnMacaque.Locus_474656	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074181	0	0	0	0.13	0	0	0	0	0	0.05	0	0	0
ENSMUSG00000028165	17.25	7.41	7.68	22.88	10.08	11.01	12.38	8.27	4.36	4.84	7.24	4.66	2.43
ENSMUSG00000004980	156.99	136.11	201.37	258.86	256.06	201.01	202.67	170.93	205.48	90.43	462.8	176.75	312.39
Locus_71032	0	0	0.23	0	0	0	0	0.2	0.09	0	0	0	0
ENSMUSG00000072109	0	0	0	0.01	0.2	0.34	0.35	0	0	0.04	0	0	0
ENSMUSG00000036244	0.08	0	0	0	0.01	0	0	0	0	0	0	142.09	112.07
ENSMUSG00000037185	1.08	1.37	0.41	0.05	1.29	0.85	1.32	3.67	0.92	6.14	2.05	0.12	0.02
ENSMUSG00000026999	0.88	0.26	0.55	0.54	0.33	1.18	1.13	0.43	0.97	0.47	0.61	6.79	3.11
CUFF.99454	0	0	0	0	0	0	0	0.06	0	0	0	0.79	1.72
ENSMUSG00000085600	0	0	0	0	0.05	0.22	0.11	0	0	0	0	0.01	0
ENSMUSG00000070713	0.16	0	0.29	0.02	0.05	1.31	2.12	0.14	15.15	7.61	0.51	0	0
ENSMUSG00000062705	0	0	0	0	0	0	0	56199.47	254.34	8609.5	1509.5	0	0
ENSMUSG00000031731	15.92	28.74	34.13	41.54	25.62	21.12	20.31	50.17	35.78	28.86	68.41	14.8	29.82
ENSMUSG00000035764	21.57	21.13	5.09	7.74	11.15	7.3	8.44	10.3	5.55	8.46	11.1	7.21	12.55
ENSMUSG00000090288	0	0	0	0	0	0	0	0	0	0	0	0.42	0
ENSMUSG00000078374	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003437	20.59	26.1	12.63	19.65	34.52	17.6	16.84	51.8	29.21	34.8	48.84	39.92	156.42
ENSMUSG00000002550	6.35	4.27	4.31	6.72	12.12	10.67	11.59	5.86	6.86	7.12	5.32	4.8	1.24
Locus_36040	0	0.1	0	0	0	0	0	0	0	0	0	0.39	2.53
ENSMUSG00000038406	17.35	22.38	6.27	8.13	14.27	6.13	7.68	9.91	13.33	13.57	10.81	7.22	11.21
ENSMUSG00000028028	0.5	1.17	0.85	0.7	2.77	3.11	3.51	1.09	0.23	0.74	0.29	1.56	2.72
ENSMUSG00000025754	0.04	0.09	0.04	0	0	0	0.02	0.01	0.01	0	0	1.79	3.89
ENSMUSG00000031750	15.6	22.7	0.55	2.11	4.21	3.52	2.93	11.39	0.05	9.03	0.05	0.26	0.66
ENSMUSG00000071267	5.35	1.84	3.51	6.01	1.96	5.35	5.4	3.23	3.12	3.06	2.29	7.53	1.61
ENSMUSG00000055679	0	0	0	0	0	0	0	993.01	285.47	732.08	642.08	0.02	0
ENSMUSG00000044040	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067771	0.01	0	0	0	0	0.01	0	0.03	0.37	0.32	0.02	0.01	0
CUFF.141981	0	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000074946	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044647	7.95	11.52	0.69	0	1.36	2.1	1.92	0.01	0	0	0.02	5.66	4.52
ENSMUSG00000036158	29.49	17.97	6.25	1.67	4.52	4.84	4.09	8.85	3.93	6.12	4.61	3.42	3.52
ENSMUSG00000072845	0.44	0.22	0.04	0.01	0.1	0.09	0.22	0	0	0.33	0	0.15	0.12
ENSMUSG00000059412	1.12	0.39	31.24	0	0.27	0.59	0.33	5.19	7.85	0.77	0.49	12.35	5.64
ENSMUSG00000026193	6.38	7.67	93.07	283.55	41.64	44.06	34.85	986.28	375.35	1114.21	250.77	2.37	5.95
ENSMUSG00000062598	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_53187	0	0	0	0	0	0	0	0	0	0	0	6.77	0.17
blastnOrangutan.Locus_241316	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090244	0.28	0	0.17	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061559	10.58	6.1	9.36	28.17	7.98	8.94	8.41	33.64	10.85	25.41	12.35	10.07	7.15
ENSMUSG00000031935	4.46	2.95	13.27	4.06	5.01	9.42	8.49	4.91	12.44	9.71	5.98	5.33	3.38
ENSMUSG00000017686	12.54	10.3	9.91	10.48	6.63	9.1	9.24	7.15	8.47	8.83	7.96	18.67	15.06
ENSMUSG00000021598	11.15	5.83	6.69	7.85	15.11	25.98	20.02	16.05	24.37	21.07	15.56	87.31	37.99
CUFF.54511	0.1	0.4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070448	0	0	0	0	0	0	0	0.11	0.01	0.03	0.02	0.12	0
Locus_92645	0	0.01	0	0	0	0	0	0	0	0	0	0.98	2.39
ENSMUSG00000021071	31.95	27.31	0.18	0.01	0.49	0.66	0.46	0.01	0.01	0.04	0.01	0.14	0.12
ENSMUSG00000074704	0.35	1.03	0	0	0.09	0.02	0.04	0	0.12	0.02	0	2.65	6.04
ENSMUSG00000058662	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002324	2.28	0.03	0.48	0.95	4.33	3.25	2.88	7.2	4.02	4.43	4.03	67.39	50.58
ENSMUSG00000091205	0	0	0	0	0	0	0	0	0	0	0	0.42	0.48
ENSMUSG00000090075	0.3	0.71	0.42	0	0.36	0.19	0.1	0	0	0.13	0	0	0
ENSMUSG00000029534	1.74	1.41	1.52	1.24	1.01	1.53	1.54	1.72	0.73	1.74	0.63	1.7	1.67
ENSMUSG00000031392	11.7	15.24	12.55	38.34	31.31	24.58	23.15	24.36	9.17	20.72	13.65	2.54	3.45
ENSMUSG00000027670	0.02	0	0	0.34	0	0.03	0.04	0	0.03	0	0	0.07	0.04
ENSMUSG00000024142	9.3	10.99	11.49	4.11	8.91	7.58	8.04	10.43	11.48	9.64	11.99	4.66	3.44
ENSMUSG00000021481	5.92	6.03	6.33	1.72	6.28	9.55	7.99	2.87	6.21	6.93	3.85	11.76	12.7
ENSMUSG00000086817	0.03	0	0	0	0	0	0	0	0	0	0	5.95	6.55
Locus_110849	0	0	0.13	0	0	0	0	0	0	0.23	0	0.64	6.11
ENSMUSG00000005374	3.28	2.84	9.2	4.44	4.44	5.18	7.08	6.26	6.55	10.55	3.32	18.52	15.88
CUFF.9216	0	0	0	0	0	0	0	0	0	0	0	0.1	0.78
ENSMUSG00000031701	149.51	150.73	18.7	166.72	115.86	46.89	45.39	143.23	75.26	46.69	325.34	159.24	377.83
ENSMUSG00000045838	1.54	3.17	0.47	1.04	6.84	6.78	4.2	12.05	6.07	12.84	7.99	0.52	1.29
ENSMUSG00000087416	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_12133	0	0	0	0	0	0	0	0	0	0	0	0.7	1.52
ENSMUSG00000024442	9.92	11.07	19.97	11.66	11.61	16.64	18.3	18.27	22.14	38.14	12.25	29.26	31.67
ENSMUSG00000076438	0.02	0.02	0.03	0.03	0.02	0.04	0	0.38	0.65	0.93	0.16	146.18	86.83
ENSMUSG00000028803	11.76	15.17	3.44	2.24	4.02	4.01	3.52	1.98	1.14	2.05	1.21	0.67	1.53
ENSMUSG00000072736	0.05	0	0	0	0.09	0	0	0.16	0	0	0.4	1.04	0
Locus_40292	0	0	0	0	0	0	0	0	0	0	0	1.15	1.64
ENSMUSG00000050241	0	0	0	0.34	0.13	0.2	0.36	0.11	0.02	0.03	0.22	0.64	0.06
ENSMUSG00000026121	2.65	4.25	15.22	1.28	7.63	5.96	6.6	18.66	27.02	22.54	31.92	5.38	5.67
ENSMUSG00000039375	6.81	9.15	0.12	0	0.04	0.06	0.07	0.03	0	0.01	0.01	4.34	5.46
blastnHuman.ENSG00000249102	0	0	0	0	0.12	0.24	0.51	0	0	0	0	0	0
Locus_82678	0.33	0.05	0.06	0.14	0.63	0.48	0.35	0	0	0	0.06	0	0
ENSMUSG00000091128	0	0	0	0	0	0	0	0	0	0	0	0.18	0
Locus_70913	0	0	0	0	0	0	0	0	0	0	0	0.29	0.15
blastnXenopus.Locus_148221	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018339	4.11	3.27	9.75	2.39	183.02	414.92	472.65	140.86	151.24	154.09	166.68	6.1	12.88
ENSMUSG00000035235	4.6	1.83	3.54	1.46	2.22	7.48	5.45	4.77	6.48	6.4	3.41	30.47	19.53
ENSMUSG00000078656	1.77	0.52	1.32	2.75	1.08	1.81	1.01	1.19	3.13	1.94	2.6	1.12	0.61
