Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000014743	3.38	62.81	7.7	7.99	1.54	0	0	1.74	1.1	0	0	3.05	0.41	1.04	0	0.54	0.97	0.19	1.29
ENSMODG00000010344	11.96	10.59	4.89	6.86	9.88	55.1	34.65	27.11	22.75	107.43	147.27	2.92	4.22	5.47	3.59	9.23	216.31	262.22	184.84
ENSMODG00000006787	970.43	938.44	927.35	577.61	494.08	761.61	693.11	72.84	52.35	274.83	200.02	222.33	173.87	1871.17	840.99	1036.57	58.75	69.46	81.63
ENSMODG00000006068	39.91	48.56	35.98	68.3	82.99	4.2	1.51	7.26	4.5	1.53	1.55	11.89	11.15	16.35	7.65	7.97	1.98	2.73	0.78
Locus_375640	0.09	0.39	0	0.43	0.21	0	0.15	0	0	0	0	0.18	0.07	0	0	0	0.35	0.34	0.19
ENSMODG00000018142	2.4	0.53	0.61	1.89	0.14	0.61	3.04	4.41	4.81	14.02	17.81	0.87	2.97	1.58	1.13	2.52	4.94	4.06	1.39
ENSMODG00000020727	0.03	0	0	0.12	0	121.76	182.51	0	0	0	0	0.02	0.04	0	0	0.05	0	0	0.02
Locus_192425	0.17	0	1.34	0.4	0.4	0	0	0	0	0	0	0.17	0.25	0	0	0.36	0	0	0.17
Locus_419604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54	0.63
Locus_193457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0.72	2.55
ENSMODG00000006311	2.89	4.11	5.46	1.83	4.76	4.54	3.35	5.45	3.36	126.65	75.22	12.32	9.35	40.91	16.23	18.47	4.03	3.91	3.48
ENSMODG00000018752	53.39	88.58	133.76	91.26	100.59	165.82	136.59	116.89	144.83	135.28	209.29	237.29	121.17	264.83	292.91	164.39	97.56	161.05	224.77
ENSMODG00000003568	3.74	4.07	1.04	6.47	6.18	2.08	1.3	1.97	0.92	0.56	0	0.37	1.65	0.36	1.06	0.34	13.7	11.33	2.27
ENSMODG00000012459	2.24	2.07	1.43	1.71	2.02	3.4	1.71	1.39	0.3	113.02	166.08	2.12	2.34	2.12	5.12	2.53	3.3	2.41	1.59
ENSMODG00000016492	9.62	7.84	6.99	17.77	18.81	14.33	6.11	13.01	11.75	24.68	27.01	14.73	12.77	23.61	10.06	14.5	16.53	8.07	9.72
ENSMODG00000003289	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.16
ENSMODG00000017848	9.72	9.35	54.25	9.59	11.13	13.06	7.9	8.47	10.04	8.16	6.69	21.21	6.43	38.32	18.02	12.8	6.86	7.01	31.17
ENSMODG00000013076	0.07	0.28	0	0.15	0.15	0.64	0.96	0.37	0	0	0.51	0.33	1.2	0	1.3	2.23	46.5	45.98	22.62
ENSMODG00000006642	6.23	6.5	22.74	1.59	1.09	5.18	16.25	2.54	5.67	1.34	2.96	28.29	11.24	64.21	7.94	49.58	42.79	48.47	188.28
ENSMODG00000004355	20.91	27.95	14.3	36.89	45.58	21.12	10.18	27.49	22.73	26.46	31.72	6.44	21.5	8.14	54.15	32.76	41.53	27.79	9.39
ENSMODG00000010054	0.78	0.56	0.52	0.75	0.57	0.37	0.58	3.95	4.29	0.69	0.44	4.02	3.33	8.55	1.29	7.01	0.07	0.84	0.84
ENSMODG00000014116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0
ENSMODG00000014540	11.98	9.65	4.66	15.69	16.68	69.83	28.27	20.48	15.14	4.46	6.34	16.91	20.3	6.15	3.65	5.39	5.35	4.21	1.72
ENSMODG00000024906	20.92	38.66	79.1	20.46	27.78	18.29	13.72	12.69	10.77	8.44	4.15	61.22	7.1	72.88	9.72	7.62	29.06	60.99	49.85
ENSMODG00000017327	42.75	45.79	27.45	132.14	161.65	157.83	80.49	35.24	25.98	20.26	31.5	14.01	20.36	5.93	14.98	7.74	38.31	34.49	19.15
Locus_191317	0.16	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	1.76	2.89	4.56
ENSMODG00000017626	0.05	0	0.1	0	0	0	0	0.14	0	0	0	0.1	0.07	0.17	0.18	0	261.71	207.47	303
ENSMODG00000022783	4.15	6.65	1.38	6.04	4.18	1.15	0.64	0.89	0.67	0	0	0.94	0.98	3.58	9.09	4.67	0.89	0.44	0.08
ENSMODG00000002220	21.59	15.85	49.74	12.94	13.48	19.97	40.29	22.9	33.52	37.55	23.36	52.91	26.52	77.8	23.76	44.72	96.05	129.41	242.02
ENSMODG00000015138	0.02	0	0	0	0	0.11	0	140.75	108.21	0.83	0.35	25.29	46.01	117.85	342.29	197.76	0.51	0.55	0.76
ENSMODG00000025352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010468	4.45	3.83	6.11	7.62	5.15	8.79	3.85	6.7	1.19	2.55	2.15	18.37	15.42	5.28	11.7	20.69	14.43	20.05	14.63
ENSMODG00000024988	0.05	0	0.7	0	0	0	0	0	0	0	0	0	0.03	0	0	0	552.58	597.22	1559.68
ENSMODG00000024535	0.16	0	0	0.37	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_321584	0.1	0	0.4	0.24	0.24	0	0.17	0	0	0	0	0.31	0.3	1.39	0.74	0.44	0.39	0.38	0.42
ENSMODG00000002580	0	0	0.11	0	0	0	0	0	0.24	0	0.43	1.22	2.83	0.38	0.1	0.83	78.16	50.28	18.87
ENSMODG00000016038	1.93	2.92	2.88	2.19	1.84	4.15	5.23	2.5	3.91	1.2	1.56	2.12	2.02	2.02	3.82	1.59	0.9	1.3	2.06
ENSMODG00000009408	11.52	2.74	4.01	13.44	9.25	0.24	0.18	4.59	3.26	2.41	3.66	7.77	5.72	2.1	0.61	0.82	13.48	10.01	10.71
ENSMODG00000011718	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.36	0.14	0.75	0	0
ENSMODG00000010938	0.64	0.67	0.15	0.55	1.1	0.39	0	0.9	0.34	0	0	0	0	1.87	3.3	3.71	0	0.15	0
Locus_372806	0	0	0	0	0	0	0	0	0	0	0	0	0.17	2.66	0	14.37	0	0	0
ENSMODG00000020458	4.91	3.21	3.22	5.18	4.78	1.91	2.6	2.37	3.81	1.5	1.41	4.75	8.9	2.65	5.1	3.67	6.11	6.8	7.43
ENSMODG00000019050	24.45	13.14	14.49	21.37	22.24	27.53	17.68	7.25	6.74	1212.36	826.84	10.96	6.17	0.93	2.84	2.25	3.86	2.18	2.37
ENSMODG00000020279	44.28	51.29	69.59	13.96	22.05	6.81	9.01	7.05	7.22	17.59	31.12	25.99	14.61	74.98	31.3	109.98	22.33	24.18	41.57
ENSMODG00000006625	0.29	0.84	0.06	0.46	0.33	3.18	2.09	58.47	51.43	101.09	86.62	5.17	5.04	1.63	1.85	3.27	12.35	18.32	12.18
Locus_375313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0.64	0.81
ENSMODG00000005708	21.71	36.37	20.3	44.31	49.24	58.91	39.83	34.68	31.29	25.64	31.39	11.64	21.14	14.09	65.09	26.6	25.74	23.87	9.39
ENSMODG00000002287	3.06	3.06	10.15	1.4	1.19	7.7	6.06	8.58	7.76	3.6	4.12	82.41	32.76	40	12.27	32.05	3.83	6.37	15.79
Locus_35359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	2.13	1.74
ENSMODG00000012399	21.22	24.36	30.49	12.61	15.26	4.5	7.59	3.4	4.72	1.44	1.56	11.09	12.84	3.27	7.4	2.86	10.86	12.59	14.05
ENSMODG00000014095	0	0	0.12	0.07	0.07	0	0	0	0	0	0	0.3	0.47	0.1	0.05	0	14.78	18.42	14.41
ENSMODG00000014075	0.19	0.4	0.09	0.44	0.44	2.07	0.38	106.04	67.94	52.4	6.21	11.78	24.88	0.24	1.28	0.8	1.78	0.79	0.38
ENSMODG00000005644	80.15	75.62	94.06	92.88	101.22	131.12	89.06	126.24	112.15	127.09	119.92	67.73	45.14	64.36	36.38	63.11	60.91	69.16	60.86
blastnHuman.ENSG00000228408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_232188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.33	1.33
ENSMODG00000008674	6.71	3.94	6.17	5.47	5.13	1.93	2.53	2.61	2.16	2.63	4.3	1.96	1.32	1.23	0.33	0.73	12.93	13.55	20.23
ENSMODG00000009713	9.09	3.23	4.42	5.69	4.59	3.71	4.97	5.19	4.48	15.57	25.75	3.92	6.82	4.12	0.78	8.27	11.04	8.9	8.93
ENSMODG00000009886	2.55	1.62	2.4	2.08	1.63	2.31	2.17	11.18	9.69	4.36	3.04	5.95	6.65	20.14	19.47	18.35	11.92	18.45	17.37
ENSMODG00000004667	8.34	3.7	4.52	3.24	2.74	4.11	1.41	0.63	0.5	0.41	0.53	4.9	2.28	0.2	0.04	0.33	1.76	1.12	0.91
ENSMODG00000024379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011249	9.7	6.05	6.61	13.96	12.51	1.64	0.96	0.75	1.33	0.65	0.39	1.42	1.4	0.37	0.12	0.63	0.74	1.14	0.47
ENSMODG00000023200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0.22	0.4	0	0.32
ENSMODG00000007557	53.22	35.52	33.73	60.6	36.96	0.33	0	0.39	0	0	0.53	0.07	0.05	0.35	0.25	0.29	0	0	0.41
Locus_315503	0.08	0	0	0.76	0.47	0	0	0.12	0.7	0	0	0.81	0.84	0.07	0	0.17	0.77	0.91	0.95
ENSMODG00000025779	0.16	0	0.48	0.47	0.84	0.2	0	15.16	17.92	63.82	73.27	0.36	0.18	0.27	0	0.26	0.76	0.38	0.41
ENSMODG00000010799	17.4	22.29	58.42	20.18	24.17	20.4	18.18	24.54	20.31	14.94	26.21	18.27	8.52	55.75	17.6	11.2	46.14	40.19	106.13
Locus_421140	0	0	0.05	0	0.11	0	0	12.82	22.35	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000105	1.07	0.48	0.95	0.8	0.99	81.44	55.22	0.16	0	0.15	0	0.17	0.29	0.43	0.46	0.61	2.47	0.42	0.55
ENSMODG00000005164	133.92	209.18	138.81	185.06	223.55	693.24	472.55	184.08	202.91	186.12	228.53	86.78	124.35	203.56	423.99	302.09	94.92	143.89	80.15
blastnHuman.XLOC_012665	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000013925	35.84	29.52	34.78	50.95	43.63	0.84	0.62	0.64	0.37	0	1.73	2.28	1.37	0.17	0.06	0.07	1.43	0.93	1.14
CUFF.8338	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0.84	0.55	0.37
ENSMODG00000022784	8.42	21.57	6.84	10.74	9.67	10.45	7.9	7.48	5.8	9	12.81	2.56	3.25	1.56	4.22	3	2.78	1.14	0.99
ENSMODG00000001164	1.74	0.4	0.64	10.71	9.23	0.11	0.11	0.4	0.2	1.72	2.9	0.54	0.64	0.4	0.21	0.9	1.24	1.31	3.7
ENSMODG00000012395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.15	0.28
ENSMODG00000001284	1.52	3.17	2.02	0.42	0.58	1.22	1.86	0.81	1.38	32.13	38.62	6.31	6.95	217.05	28.03	114.99	65.74	59.25	51.16
ENSMODG00000002284	0.17	0	0.05	0.34	0.22	1.18	0.71	0.41	0.31	6.85	3.93	0.07	0.12	0.04	0.13	0.05	0.55	0.23	0.29
ENSMODG00000014057	18.18	42.52	18.48	12	18.95	11.91	6.19	5.98	2.9	29.16	43.06	7.63	13.89	2.71	22.15	12.92	7.65	5.34	5.81
ENSMODG00000005326	11.71	15.55	6.6	19.26	22.36	36.18	20.87	19.77	17.13	17.57	18.3	11.71	21.2	12.22	23.45	19.47	41.03	51.29	17.99
Locus_91559	0.31	0.32	0.3	0	0	0	0	0	0	0	0	7.02	3.95	0.91	0.42	0.16	0	0	0
ENSMODG00000018332	1.25	0.35	0.64	0	0.19	3.58	4.54	1.86	0.7	0.43	0.63	3.66	4.09	0.83	0.15	0.52	1.54	1.07	0.99
ENSMODG00000023377	14.89	24.13	66.31	8.23	3.14	36.96	28.75	10	20.98	5.68	20.98	205.54	83.16	128.35	43.23	32.9	38.93	63.65	138.48
ENSMODG00000001400	11.64	12.67	5.51	12.75	10.79	615.6	240.4	53.36	47.71	5.42	5.34	77.45	185.38	49.87	144.89	441.78	23.25	43.82	7.17
ENSMODG00000023403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005586	0	0	0	2.89	2.72	6.99	3.09	1.48	1.68	0	0	0.06	0	0	0	0.28	0.99	0.85	0.4
Locus_91582	0.67	0.84	1.55	0.77	0.76	1.61	0.43	0	0	0	0	0.46	1.31	1	2.27	0.42	2.99	2.34	1.47
Locus_192711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96	13.26	3.26
Locus_231753	0	0	0.07	0	0	0	0	0	0	0	0	0.03	0.22	0	0	0	15.88	19.83	43.07
ENSMODG00000022815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023850	9.04	20.79	6	7.16	7.11	29.86	24.01	29.59	40.87	24.1	30.84	8.24	32.25	21.26	138.33	86.83	17.38	20	7.77
blastnHuman.ENSG00000248338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98950	0.46	0.39	0.54	0.64	0.63	0	0.45	0	1.57	0	0	0.27	0.07	0	0	0.19	0	0	0
Locus_92638	0.58	0	0.19	1.11	1.1	1.39	0.62	0.27	0.41	0	0	0.57	0.63	0.32	0	0.61	1.8	3.19	0.48
ENSMODG00000000124	0.57	0.71	0.16	8.75	2.98	0	0.05	0.24	0.12	0.15	0	0.19	0.02	0	0	0.06	0.32	1.25	0.65
blastnHuman.ENSG00000251321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015272	5.88	4.85	2.56	7.86	8.92	13.27	7.33	12.22	10.19	11.12	17.06	5.42	7.05	9.14	6.93	13.2	7.47	6.82	4.95
Locus_421176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52	1.5	1.22
ENSMODG00000003595	5.07	5.91	4.74	6.37	5.53	412.87	280.44	145.23	159.99	337.25	546.19	34.86	26.85	9.91	13.91	6.38	18.69	25.44	20.07
ENSMODG00000016439	0.07	0.15	0.07	1.34	0.61	0.08	0.17	9.26	13.35	0.09	0.27	0.62	0.3	0.47	0.06	0.22	1.38	1.36	3.59
ENSMODG00000020770	52.05	43.65	59.89	38.45	38.69	0	0	0	0	0	0	0	0.06	0	0.04	0	0.25	0.16	0.34
Locus_92465	0.52	1.08	0.25	1.34	0.15	0	0	0	0	0.33	0	0.44	2.3	0.11	0.12	0	0	0.36	0.39
ENSMODG00000021021	0.05	0	0	0	0	0.12	0.08	0.14	0.52	0.13	0.19	0.85	0.64	0	0.09	0.1	0.18	0.82	0.94
Locus_319720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	0.64	6.33
ENSMODG00000015428	0.04	0	0.3	0.1	0.2	0.43	1.71	5.15	4.42	0.23	0	0.35	0.11	2.62	8.55	0.98	0	0	0.04
Locus_419656	0	0	0.57	0.34	0	0.7	0	0	0	0.76	0	0.58	0	0.24	0	0	0	0.54	0
ENSMODG00000003174	8.54	4.76	3.99	8.97	5.83	5.46	5.27	11.77	7.46	11.4	7.1	6.77	6.18	6.67	2.46	5.86	25.18	17.3	17.92
ENSMODG00000002582	1.06	0.81	3.27	0.9	0.77	0.64	1.19	0.57	1.31	2.54	2.27	11.27	3.08	4.65	1.96	3.45	47.03	57.13	169.5
ENSMODG00000014926	3.75	3.6	3.93	0.9	0.36	6.78	6.77	5.56	6.54	5.13	5.18	1.23	1.59	1.13	0.51	0.71	2.04	0.62	0.57
ENSMODG00000018841	18.98	22.03	34.83	23.72	27.02	11.12	16.19	10.06	13.21	11.97	12.8	11.36	6.37	20.78	13.27	11.91	10.71	15.85	24.67
ENSMODG00000023896	8.36	8.94	6.88	12.5	13.67	8.69	6.97	9.21	7.21	4.82	6.28	4.63	18.39	3.75	7.94	11.64	9	10.08	4.33
ENSMODG00000014920	43.43	60.38	38.41	72.36	89	58.65	46.93	57.7	67.43	56.39	57.48	29.96	61.54	43.78	130.11	93.15	37.77	35.77	14.62
Locus_191493	0.13	0.18	0.09	0.51	0.2	0.85	0.28	0	0.37	0.68	1.35	0.35	0.38	0.22	0.32	0.19	1.15	0.49	0.4
Locus_420641	0.19	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0.68	0	2.12	3.84	2.28
blastnChicken.CUFF.11708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_188460	0.15	0	0.15	0	0.18	0	0.12	0	0	0	0	0	0.11	0.13	0	0	2	2.26	1.69
ENSMODG00000012553	7.16	5.56	5.22	6.23	4.86	4.77	8.46	13.6	11.99	12.4	15.51	2.98	4.63	7.19	9.34	7.67	20.1	16.23	13.27
Locus_91398	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0.63	1.69	2.38	0	0	0
Locus_86778	0	0	0	0	0	0	0	0.86	0	0	0	0	0.11	0.51	0.27	0.32	0	0	0
Locus_314271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71	0	44.6
ENSMODG00000015893	6.01	6.62	26.4	3.9	5.69	4.89	8.55	9.49	21.57	19.86	23.29	49.14	18.86	33.93	16.97	14.72	14.32	21.82	68.25
ENSMODG00000004264	15.83	19.94	20.07	35.2	38.4	20.17	16.93	18.03	14	12.85	13.07	13.76	19.43	15.84	29.94	28.6	25.53	39.64	23.76
ENSMODG00000011737	5.84	6.9	6.08	27.28	29.9	1.73	0.97	0.42	0.51	0	0.23	0.82	1.24	0.75	0.21	1.07	0.56	1.6	1.65
Locus_34171	0.12	0.25	0.06	0	0	0.14	0	0	0	0	0.22	2.46	13.86	0	0.16	0	23.81	31.33	11.71
Locus_188482	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.73	0.53
Locus_376431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	2.04
CUFF.311841	0.93	2.78	1.37	1.12	2.23	0.64	2.28	2.23	2.63	0.91	1.01	1.04	1.38	0.52	1.82	1.67	0.49	0.49	0.04
ENSMODG00000016753	5.56	4.92	2.11	27.21	31.52	43.51	19.33	39.15	30.69	1.59	1.81	27.67	22.95	23.24	14.22	16.82	6.47	4.67	3.09
ENSMODG00000004899	1.46	1.34	0.99	3.55	1.61	0.51	0.24	74.81	42.46	89.57	66.62	2.56	2.75	2.28	3.36	3.06	7.18	6.29	5.35
ENSMODG00000018143	89.87	112.53	129.75	32.07	37.96	28.94	79.3	31.49	49.4	37.37	48.04	118.27	149.32	217.07	379.07	258.73	58.4	60.79	107.89
ENSMODG00000016292	1.79	2.53	3.22	0.98	0.69	1.16	0.68	3.73	3.98	0.63	0	9.88	13.28	13.7	16.95	3.06	9.6	6.85	6.82
ENSMODG00000007864	24.57	21.94	22.19	40.85	40.56	26.4	19.3	35.68	31.79	28.41	45.77	14.22	16.32	22.92	30.81	34.11	42.84	46.85	51.21
ENSMODG00000019187	35.18	28.07	44.64	43.47	47.23	12.68	13.85	39.68	33.1	32.63	25.84	24.44	19.36	9.19	4.51	6.51	6.2	7.28	10.56
ENSMODG00000022771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005502	23.75	7.19	6.15	5.65	4.23	5.66	9.79	22.3	21.35	15.81	15.56	22.23	43.02	17.54	11.79	42.09	38.48	27.94	12.71
ENSMODG00000006858	31.37	47.28	40.29	135.62	187.6	4.37	3.66	610.53	471.91	581.04	568.35	122.09	115.92	566.39	475.06	800.27	14.99	27.62	12.75
ENSMODG00000018794	4.07	4.24	9.89	3.44	4.15	7.18	11.43	12.86	16.08	0.28	0	22.64	10.85	23.42	12.41	18.17	0.6	1.18	2.19
ENSMODG00000005128	16.12	5.52	8.46	11.5	6.47	8.15	10.01	8.18	9.59	12.18	6.84	4.12	5.23	5.5	4.55	7.03	8.08	8.58	6.5
Locus_88995	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.75	3.06
Locus_122297	0	0	0	0.39	0	0	0	0	0	0	1.29	0	0	0.28	0	0	0.63	0	0.17
Locus_91206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19	1.32
ENSMODG00000003223	13.9	11.65	123	4.77	4.08	3.43	8.85	4.4	6.36	9.23	8.72	55.39	5.81	85.19	8.81	15.6	16.24	33.48	274.38
blastnChicken.Locus_76786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000002342	0.07	0	0	0	0.15	0	0	0	0	0	0	0.26	1.06	0	0	0	0	0	0.07
ENSMODG00000012441	6.49	3.1	8.1	3.01	2.61	2.71	5.73	2.49	3.46	4.29	2.94	6.91	5.55	5.91	2.78	4.89	212.23	207	429.47
ENSMODG00000014138	6.09	10.94	29.19	0.12	0.36	0	0	0	0	0	0	102.04	17.81	3.14	1.4	0.66	15.02	22.41	60.78
Locus_315953	0.13	0	0	0	0	0	0.43	0	0	0	0	0.52	0	0	0	0	0	0.24	0.13
ENSMODG00000000342	25.01	35.01	20.48	15.9	19.14	55.88	106.26	42.05	52.32	51.87	38.54	9.66	24.3	20.89	51.18	68.47	10.48	18.56	11.05
ENSMODG00000009069	15.02	25.5	44.3	14.3	17.24	12.25	35.33	16.14	32.91	9.74	17.77	39.93	27.99	62.5	85.01	50.07	12.81	33.22	17.73
ENSMODG00000020241	502.55	1262.58	568.3	477.17	584.55	5059.72	5933.85	1260.93	1414	1450.99	1352.71	185.06	357.97	712.54	1519.47	1383.15	222.84	228.02	235.04
ENSMODG00000001375	0.61	1.37	0.09	0	0.21	0	0	0	0	0.24	0	0.18	0.51	0	0	0	0	0.09	0.05
Locus_421200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.71
Locus_229573	6.15	5.03	8.66	4.79	9.01	8.41	7.05	5.52	3.25	5.09	5.01	6.98	5.72	24.29	9	51.28	4.49	2.41	3.5
ENSMODG00000023218	0.06	0	0	0	0	0	0.09	0	0	0	0	0.57	0.17	0	0	0	0	0	0
ENSMODG00000001467	0	0	0	0	0	0	0.07	9.16	1.76	31.45	85.14	6.74	3.28	0	1.07	1.65	1.2	1.02	0.78
ENSMODG00000015199	6.3	4.73	7.21	4.82	4.74	9.6	12.63	8.66	7.68	6.82	7.2	13.53	10.3	10.85	3.84	8.87	16.38	13.73	19
ENSMODG00000019199	0.41	0.38	0	0.11	0.1	0.22	0.52	0	0	0.24	0	0.13	0.7	0	0.33	0.58	0.17	0.08	0
ENSMODG00000014555	1.59	0.54	0.31	1.34	0.96	2.33	1.88	1.72	1.51	1.34	1.48	0.64	1.1	0.43	0.06	0.75	2.78	1.9	0.74
Locus_318185	0.25	0	0.16	0.19	0.06	0.81	0.27	0.78	0.59	1.01	0.64	1.57	0.45	0.93	0.15	0.29	0.21	0.1	0.45
Locus_231074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.07
ENSMODG00000013707	1.92	3.7	1.14	0	1.01	5.67	6.88	2.48	0	0.76	2.25	4.78	12.09	3.94	31.37	5.58	10.45	9.49	4.72
ENSMODG00000002954	91.99	81.03	49.08	14.48	20.12	0	0.04	0	0	0	0	0	0	0	0.04	0.2	0.18	0.85	1.17
Locus_230869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0	1.27
ENSMODG00000019223	4.65	5.26	9.2	4.04	4.54	3.02	6.98	3.8	7.72	3.25	1.01	13.8	7.04	12.14	7.45	7.78	1.36	1.76	3.54
ENSMODG00000008048	2.17	2.51	1.1	2.91	1.92	40.99	16.63	25.49	19.11	0.62	1.38	6.69	17.57	31.57	16.43	51.12	0.45	0.33	0.18
CUFF.126939	0	0	0	0	0	0	0.14	0	0	0	0	1.44	0.94	0.14	0.46	0.54	0	0.16	0.09
ENSMODG00000025388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010085	18.08	17.06	19.74	25.08	21.7	22.56	21.6	21.41	19.81	12.45	11.07	37.04	39.76	23.99	34.71	32.64	38.58	41.58	37.26
ENSMODG00000019294	0.27	0.8	0.28	0	0.05	0	0.19	0	0	0	0	9.59	6.9	0.64	0.34	0.5	39.22	58.77	67.65
Locus_34119	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.25	0.54
ENSMODG00000017280	0.11	0	0.44	0.53	1.31	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0.11
ENSMODG00000008710	31.01	22.66	11.26	43.91	42.48	325.67	145.59	94.03	63.47	29.17	67.9	107.17	127.47	78.33	58.82	155.53	58.29	47.31	23.91
ENSMODG00000002982	4.79	11.81	2.44	5.38	4.01	36.03	29.32	54.83	59.09	23.17	31.98	12.53	34.78	5.52	28.38	6.96	15.25	32.41	4.97
Locus_33005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85	3.54	2.26
ENSMODG00000015790	1.51	1.4	0.78	0.97	1.23	0.05	0	1.1	0.65	0.35	0.51	7.47	6.81	1.36	1.64	1.01	3.11	3.45	5.9
Locus_373690	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.51	1.44	1.89
ENSMODG00000013444	779.28	1175.82	358.04	1090.97	1336.98	6686.17	7335.24	2001.17	2198.56	2294.35	1847.67	136.67	487.02	363.81	1933.69	1384.7	573.81	379.95	182.72
ENSMODG00000022659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003716	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.02
ENSMODG00000013877	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.22	0.22	0.42
Locus_99430	0	0	0	0	0	0	0	1.34	0	1.24	0	0.24	1.22	0	0.43	0	0	0.44	0.24
ENSMODG00000016279	12.51	14.66	26.24	6.78	7.43	0	0.07	0.24	0.92	0.22	0.33	1.53	1.38	1.3	1.86	1.36	16.14	16.4	39.87
blastnPlatypus.Locus_88319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025628	19.19	45.2	5.78	29.87	35.36	73.49	53.53	45.63	33.15	44.7	63.47	11.59	13.15	18.31	29.72	14.67	48.97	69.39	12.14
ENSMODG00000002802	75.2	44.6	69.96	43.36	37.35	17.12	20.46	8.14	5.5	10.53	6.95	6.68	3.06	19.45	1.08	7.32	6.35	8.85	8.58
Locus_88687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38	3.46	3.53
ENSMODG00000021112	1.9	1.54	0.2	3.75	1.44	7.07	0.93	0	0	0	0	0.46	1.03	0	0	0	0	0	0
ENSMODG00000016314	20.34	25.69	24.9	19.45	10.53	155.66	122.35	236.94	44.29	606.54	402.12	74.61	59.4	483.65	354.11	305.17	28.63	22.59	30.25
Locus_33989	1.14	1.78	3.55	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0
Locus_90532	0.09	0.37	0.34	0	0	0	0.86	0	0	0	0	0.09	0.06	0	0.16	0	0	0.16	0
