Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000005313	3.16	2.23	2.23	10.46	3.52	6.53	1.18	2.22	2.58	2.14	1.95	4.35	4.05	4.73	1.18	1.28	4.04	0.61
ENSOANG00000003420	28.24	33.13	29.8	32.99	26.59	21.33	33.56	24.93	21.73	32.06	15.45	20.86	30.21	30.13	48.43	60.42	97.94	94.35
ENSOANG00000012583	8.97	6.15	2.73	21.97	20.96	0.8	0.97	4.08	0.26	1.12	0.48	3.38	6.37	2.96	7.25	4.7	6.84	4.51
Locus_104945	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0.9	0.19	0.44	0.28
ENSOANG00000009304	17.65	17.03	7.84	11.52	14.37	3.26	4.59	6.17	4.66	306.17	535.34	1.11	6.54	5.07	0	1.56	1.92	1.02
Locus_184576	0	0	0	0	0	0	0	0	0	0	0	0.36	0.25	0.46	1.71	0.93	0.84	0.93
ENSOANG00000006153	12.41	10.74	21.83	9.83	11.55	10.61	13.24	11.44	17	15.59	11.85	31.97	29.78	17.22	14.52	14.17	12.36	23.79
ENSOANG00000008145	2.58	4.57	0.78	9.4	16.06	6.76	6.84	1.34	0.61	9.26	10.71	0.52	0.87	2.12	7.56	8.96	14.61	5.16
Locus_188802	0	0	0	0	0	0	0	1.72	15.98	0	0	0	0.27	0	0	0	0	0
Locus_80498	3.22	5.14	1.11	4.21	3.06	1.39	4.19	1.58	3.21	0	0.83	0.71	0.74	1.56	1.68	0.36	0	0.26
Locus_90011	0	0	0.57	0	0	0	0	0	0.31	0	0	12.9	2.17	3.33	1.14	0.37	0.56	1.59
ENSOANG00000009081	9.45	10.36	49.96	13.03	7.3	3.88	4.68	176.56	337.29	23.44	52.75	165.96	32.1	46.77	29.91	35.65	44.83	127.2
ENSOANG00000007234	2.53	0.93	0.84	2.03	6.31	0	0	0	0.15	0	4.76	0.54	0.25	1.96	0	0.73	0.41	0.4
Locus_58424	0.22	0	0	0	0	0.28	0	0	0.19	0	0	0	0.1	0	3.43	1.41	8.02	4.15
ENSOANG00000011380	4.1	3.18	1.38	1.11	0.42	0.57	0	0.32	0.57	0.13	0	0.84	2.59	1.33	0.87	0.64	0.93	0.27
Locus_76780	0	0.47	0.16	0.18	0.2	0	0	0	0	0	0	0.52	0	0.26	0	0.11	0	0
ENSOANG00000021998	2.3	6.99	3.81	3.08	3.49	0	0.48	0.45	0.26	0	0	0.41	0.42	0.25	1.44	0.52	1.87	0.82
ENSOANG00000013199	1.55	6.66	1.32	21.67	27.03	5.85	6.18	4.56	5.06	4.11	6.12	0.19	2.33	2.35	0.88	0.67	0.43	0.14
ENSOANG00000001127	0	0	0	0.09	0.4	0	0	1.4	1.22	9.61	13.26	3.53	2.69	3.9	3.23	2.36	2.3	5.25
ENSOANG00000001186	0.69	1.64	0.27	0.67	0.43	19.74	35.62	11.82	11.99	6.85	5.57	1.08	8.09	11.76	1.88	5.62	3.66	0.75
blastnOpossum.Locus_373350	12.22	36.02	13.73	22.79	28.38	0	0	17.93	15.63	0	0	0	0	0	0	0.69	0	0
ENSOANG00000010569	6.68	6.15	7.93	12.53	11.1	8.28	3.69	9.39	3.44	3.03	5.59	13.6	15.36	6.3	31.32	14.19	15.7	12.51
ENSOANG00000003813	0	0	0	0.02	0	0.1	0	0	0.1	0	0.06	0.01	0.04	0.08	40.38	23.42	19.23	64.75
ENSOANG00000003260	76.05	53.91	15.47	37.41	47.99	105.41	67.24	15.16	16.4	8.68	2.22	0.76	3.68	3.58	78.06	54.37	86.67	210.81
ENSOANG00000020619	17.15	10.83	15.24	19.53	19.01	7.92	17.22	57.52	33.94	28.91	23.67	71.63	61.15	130.36	8.62	11.17	8.87	5.65
ENSOANG00000003658	15.62	15.86	12.73	18.15	15.56	12.94	23.21	28.48	18.1	3.67	10.32	7.03	12.78	12.1	8.06	10.86	12.49	7.15
ENSOANG00000012116	121.68	98.75	114.03	57.04	88.2	47.13	65.04	57.93	48.83	42.01	48.96	90.12	67.95	69.62	151.89	125.55	102.88	204.6
ENSOANG00000021744	7.16	4.22	2.97	1.6	6.17	3.71	4.48	28.59	30.3	17.34	6.2	11.2	61.95	53.13	4.48	7.16	3.5	2.65
ENSOANG00000019894	1.26	5.32	0.98	0.7	0.2	2.84	2.94	13.82	12.31	51.29	85.91	1.56	8.2	3.13	2.45	2.01	1.44	0.38
ENSOANG00000010027	14.93	8.37	41.34	11.38	11.09	20.25	31.26	13.18	13.12	17.51	11.03	133.86	32.19	40.45	29.63	18.45	24.78	77.59
ENSOANG00000003843	19.9	23.74	17.37	8.76	7.64	7.14	15.84	18.65	17.18	17.4	19.05	15.65	19.34	13.93	47.75	40.7	57.36	85.27
ENSOANG00000012456	20.63	14.76	24.44	32.97	29.86	4.57	22.09	10.38	31.16	44.22	30.98	18.74	19.97	24.01	40.53	42.59	117.75	129.74
ENSOANG00000009386	35.64	42.12	211.59	45.14	42.79	40.02	41.9	41.38	41.58	36.03	41.48	109.65	20.54	20.92	38.87	41.53	63.77	207.03
ENSOANG00000015133	138.91	123.4	85.46	268.79	252.48	12.97	10.03	83.46	27.79	0.95	0.48	46.78	44.85	68.6	25.47	27.52	43.85	18.54
ENSOANG00000006695	0.05	0	0	0	0.18	4.85	1.17	18.02	11.91	0.34	0.72	3.08	2.06	1.56	2.05	1.01	1.64	1.14
ENSOANG00000014379	101.29	89.24	716.96	67.07	60.1	6.75	5.68	7.89	2.16	0	0	49.15	7.68	5.19	7.42	15.76	10.61	45.57
ENSOANG00000022448	0.21	0	0	0.12	0	0	0	0	0	0	0.33	0.36	0.29	0.18	237.23	150.5	217.23	232.79
ENSOANG00000002298	45.33	33.59	55.35	25.61	25.14	32.15	48.32	23.35	33.39	109.3	88.75	42.6	29.65	29.74	74.07	51.81	106.78	187.62
Locus_182942	7.15	11.73	11.91	6.31	4.98	0	0.31	0	0.17	0	0	0.13	0	0.08	0	0	0	0
Locus_161536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88	1.22	0.46	1.46
ENSOANG00000002115	13.16	9.31	30.02	5.3	8.67	13.62	21.38	44.8	24.24	25.49	39.07	77.09	47.74	38.96	80.64	50.84	91.53	193.15
ENSOANG00000014261	2.26	0.74	2.08	0	0	0	0	0	0.21	0	0	0.58	1.04	1.15	0.79	0.34	0.38	0.18
ENSOANG00000014444	37.59	35.42	38.9	44.37	43.25	100.59	124.59	71.22	75.72	67.27	63.92	43.02	49.58	58.88	20.34	23.68	26.39	23.59
Locus_184429	0	0	0.36	0	0	2.68	1.08	2.03	1.77	14.23	1.07	43.76	139.36	58.07	1.08	0.93	0.53	1.18
ENSOANG00000000814	17.6	23.55	20.27	25.99	25.91	30.38	17.58	27.42	9.41	17.17	26.81	20.64	20.14	19.56	43.64	36.93	31.42	37.17
ENSOANG00000008295	5.58	1.09	1.9	0.22	0	0.13	0	0	0	0	0	2.06	0.86	1.11	17.3	14.42	15.68	14.29
ENSOANG00000020282	0	0.15	0.11	0	0.13	234.18	27.77	0	0	0	0	0.07	0	0.08	0	0	0.16	0
ENSOANG00000002623	32.05	25.07	81.68	18.81	19.48	13.99	22.64	16.97	19.55	41.92	23.67	100.04	40.86	51.77	28.83	26.82	29.84	99.39
Locus_161406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	1.03
ENSOANG00000010664	153.96	245.27	237.44	144.63	185.68	169.12	346.35	1423.16	1530.19	144.41	361.97	220.22	65	141.17	51.33	44.06	33.32	48.46
ENSOANG00000015413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0.01
ENSOANG00000021064	40.03	17.49	2.44	58.19	36.17	17	13.79	19.87	6.86	2.61	2.12	2.54	10.97	17.95	19.63	20.08	21.85	3.05
ENSOANG00000003780	18.92	3.98	6.54	8.07	10.27	9.32	22.52	10.58	4.61	17.45	8.36	33.43	48.69	79.41	2.82	12.78	9.62	19.27
ENSOANG00000007728	13.27	15.13	18.35	16.07	17.36	33.33	38.21	28.2	26.82	34.1	34.62	16.5	15.01	18.21	40.8	47.72	58.8	81.2
blastnMouse.Locus_99583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_84781	3.31	2.44	0.34	2.59	0.42	0.86	7.24	7.77	3.39	4.81	4.1	0.88	7.89	18.17	1.04	0.45	2.52	0.16
ENSOANG00000010897	3.12	5.71	12.82	4.35	2.48	34.37	23.1	1.09	0.57	0.05	0.24	19.35	6.85	1.93	5.89	2.74	4.43	15.58
blastnGorilla.Locus_371599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000007327	63.87	81.42	38.41	53.32	77.1	245.48	212.65	178.04	166.29	144.92	149.83	32.11	77.21	106.71	36.93	81.54	81.84	97.59
ENSOANG00000008965	5.42	5.01	24.42	4.02	3.43	0.49	1.38	0.37	0.75	0.91	0.19	94.68	7.9	11.2	48.23	25.26	52.25	242.98
ENSOANG00000005699	3.4	2.35	5.85	4.07	3.89	4.89	3.42	8.5	3.73	10.38	5.67	9.95	8.69	5.11	6.01	4.95	5.77	5.65
ENSOANG00000010849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	1.67	1.25	0.13
Locus_150362	0	0	0	0	0	0	0	0	0	0	0	3.57	2.87	4.85	0	0	0.34	0.22
Locus_87568	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	1.95	0.21	0.95	0.61
ENSOANG00000015222	15.62	18.98	34.61	12.45	13.85	10.1	13.42	14.32	17.31	13.23	9.66	46.44	13.41	13.63	14.04	10.94	13.1	30.74
ENSOANG00000004301	3.15	1.27	0.3	1.17	1.93	4.69	2.68	19.04	7.49	2.08	2.66	0.89	4.46	7.78	0.89	3.22	0.87	0.23
ENSOANG00000001415	9.29	6.41	10.47	8.08	5.6	4	7.37	5.63	5.15	14.63	7.07	7.23	8.71	8.28	6.68	7.87	5.73	9.46
ENSOANG00000011020	75.91	36.81	129.15	25.13	21.85	5.05	5.05	10.09	13.91	12.3	12.33	144.07	39.54	33.05	64.17	51.25	79.34	186.96
Locus_161434	0.28	0.42	0	1.59	0.72	0.74	0	0	0	0	0	0.19	0	0	0	0.38	0	0
ENSOANG00000002569	2.68	2.88	1.88	5.43	6.51	2.81	1.81	4.68	1.48	1.05	0.45	1.15	3.52	2.47	2.72	2.89	2.76	0.88
ENSOANG00000015214	0.64	0	0.66	0.71	0	0	0	5.61	9.78	13.89	13.8	43.08	26.86	76.32	0	1.29	0	0.62
ENSOANG00000022192	0.11	0	0.11	0	0.27	0	0	0	0	0	0	0.07	0.87	0.61	0	0	0	0
Locus_141313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48	1.69	0.42	6.22
Locus_33094	3.12	1.97	0.46	0.5	0	0	0	0	0.76	0	0	0.89	0	0.74	0	0	0	0
ENSOANG00000012853	0.22	0	0	0.12	0	0	1.38	0	0.19	0.27	0.34	1.46	7.26	7.14	30.64	21.57	42.99	13.32
ENSOANG00000011434	3	4.72	1.56	4.91	4.99	4.41	4.41	4.06	4.72	9.19	9.19	2.81	5.39	4.5	5.15	4.75	4.58	3.67
ENSOANG00000020061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.53	0.17
ENSOANG00000011189	282.06	256.42	305.57	268.37	296.62	529.14	823.84	340.19	401.12	429.19	425.2	386.99	649.25	719.67	329.47	440.74	465.19	507.04
ENSOANG00000005732	12.29	5.97	19.99	3.37	3.85	7.31	10.66	5.25	3.21	6.73	4.73	24.54	19.93	10.67	19.06	11.24	16.48	34.18
ENSOANG00000000975	4.39	23.93	33.14	15.46	9.99	0.16	0.19	0.18	0.13	0	0.09	0.99	0.51	0.37	0.77	0.56	1.17	0.98
ENSOANG00000014641	0	0.26	0	0	0	0.93	0	0.53	0	1.3	0	0	0	0	0	0	0	0
ENSOANG00000022430	1.27	1.24	2.19	2.83	1.07	1.09	0	2.48	0.72	5.11	32.63	5.87	1.93	3.86	9.24	5.13	5.15	9.23
Locus_7924	0	0	0	0	0	0	0	0	0	0	0	0.22	0.31	0	1.05	0.68	0	0.66
ENSOANG00000014531	5	5.81	19.85	9.8	8.53	0	0	0.56	0.16	6.05	4.76	1.78	0.97	0.4	0.6	0.39	1.03	1.73
ENSOANG00000020397	11.42	14.67	3.39	12.15	14.37	30.79	46.54	11.65	13.77	9.1	9.04	1.34	2.81	6.02	5.66	5.13	5.95	3.59
CUFF.54383	0.86	0.39	0.48	0.82	1.01	1.54	2.07	0.97	1.36	0.64	0	0.79	1.52	1.65	1.45	0.85	1.52	0.93
ENSOANG00000003049	56.2	37.43	41.23	17.52	17.19	61.66	19.57	10.72	16.91	10.53	8.88	83.83	103.92	79.72	302.18	240.46	257.03	254.53
ENSOANG00000008261	34.13	28.98	37.03	26.5	18.8	68.52	55.6	69.16	88.01	63.85	54.58	22.7	20.65	22.61	27.91	22.78	34.2	39.21
ENSOANG00000014518	8.92	14.07	16.57	9.17	5.65	2.68	5.19	6.4	9.56	3.27	4.49	2.82	2.66	2.59	123.27	72.96	141.65	199.84
ENSOANG00000014256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000007199	2.04	3	3.24	6.53	6.71	0	0.42	1.2	0.69	0	0	2.79	2.36	2.03	4.25	1.56	1.04	0.86
ENSOANG00000003085	0.11	0.1	0.3	0.13	0.15	0.2	0	0.15	0.16	0	0.04	0.21	0.1	0.19	0.7	0.68	0.34	0.81
ENSOANG00000011560	5.56	4.72	11.56	11.53	8.75	4.46	3.34	5.55	3.88	4.78	6.1	12.96	6.42	4.99	20.3	11.55	11.95	26.36
ENSOANG00000004261	37.99	69	52.72	42.4	51.21	24.16	21.98	39.59	20.16	18.02	27.76	16.05	11.36	9.53	12.41	13.16	10.18	9.89
ENSOANG00000001217	1.74	0.96	3.97	1.02	1.61	11.29	13.26	6.23	3.87	6.07	6.47	16.72	23.07	12.9	8.48	5.1	3.46	7.36
ENSOANG00000013428	185.17	333.27	16.91	65.1	73.7	14.65	15.19	2.52	7.22	3.05	5.31	0.23	1.52	2.43	6.26	8.42	6.11	0.69
ENSOANG00000000441	0.63	0	0	0	0	0	0.66	1.24	0.36	0	0	4.89	4.45	2.98	5.94	2.71	3.22	8.2
ENSOANG00000006186	0.9	0.35	1.28	0.74	0.18	1.23	2.37	224.68	111.2	4.02	9.4	15.17	6.83	12.24	14.4	19.31	13.62	23.5
ENSOANG00000005069	4.47	7.18	9.13	2.12	1.72	3.5	6.34	14.7	9.7	0	0.42	49.8	29.27	27.58	3.81	6.22	2.89	3.75
ENSOANG00000002417	167.35	189.66	132.9	97.2	86.98	214.17	416.83	139.67	153.02	75.16	67.72	170.05	127.56	221.29	695.06	475.66	792.08	918.72
ENSOANG00000012109	24.04	20.08	28.75	28.77	30.44	26.23	20.06	63.66	28.6	37.04	53.63	68.03	45.2	34.85	112.69	73.69	77.75	73.74
ENSOANG00000001941	11.08	13.91	1.98	8.79	13.28	22.55	38.43	7.33	21.21	9.12	8.98	1.29	5.41	9.06	8.37	8.77	9.69	2.65
ENSOANG00000000992	0.54	0.52	0.85	0.11	0.21	0.24	0.59	94.29	43.2	0	0.15	7.22	7.58	2.89	1.03	1.32	1	2.95
ENSOANG00000012132	27.37	14.32	25.44	25.02	22.55	23.52	22.07	112.78	96.7	204.38	106.85	86.29	90.91	62.02	24.7	27.83	24.19	25.3
ENSOANG00000007481	0	0	0	0	0	0.26	0	0	0	0	0	0.07	0	0	0	0.07	0	0
Locus_68549	1.14	1.35	1.42	1.02	0.58	3.55	2.14	2.01	3.51	6.09	4.95	10.9	10.26	10.07	1.43	2.62	1.05	1.55
ENSOANG00000021650	5.56	5.64	3.58	12.02	9.85	15.33	13.5	41.67	28	17.33	23.29	21.52	19.45	39.62	42.45	34.19	73.06	18.36
ENSOANG00000004435	81.11	165.77	161.6	8.42	18.85	0.42	0	1.44	0.28	0	0	0.54	0	0	6.65	4.09	7.48	14.54
ENSOANG00000014875	3.28	2.64	8.77	3.62	4.03	3.47	4.19	15.62	12.55	15.53	24.76	20.99	18	7.36	14.46	8.97	7.51	10.1
ENSOANG00000009226	2.73	0.07	0.93	26.75	28.78	0	0	0	0	0	0	0.03	0	0.08	13.34	5.73	19.9	12.05
ENSOANG00000009566	39.21	34.6	9.93	43.37	38.99	55.43	48.43	39.48	66.88	65.68	59.93	22.66	38.43	46.25	293.64	175.23	330.68	189.9
ENSOANG00000013949	101.77	150.86	27.03	242.34	271.2	6.42	0	7.28	0	16.52	13.43	4.11	13.64	4.64	38.8	32.27	67.2	16.89
ENSOANG00000010749	0	0	0	0	0	0	0	0	0	0.66	0	0	0.75	0.23	0	0.19	0.42	0
ENSOANG00000020254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000012531	2.83	8.15	5.01	12.64	14.08	1.42	0.31	0.29	0.73	3.27	4.88	1.48	1.51	1.35	5.48	7.61	7.29	5
ENSOANG00000001087	4.2	3.13	9.67	6.57	4.45	21.27	14.52	7.99	5.37	75.77	27.44	79.92	65.58	22.3	10.46	8.06	6.14	6.21
ENSOANG00000011831	14.06	10.64	6.99	13.15	18.06	17.44	21.06	48.89	45.82	48.26	35.74	14.04	35.73	58.61	37.03	37.53	35.25	23.17
ENSOANG00000021683	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0.12	0	0
ENSOANG00000013918	74.77	38.45	66.08	43.73	44.88	69.13	85.6	45.63	69.1	84.12	63.14	95.09	90.62	100.13	40.02	51.05	38.98	62.07
ENSOANG00000009764	65.81	73.28	20.17	68.18	97.21	70.3	89.34	197.06	128.3	847.33	786.06	11.77	42.06	71.19	29.15	54.59	39.83	16.57
ENSOANG00000000244	25.08	24.27	45.65	35.58	37.16	18.02	20.81	32.43	22.1	14.64	18.12	66.63	44.98	45.32	16.23	20.46	17.52	22.8
ENSOANG00000008160	38.06	43.37	5.51	17.64	21.18	2.25	2.45	0.77	1.34	0	0.27	0.06	0.4	0.22	13.88	6.71	9.56	7.79
Locus_14556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66	0	1.22	1
ENSOANG00000007439	12.24	7.89	8.66	11.83	10.49	10.62	14.56	26.34	35.59	63.15	75.08	10.19	16.57	15.96	63.72	42.05	87.11	64.87
ENSOANG00000005379	42.41	69.03	68.51	12.1	13.09	0	0	0.35	0	0	0	2.79	0.99	1.8	3	0.97	0.73	0.99
ENSOANG00000010738	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000236457	0	0	0.1	0	0.12	0	0	0	0	0.24	0	0.26	0.09	0.08	0.61	0.4	0.9	0.62
Locus_133534	1.02	1.13	0.26	1.42	0.32	0	0.8	0.75	0	0.62	1.57	1.18	0	1.06	0	0.52	0	0
ENSOANG00000004081	27.3	30.83	109.66	38.19	28.41	23.16	42.92	35.9	61.99	89.92	81.14	161.07	64.23	74.74	38.52	39.94	49.08	173.23
ENSOANG00000000142	0.49	0.72	0.5	0.63	0.31	0.63	0	1.19	1.24	1.18	1	1.02	3.79	2.76	1.77	1.92	1.36	1.26
ENSOANG00000000448	46.22	33.35	55.07	41.6	32.92	13.41	13.23	43.61	28.47	19.59	11.73	51.2	30.93	23.71	198.85	136.78	222.47	360.69
Locus_82947	0	0	0	0	1.25	0	0	0	0	0	0	0.44	0.6	0.27	0	0	0	0
ENSOANG00000008765	6.12	4.56	6.03	11.41	11.2	10.47	30.59	13.77	12.99	6.91	9.78	4.66	6.04	4.78	5.1	5.05	6.02	4.69
blastnPan.Locus_17288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_93059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34	1.45	9.83	11.7
ENSOANG00000021808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0
ENSOANG00000013076	5.97	7.7	0	6.68	9.46	9.66	14.58	11.5	9.23	6.78	13.85	0.49	1.2	3.41	5.84	8.19	5.41	0.73
ENSOANG00000012819	7.77	13.16	1.61	10.14	9.35	1.34	10.51	1.9	12.8	5.01	10.81	1.97	1.54	3.34	0.4	0.79	1.78	0.19
ENSOANG00000003804	9.69	16.12	13.26	14.97	14.86	10.91	7.82	7.16	5.62	2.39	5.91	5.41	3.32	4.16	1.44	2.14	3.02	1.54
Locus_59623	0.42	0.62	0.65	0	0.53	0	0	0	0	0	0	2.77	1.15	0.87	0	0	0	0
ENSOANG00000022275	1.41	3.64	2.38	3.16	2.46	0	0	0	0	0	0	0	0	0	0	0.72	0.27	0.17
ENSOANG00000015825	0.45	1.72	0.74	2.71	3.07	1.62	1.96	1.05	0.92	1.52	1.66	0.36	1.4	1.49	2.24	2.3	3.97	0.7
ENSOANG00000006226	24.97	12.29	10.24	11.94	12.08	13.8	19.68	41.64	32.33	5.22	3.33	8.8	10.14	12.18	11	7.4	10.65	8.33
ENSOANG00000010698	10.58	13.87	11.33	9.06	12.05	13.37	11.58	20.18	18.3	14.64	17.65	19.04	14.66	17.97	14.79	21.12	13.84	20.67
Locus_28529	1.37	3.71	4.51	1.28	3.19	0	0	0	0	0	0	0	0	0	0	0.15	0.35	1.67
ENSOANG00000012633	8.49	7.82	30.5	0.51	1.15	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0
ENSOANG00000003875	1.57	2.31	1.62	1.75	0.4	171.85	120.41	3.68	1.07	0	0	0	0.86	0.52	3.92	1.69	1.91	0.91
Locus_46101	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	1060.66	447.96	1389.84	1178.11
Locus_158631	0.06	0.53	0.62	0.07	0.23	0.47	3.01	0.71	2.05	1.31	0	3.15	3.42	4.2	0	0.32	0.46	1.11
Locus_142475	0	0	0.32	0.11	0	0	0	0	0	0	0	5.76	0.37	0.77	0.64	0.41	0.16	6.66
ENSOANG00000001192	1.32	1.42	1.37	1.82	1.53	2.65	1.32	1.77	1.54	1.17	2.05	1.2	1.32	1	4.89	3.21	3.67	2.05
ENSOANG00000004009	30.07	33.55	9.69	32.99	45.11	33.98	28.27	23.99	30.37	28.27	20.76	5.61	25.13	28.4	27.38	36.47	22.26	10.92
Locus_20356	0.64	0	0.33	0	0	0	0	0	0	0	0	0.42	2.34	1.59	0	0	0	0
Locus_101508	3.6	4.43	0.44	6.53	4.67	3.33	5.09	2.27	3.51	6.65	4.51	0.06	1.57	3.07	2.95	3.48	10.6	0.38
ENSOANG00000001358	75.95	25.72	36.59	72.46	38.94	57.89	45.68	52.55	30.03	65.92	21.46	91.11	112.21	150.49	19.82	29.43	17.07	19.65
ENSOANG00000003150	0.97	1.44	0.14	2.96	1.23	0.36	0.43	1.63	2.14	12.13	20.24	0.46	3.95	0.69	2.61	0.38	1.27	0.07
Locus_75246	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	1.25	0.54	0	2.92
ENSOANG00000021376	17.46	32.49	103.88	1.51	0.46	0	0	3.17	0.77	0	0	0.12	0	0.07	0	0.12	0	0.09
ENSOANG00000006081	0.58	1.55	0.78	2.52	4.65	0.1	0.19	2.22	2.2	0.65	0.33	2.05	0.86	0.47	4.34	3.4	3.47	5.14
ENSOANG00000005370	22.84	25.48	12.05	27.58	21.91	12.02	7.26	27.27	21.79	22.5	29.14	9.32	13.24	9.77	14.53	17.09	19.49	10.54
ENSOANG00000012276	63.41	64.01	44.76	46.3	63.75	83.52	87.1	49.5	55.07	44.83	58.76	33.26	53.48	65.37	31.21	41.85	34.13	38.61
Locus_78868	1.02	0.3	0.85	0.23	0	0.53	0	0.6	0.7	0.99	0.63	0.41	0.56	0.34	0.64	0.41	0	0.5
ENSOANG00000001901	85.66	60.02	139.92	50.83	57.76	0	0	1.48	1.43	0.41	0	17.11	8.75	5.71	2.1	1.25	0.51	1.96
Locus_178071	0	0	0	0	0	0	0	0	0	0	0	3.92	0	0	0	0	0.45	0.14
ENSOANG00000015421	20.11	10.84	19.64	17.47	17.29	15.05	33.22	11.34	12	13.83	11.13	61.6	53.02	53.45	18.86	29.73	27.92	38.83
ENSOANG00000000392	16.18	18.88	26.08	26.35	35.1	29	30.02	50.3	38.24	48.86	94.11	26.96	14.97	19.44	12.02	14.39	13.92	13.08
ENSOANG00000022310	6.2	3.8	1.61	3.75	5.23	0	0	1.52	0	0	0	2.57	1.18	1.5	203.36	95.19	171.26	101.86
ENSOANG00000013129	8.21	14.23	118.2	4.68	4.69	0	0	0	0	0	0	9.71	3.39	8.97	0	0.11	0	0.86
ENSOANG00000013122	0.26	0.64	0.82	0.1	0.11	0	0	1.03	0	0	0	4	1.52	1.24	2.46	1.77	1.33	1.15
ENSOANG00000007669	79.1	49.04	62.21	72.78	52.95	165.41	243.09	51.43	97.33	101.34	106.31	30.56	44.81	61.42	78.75	67.31	98.65	83.03
ENSOANG00000010571	0.54	0.4	1.22	0	0	0	0	0	0	0	0	0	0	0.15	15.85	7.34	11.32	7.13
ENSOANG00000020318	1.43	1.26	0.89	0.16	2.17	10.73	6.26	44.08	23.18	6.58	11.06	0.85	1.31	2.14	6.26	18.84	5.45	3.41
ENSOANG00000005857	3.2	4.34	10.59	3.07	2.31	1.4	1.43	5.85	3.33	3.32	2.31	11.66	10.27	2.83	9.73	4.37	2.72	7.49
Locus_1627	0.26	0	0.54	0.29	0.33	3.37	3.25	0	0	0	0	1.21	0.95	0	0.81	0.35	0	0.76
ENSOANG00000006086	537.92	335.94	611.42	389.08	401.75	283.45	281.27	32.79	48.81	4.37	3.53	104.59	79.26	82.73	45.33	57.38	57.21	76.91
ENSOANG00000007860	4.57	17.5	0.84	6.02	5.02	4.2	2.22	6.55	32.9	0.25	0	0.87	2.88	6.16	0.32	0.82	0.31	0.25
ENSOANG00000004175	167.67	174.76	52.26	152.67	190.79	206.19	216.08	237.32	189.54	239.35	287.98	89.39	311.91	318.66	276.76	292.88	280.57	121.62
Locus_184151	0.53	0	1.46	0.79	0.44	1.36	1.64	0.51	0.6	0	0	4.53	0.16	0.29	0.55	0.71	0.54	2.64
ENSOANG00000005210	12.99	14.3	1.62	5.08	5.65	33.21	9.29	10.34	8.68	12.32	10.65	5.19	14.41	10.22	14.68	23.1	10.39	3.04
ENSOANG00000004344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0
ENSOANG00000002715	309.58	312.24	55.76	404.36	340.07	30.68	25.94	199.57	496.26	0.96	7.34	2.36	12.31	12.82	92.7	40.86	43.42	2.5
ENSOANG00000008492	23.83	13.45	73.74	14.83	14.76	31.75	55.42	26.64	41.25	97.37	38.11	167	81.53	105.57	24.34	25.77	19.9	66.86
Locus_161498	0.14	0	2.21	0	0	0	0	0	0	0	0	7	2.89	4.45	0	0	0.1	0.07
Locus_116729	0	0	0	0	0	0	0	0	0	0	0	24.02	21.03	21.21	0	0.09	0	0
ENSOANG00000006198	58.5	45.23	141.84	31.26	27.29	26.47	33.64	26.67	30.54	17.44	21.86	83.55	40.39	27.31	52.61	38.92	49.38	87.74
CUFF.40463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13	0.5	0.37	0.6
blastnMouse.Locus_80708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_99108	0	0	0	0	0	0	0	0	0	0	0	2.08	1.8	0.33	0	0	0	0.19
ENSOANG00000020554	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	1.65	1	1.29	1.13
