Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
Locus_187465	0	0	0	0	19.22	34.55	0	0	0	0	0.06	0
ENSXETG00000003179	2.61	2.34	3.13	1.99	4.43	3.16	4.95	3.35	7.24	7.36	2.38	4.12
Locus_14853	0.08	0	0.05	0	0.12	0.2	2.92	3.33	1.87	4.03	0.04	0.23
ENSXETG00000011911	0	0	0	0	2.3	6.09	0	0	0	0	0	0
ENSXETG00000016240	0	0	0	0	0.59	0.93	0.3	0.47	0	0	0.39	1.12
ENSXETG00000010878	491.64	459.01	2401.48	2711.65	1529.2	1687.2	2016.78	2475.01	113.27	525.48	480.36	1422.52
Locus_70461	0	0	0	0	9.26	0	0	0	0	0	0	0
ENSXETG00000004623	0.03	0.01	0.12	0.06	6.74	10.43	0.88	0.91	0.15	0.48	0.61	0.83
ENSXETG00000001823	0.69	0.52	8.13	11.74	6.23	11.79	12.72	9.36	1.62	2.08	2.05	3.97
Locus_81555	0	0	0	0	0.54	0.53	0	0	0	0	1.02	0.15
ENSXETG00000021647	0.17	0.22	0.18	0.75	3.1	5.34	37.46	37.93	0	0	0.29	2.03
ENSXETG00000017241	1.16	0.48	30.43	38.53	24.37	25.55	12818.36	16381.99	0.24	0.12	26.19	4.73
Locus_81445	0	0	0	0	0.28	1.36	0.31	0	0	0	0	0
ENSXETG00000006263	0.44	0.09	8.85	2.24	6.11	0.98	6.22	3.67	0.05	0.02	0.04	0.12
Locus_161522	0.42	0.62	1.03	0.51	0.32	0.31	4.95	2.08	0	0	1.59	0.43
ENSXETG00000014707	73.4	58.27	69.78	52.53	53.59	37.49	59.04	38.63	74	38.2	44.62	12.33
ENSXETG00000027304	9.11	10.71	8.61	6.63	9.13	6	7.23	6.08	5.97	9.07	8.8	19.56
ENSXETG00000027428	72.86	64.95	325.57	292.42	161.14	141.66	112.62	102.16	44.17	94.83	103.77	175.93
ENSXETG00000016224	3.43	3.52	2.8	2.18	1.8	2.15	2.41	3.67	8.56	8.87	4.93	8.92
ENSXETG00000026684	67.77	60.05	70.36	49.03	43.62	38.52	68.07	40.39	21.45	45.14	44.02	59.13
ENSXETG00000007351	22.03	21.61	15.69	20.31	14.72	14.46	14.31	14.51	11.61	4.05	20.74	14.44
ENSXETG00000010449	6.78	7.41	0.46	0.68	6.48	4.57	3.15	2.86	34.81	90.86	0.18	0.28
ENSXETG00000008494	0.02	0.02	0	0.17	0	0.75	0	0.04	0	0	0.19	0.12
Locus_146991	0	0	0	0	0	0	0.6	0.44	2.54	1.41	2.01	4.82
ENSXETG00000000076	38.22	33.38	93.98	75.93	34.18	25.47	23.14	18.23	0.07	0.04	12.86	10.21
ENSXETG00000013187	7.77	7.55	9.11	7.01	9.44	8.47	8.45	7.74	5.14	2.59	3.73	5.92
ENSXETG00000008707	0.36	0.09	3.17	11.56	0.76	0	0.42	0	0	0	0.59	4.55
ENSXETG00000007443	53.1	50.69	8.44	5.09	6.01	5.81	12.46	12.6	7.37	6.78	10.15	8.7
ENSXETG00000016242	265.57	213.74	46.64	56.94	175.63	179.18	51.44	38.29	0.08	0.18	11.75	6.62
ENSXETG00000000931	0	0	0	0	0	0	0	0	0	0.21	0.05	0.33
Locus_149042	4.88	5.43	10.24	14.58	11.3	10.46	17.65	18.73	0.24	1.34	14.22	16
ENSXETG00000004374	16.49	14.78	18.89	16.09	22.02	17.84	17.31	16.09	10.52	10.22	20.54	13.03
ENSXETG00000002611	17.66	12.53	18.15	21.36	16.84	15.84	15.52	18.2	29.78	17.33	56.55	35.23
ENSXETG00000012163	161.18	161.89	116.14	106.39	94.57	69.26	62.46	45.1	27.14	25.07	36.58	17.45
ENSXETG00000002931	1.12	0.78	0.15	0.05	0.64	0.91	8.47	23.13	0	0.24	0.88	3.04
ENSXETG00000025331	25.15	27	35.75	39.92	28.91	25.5	39.86	38.7	27.19	83.59	30.49	55.81
ENSXETG00000012215	0.29	0.24	2.53	3.24	4.03	5.46	36.09	33.61	0.34	0.22	0.11	0.34
ENSXETG00000012304	0.41	0.2	4.98	4.07	1.66	0.76	5.99	2.08	0.07	0.02	1.36	1.63
ENSXETG00000033501	1.94	1.13	10.05	8.4	4.3	3.28	2.77	0.59	7.34	5.93	7.62	5.4
ENSXETG00000008119	0	0.04	0	0.15	0.51	0.63	0.21	0.91	24.35	23.96	1.56	1.09
ENSXETG00000022963	39.92	46.05	33.91	62.14	28.57	33.69	54.52	64.59	20.9	27.76	29.41	23.04
ENSXETG00000013936	4.11	8.85	3.38	3.67	2.4	3.41	2.66	2.62	2.75	9.92	4.87	9.41
ENSXETG00000015528	23.2	25.87	14.28	16.61	9.85	14.83	26.92	14.91	28.02	7.3	7.58	5.19
ENSXETG00000000161	23.26	23.31	8.8	6.51	9.33	3.72	8.93	3.8	27.58	43.61	11.7	13.17
ENSXETG00000012701	0.07	0.06	0	0	0	0.03	0	0	0	0	0.03	0.04
ENSXETG00000033081	10.75	6.24	10.66	12.08	14.4	15.09	11.73	14.36	41.98	24.11	36.56	21.99
ENSXETG00000030247	31.49	33.98	16.57	14.91	33.77	42.76	9.82	21.98	4.27	4.79	9.27	8.47
Locus_88554	1.51	3.83	0	0	0	0.1	0	0	0	0	0	0.06
ENSXETG00000004819	2.88	2.97	10.2	13.81	2.34	6.23	5.41	11.61	0.08	0.05	2.82	2.86
ENSXETG00000024055	7.21	7.7	12.3	9.25	7.23	6.79	7.91	8.59	33.44	40.85	14.59	12
Locus_166542	0	0	0	0.67	0.84	1.37	9.65	16.51	0.44	0.31	0.09	0.92
ENSXETG00000021831	32.89	25.96	20.09	11.18	17.48	13.51	13.11	14.19	32.49	3.68	18.93	9.62
ENSXETG00000023935	17.15	18.7	24.61	25.22	35.89	27.62	38.48	28.21	15.3	37.51	20.12	38.94
Locus_132232	112.9	79.04	119.38	168.86	132.09	125.27	216.03	213.93	41.42	6.79	42.54	7.09
ENSXETG00000015454	0.07	0.01	0.46	0.02	10.33	14.52	7.27	10.6	14.88	13.51	0.49	0.99
ENSXETG00000012802	0.75	0.17	1.67	0.42	60.54	68.98	11.05	8.52	0.62	0.12	8.68	7.02
ENSXETG00000021515	3.3	3.6	8.92	9.71	7.31	8.91	9.62	9.34	1.18	0.52	5.64	3.19
ENSXETG00000007756	13.86	7.78	75.82	68.17	2.94	2.11	0.15	0.27	39.13	18.04	8.19	4.56
ENSXETG00000014841	22.68	8.11	3.89	2.37	15.48	8.13	3.72	0.81	727.17	406.65	246.26	71.2
ENSXETG00000005334	0	0	0	0	0	0	0.21	0.21	0	0.08	0.06	0.38
ENSXETG00000022685	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000010997	0.22	0	0	0	0.38	0.12	0	0	0	0	0	0.07
ENSXETG00000011294	2.8	2.41	4.4	5.43	1.03	1.57	0.66	0.87	26.84	15.4	12.25	11.5
ENSXETG00000009173	6.38	7.84	7.94	5.79	6.62	6.41	7.35	7.97	19.18	20.18	43.11	50.08
ENSXETG00000008942	6.4	7.05	27.84	23.99	32.92	26.71	30.44	29.03	40.3	41.78	8.14	10.17
ENSXETG00000021807	15.76	19.25	1.59	0.87	2.37	2.92	3.5	5.33	0.35	0.71	2.14	2.1
Locus_80594	0.13	0	0	0	0.31	0.15	0	0	0	0	1.25	1.09
Locus_7543	0	0	0	0	0	0	0	0	0	0	1.78	2.56
ENSXETG00000003762	2.23	2.53	4.41	4.16	3.96	4.12	3.71	5.06	1.27	0.57	7.31	10.53
ENSXETG00000025802	27.77	25.76	20.9	31.22	39.55	50.28	64.74	103.93	30.15	30.16	29.52	20.39
Locus_6534	0.23	0.21	0	0	0	0	0	0	0	0	0.66	1.3
Locus_91678	0	0	0	0	0.37	0.18	0	0	0	0	0.92	0.1
ENSXETG00000006062	334.91	232.98	534.32	512.66	283.05	237.52	430.86	324.92	57.98	27.77	365.32	96.42
ENSXETG00000032756	0	0	0	0	0	0.04	0	0	0.08	0.04	0	0.05
ENSXETG00000002240	0.57	3.68	8.62	3.34	4.83	3.56	13.61	14.09	0.12	0	1.31	0.99
ENSXETG00000011658	172.75	152.15	130.4	79.45	91.98	72.11	83.12	47.85	171.02	54.94	91.05	28.15
ENSXETG00000010507	17.7	17.48	29.15	39.87	22.65	22.37	18.61	18.77	13.24	10.35	25.15	19.92
ENSXETG00000019224	3.92	8.13	5.42	5.98	10.47	7.93	6.43	11.62	8.56	15.04	3.97	7.58
Locus_143806	0.2	0.09	0	0	0	0.11	0	0.19	0	0	0.22	0
ENSXETG00000017935	0	0	0.08	0	2.87	2.78	7.51	4.18	0	0	0.06	0.15
ENSXETG00000013518	0.14	0.14	1.37	0.16	2.93	0.21	1.92	0.37	1.02	0.24	1.05	2.24
ENSXETG00000027628	0	0	0	0	0	0	0	0	0	0	0.06	0.05
Locus_11234	0.22	0.06	0	0.07	2.59	1.37	0.46	0.2	0.15	0.13	9.65	3.32
ENSXETG00000008695	49.64	54.24	41.95	59.55	29.09	42.74	35.44	40.76	38.52	27.63	44.64	33.24
ENSXETG00000007924	1.27	0.33	15.19	11.96	9.25	5.12	8.97	16.29	0.5	0.17	1.44	2.03
ENSXETG00000010186	1.73	1.62	0.33	0.23	3.12	1.88	18.44	10.59	0.17	0.04	3.15	1.84
ENSXETG00000015502	4.73	4.49	4.51	4.14	4.13	5.09	4.06	4.62	23.91	31.56	11.81	16.76
ENSXETG00000017293	6.67	6.1	16.49	24.12	5.08	11.24	1.48	2.81	14.97	8.04	4.94	4.89
ENSXETG00000022797	67.01	53.33	75.58	60.14	56.45	43.43	64.46	46.55	77.57	81.25	89.71	54.51
ENSXETG00000014217	15.19	20.25	0.16	0.13	1.66	1.88	0.05	0.02	0.09	0.01	0.42	0.29
ENSXETG00000008190	4.44	4.01	2.41	2.81	12.29	10.6	22.38	14.3	9.26	9.11	4.53	4.51
ENSXETG00000031222	0	0	0	0	0	0	0	0	0	0	0.07	0
ENSXETG00000022735	143.95	168.77	0.62	0.12	0.07	0.13	0.13	0.17	0.18	0.04	4.16	2.34
ENSXETG00000004121	15	17.19	16.84	16.71	5.11	6.06	3.58	6.98	3.01	6.08	1.62	1.83
ENSXETG00000000504	0.82	0.52	0	0	24.35	29.28	54.42	17.61	0.03	0.12	0.28	0.09
ENSXETG00000019632	12.65	12.05	4.91	4.36	24.9	34.83	27.55	20.64	13.69	34.54	19.6	36.05
ENSXETG00000020934	5.09	4	3.35	4.47	60.88	81.15	37.7	47.33	0.04	0.13	59.79	27.14
ENSXETG00000002865	65.08	52.51	115.41	94.25	66.31	68.41	72.46	54.82	31.87	87.29	47.65	49.87
ENSXETG00000027510	0.3	0.07	0.14	0	1.33	1.13	0.19	0	0.01	0.01	2.11	2.86
ENSXETG00000025739	0	0.07	45.7	63.74	7.92	22.3	1.05	2.24	0.06	0.06	4.74	2.49
Locus_85627	1.29	1.06	0.6	0.99	0.49	0.12	0	0	3.39	7.17	1.31	2.69
ENSXETG00000005472	3.38	2.97	10.79	8.02	7.42	5.75	6.29	6.67	22.16	11.21	14.32	5.91
ENSXETG00000017778	0	0	0	0	0	0	0	0.1	0	0	0.15	0.23
ENSXETG00000002956	3.66	0.94	2.13	1.31	1.76	0.73	3.26	0.79	5.83	0.58	4.04	6.83
Locus_81490	0.12	0	0.22	0	0.27	0	0.92	1.12	0.31	1.98	0.26	2.1
Locus_80174	10.7	4.68	10.56	26.08	10.19	18.04	9.7	7.86	1.77	0.89	8.29	1.51
ENSXETG00000030813	9.29	9.8	8.44	10.67	7.28	7.84	6.02	5.59	1.07	1.38	4.53	7.99
ENSXETG00000030575	0	0	0	0	0	0.08	0	0.7	0	0	0	0.28
ENSXETG00000007039	82.95	66.1	21.91	14.86	29.49	34.62	23.76	18.73	62.7	49.95	88.83	26.73
ENSXETG00000022097	0.52	0.32	0.29	0.74	3.62	1.64	0	0.13	0	0.02	0.15	0.21
ENSXETG00000020729	9.44	9.47	24.52	26.84	20.77	19	39.76	31.92	23.8	31.83	5.43	4.77
Locus_132860	0	0	0.32	0	0	0	0	0	0.18	0.35	0.25	0.22
ENSXETG00000004791	17.63	20.8	24.77	20.62	22.37	19.25	25.39	23.66	53.73	18.12	40.55	18.33
ENSXETG00000027391	52.21	44.96	36.43	44.52	29.99	31.88	34.62	31	35.61	16.32	44.01	10.37
ENSXETG00000034077	0.26	0.11	0.08	0	0.05	0	0	0	1.89	0.98	14.34	12.04
ENSXETG00000030365	3.36	6.02	2.41	3.41	1.71	4.17	1.42	0.7	6.06	22.5	8.68	25.46
ENSXETG00000012047	21.54	29.53	1.59	0.59	13.18	17.89	7.31	15.57	0.13	0.2	10.12	5.11
ENSXETG00000016758	11.27	12.43	0.03	0	2.72	2.62	0	0	0.02	0.01	7.21	3.51
ENSXETG00000005217	1.19	1.83	1.17	1.51	4.36	3.45	7.71	9.19	7.46	12.88	2.51	2.77
ENSXETG00000004556	108.68	88.02	212.35	192.45	118.15	96.73	117.85	85.32	37.69	19.6	59.02	23.4
Locus_13828	0	0	2.15	1.07	0	0	0	0	0.08	0	0.21	0
ENSXETG00000005096	5.54	4.3	2.47	3.16	1.14	0.68	0.22	0.16	1.34	3.4	15.16	59
ENSXETG00000014414	6.31	7.85	0	0.09	0.06	0	0	0.09	0	0.05	0.14	0.65
ENSXETG00000011456	0.28	0	0	0	2.15	1.44	0	0	0.08	0.43	7.42	10.59
ENSXETG00000026188	2.46	1.59	2.02	0	2.82	1.37	2.43	2.05	0.99	1.03	1.37	2.13
ENSXETG00000021786	1.28	0.91	0.1	0	0	0.06	0.27	0	0.03	0	0.27	0.1
ENSXETG00000023792	23.06	23.74	88.15	118.67	40.45	37.16	29.19	42.77	23.88	57.2	17.49	20.39
blastnMouse.ENSMUSG00000087400	0	0	0	0	0	0	0	0	0	0	0.26	0
Locus_18803	0	0	0	0	0	0	0	0	0	0	0.99	0.6
ENSXETG00000005659	39.88	39.5	56.42	48.88	48.84	42.08	35.28	28	24.18	31.01	15.42	9.27
ENSXETG00000024817	0.37	0.09	36.23	10.07	0.64	0.52	2.94	3.43	0	0.03	0.08	0.12
ENSXETG00000003237	47.04	42.18	47.85	53.29	37.61	24.07	47.8	35.67	13.09	24.77	46.2	41.91
ENSXETG00000003947	2.41	3.11	0	0.06	0.17	0.49	0	0	0	0	0.13	0.1
Locus_110174	3.07	3.01	1.39	0.14	1.22	0.7	3.9	1.32	0.05	0.01	0.5	1.51
ENSXETG00000032747	14.62	15.05	0.18	0.57	0.05	0	0.06	0	0.07	0.17	4.69	5.88
ENSXETG00000033951	5.92	1.98	2.37	3.38	7.37	4.94	2.77	3.22	6.29	3.09	386.36	142.49
ENSXETG00000012007	36.02	40.71	5.95	1.2	1.02	1.23	0	0	0.03	0	4.29	5.82
ENSXETG00000008699	15.68	13.26	27.96	24.03	27.82	24.84	35.03	26.71	42.84	70.3	21.87	28.58
ENSXETG00000025363	25.75	21.78	39.66	48.57	35.35	35.13	23.95	26.23	32.51	39.82	39.98	44.85
ENSXETG00000031462	4.84	5.23	0	0	0.13	0.1	0	0	0	0	0.06	0.05
ENSXETG00000018959	0.08	0	0.24	0	0.12	0.15	0.27	0.4	5.65	16.61	0.08	0.35
ENSXETG00000001853	40.8	34.58	77.53	52.12	59.59	42.53	59.22	33.84	35.22	89.99	91.63	179.94
Locus_124566	0.61	0.14	8.94	2.5	7.28	4.06	10.39	20.14	0.78	1.52	0	0.19
ENSXETG00000003087	14.27	17.04	21.53	30.12	10.29	17.35	11.04	22.23	10.59	18.56	10.63	17.54
ENSXETG00000015325	28.58	27.09	0	0.12	0.07	0.16	0	0	0.05	0.02	3.17	4.63
ENSXETG00000015757	0.92	0.27	18.82	13.24	7.49	11.86	2.15	1.79	0.01	0.01	0.4	0.61
ENSXETG00000009667	50.41	34.78	0.6	1.12	0.37	0.86	0.52	0.91	0.34	0.47	1.86	1.17
ENSXETG00000008397	0.22	0.12	17.15	28.68	2.58	5.97	2.46	3.11	0.03	0.01	2.63	3.91
ENSXETG00000016189	1.64	1.81	0.13	0.03	0.16	0.1	0.08	0.13	0.21	0.13	0.41	0.88
ENSXETG00000024390	3.95	3.39	8.99	10.27	11.4	13.04	8.17	9.3	1.01	1.48	2.6	2.71
ENSXETG00000022477	2.01	1.07	5.67	4.74	4.4	4.2	10.46	5.64	0.98	0.92	2.21	3.69
ENSXETG00000004705	83.44	83.82	24.01	17.44	73.95	62.73	35.91	32.12	36.77	26.01	28.15	19.5
ENSXETG00000001839	6.93	6.27	0.88	0.47	9.67	17.49	1.08	2.94	5.59	0.83	2.37	3.13
ENSXETG00000021694	0.21	0.46	6.54	1.38	0	0	0	0	0.17	0.03	0.43	0.79
Locus_145210	1.14	0.49	0.6	1.09	0.74	0.73	0.69	0.91	0	0.03	5.73	2.8
ENSXETG00000019430	0.13	0.12	8.4	12.13	2.1	2.19	0.71	0.77	0.69	0.58	0.91	1.16
ENSXETG00000024914	5.78	6.23	0	0	7.19	8.32	5.96	9.57	0.41	0.15	119.67	59.44
ENSXETG00000023016	8.13	10.84	6.01	5.39	15.1	16.71	24.54	14.85	1.32	0.61	4.13	4.36
ENSXETG00000012575	19.4	27.9	29.12	29.67	28.9	28.53	47.57	44.25	60.24	120.52	69.7	184.2
ENSXETG00000013266	11	15.4	5.01	9.13	1.13	2.58	1.72	3.88	0.05	0.08	0.07	1.31
ENSXETG00000031792	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000014986	36.75	31.16	27.57	39.11	34.68	34.32	29.06	33.91	5.57	6.98	24.59	30.29
Locus_131876	0.5	0.19	2.63	1.31	0.98	0.96	5.08	4.28	0	0	1.07	0.44
ENSXETG00000007900	0.23	1.05	0	0	26.24	8.57	23.62	5.53	0.01	0.01	0.38	0.98
Locus_73190	0	0.08	0	0	0	0	0	0	0	0	2.92	1.27
ENSXETG00000018660	9.63	3.9	4.85	4.14	2.7	3.05	2.23	3.22	15.19	14.78	7.03	7.32
Locus_64899	0	0	0	0	0	0	0	0	0	0	2.06	5.16
ENSXETG00000007735	0.82	0.18	0.98	0.75	3.01	7.25	4.69	8.61	1.02	1.21	2.53	4.38
ENSXETG00000024943	7.84	8.19	8.72	10.76	7.14	8.91	6.46	9.08	12.94	54.14	16.5	37.24
Locus_47318	0.12	0	0	0.07	0	0	0	0	0	0.1	77.61	64.8
ENSXETG00000004461	0.35	0.4	0.09	0	0.27	0.18	0.12	0.06	6.83	10.68	1.87	3.04
ENSXETG00000001801	0.03	0	0.06	0	4.53	6.87	0.55	0	0.35	0.77	0.15	0.33
ENSXETG00000020472	14.9	10.66	4	3.15	7.06	6.7	4.38	3.64	8.49	22.98	30.5	42.95
ENSXETG00000026454	164.4	197.95	853.73	1187.37	583.21	829.67	768.88	1222.03	55.33	184.98	248.17	483.77
ENSXETG00000007534	9.89	10.87	46.52	44.03	20.01	21.16	16.33	16.78	25.36	28.26	40.47	30.99
ENSXETG00000016889	13.31	13.84	23.72	18.77	7.74	9.17	4.14	5.99	12.89	14.78	1.25	2.17
ENSXETG00000031722	0	0	0	0	0	0	0	0	0	0.02	0	0
Locus_31801	0.97	0.65	0	0	5.83	0	0	0	0	0	1.04	1.81
Locus_80897	0	0	0	0	0	0	0	0	0.06	0	1.71	19.56
Locus_137066	6.24	4.99	4.5	4.22	1.71	1.36	2.76	1.52	0.91	3.46	19.51	36.44
ENSXETG00000033386	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000017952	0.79	0.63	0.04	0	0.81	0.49	0.03	0.04	0.15	0.21	3.9	6.43
ENSXETG00000017966	0.24	0.22	0.44	0.19	0.28	0.15	4.2	1.93	0.04	0.09	0.32	0.32
Locus_52553	0.29	0	0	0.36	0	0	0.25	0	0	0	37.05	7.35
ENSXETG00000013584	0	0	0	0	0	0.08	0	0	0	0	0	0
blastnHuman.ENSG00000256271	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000016254	0.82	0.95	0.75	0.9	8.34	1.65	2.39	1.84	0.95	1.23	3.13	8.78
ENSXETG00000021972	3.68	5.17	1.39	3.65	4.2	5.62	1.09	1.38	0.27	0.2	1.1	1.4
Locus_118527	0.05	0.3	0.95	6.55	0.48	3	0.48	2.82	0.05	0.09	1.75	1.14
ENSXETG00000010368	4.6	4.83	0.56	0.68	0.25	0.93	0.66	0.94	0.24	0.44	0.69	1.47
ENSXETG00000027163	7.16	8.32	12.16	10.63	9.71	9.63	7.37	9.5	16.77	16.75	10.04	7.71
ENSXETG00000030062	11.02	10.21	4.4	4.41	6.97	7.39	4.13	4.65	14.32	13.01	4.7	4.09
ENSXETG00000008988	2.04	1.81	10.62	6.15	1.56	3.54	12.37	26.55	0	0.01	1.16	0.58
ENSXETG00000024679	15.49	14.55	5.96	5.57	5.88	6.14	5.11	4.6	38.47	31.31	24.27	24.97
ENSXETG00000021454	0.33	0.17	0.33	0.16	0.52	0.68	0.23	0.5	0.24	1.16	1.41	1.62
ENSXETG00000014933	16.75	20.77	0.52	0.16	0.61	0.6	0.6	0.64	1.45	1.19	0.74	0.75
ENSXETG00000022074	31.44	32.88	36.27	45.37	16.12	23.53	17.72	39.46	0.32	0.38	17.49	12.5
ENSXETG00000014423	3.04	1.08	7.03	4.44	32.31	32.68	114.36	54.92	50.24	17.04	24.34	7.07
ENSXETG00000020416	22.81	21.36	22.58	22.75	37.18	33.81	31.54	26.19	34.14	23.81	51.44	24.4
ENSXETG00000021959	3.05	1.19	9.24	11.12	3.72	3.88	80.9	89.53	0.62	0.52	1.12	4.12
Locus_31907	0.58	0.26	0	0	0	0.49	0	0	0	0	0	0.63
ENSXETG00000032127	0.63	0.43	1.88	1.75	1.85	1.34	2.43	2.8	3.75	8.96	3.94	5.57
ENSXETG00000018635	32.84	33.24	10	16.05	11.1	15.36	28.54	16.32	23.22	7.87	11.52	7.84
ENSXETG00000006884	0.42	0.23	1.38	0	1.23	0.4	10.24	1.4	0.03	0	0.02	0.02
ENSXETG00000018046	0.33	0.18	0.45	1.19	0.28	0.5	0.31	1.07	0.15	0.53	1.43	1.45
CUFF.141634	0	0	0	0	8.89	0	11.4	0	0	0	0.08	0.48
ENSXETG00000032827	0	0	0	0	0	0	0	0	0	0	0	0
Locus_8261	0.62	1.66	0	0	0	0.23	0	0	0	0	0	0.26
ENSXETG00000001565	3.22	2.17	47.08	33.65	33.09	55.46	3.98	4.87	2.21	3.44	9	9.46
ENSXETG00000018853	11.13	17.89	0.93	0.31	3.52	3.5	0.14	0	0	0.06	8.24	9.06
ENSXETG00000033973	10.26	14.22	0.18	0.24	1.04	1.01	0.16	0	0.02	0.08	2.16	2.87
ENSXETG00000012050	4.78	6.53	26.74	20.28	16.62	17.01	0.15	0.22	0.29	0.04	2.57	1.47
ENSXETG00000000679	0.73	0.19	92.46	24.81	7.48	6.25	9.23	1.08	0.22	0.97	3.94	9.94
ENSXETG00000017807	2.87	2.3	3	4.31	3.58	9.68	2.12	3.05	13.28	16.04	3.05	6.53
ENSXETG00000010338	0.75	1.73	5.76	3.73	0.26	0.53	0.07	0	0.01	0.03	0.44	1.7
ENSXETG00000027919	27.43	23.49	103.56	143.84	259.55	165.63	151.86	150.57	25.96	11.16	83.08	56.03
ENSXETG00000032439	2.43	2.18	7.67	3.68	3.07	5.14	9.93	12.7	0.52	0.32	13.12	8.73
ENSXETG00000024286	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000013798	18.37	19	27.69	26.26	17.3	15.34	13.93	14.11	28.41	23.53	20.17	13.29
Locus_30975	2.59	2.74	5.78	5.17	4.22	6.39	3.98	5.14	0	0.16	1.63	2.88
Locus_184999	0	0	0	0	0	0	0	0	1.43	0.64	0.15	0
ENSXETG00000010015	0.53	0.21	0.7	0.42	2.71	3.84	1.75	2.29	0.04	0.11	0.05	0.76
ENSXETG00000005929	16.73	18	40.06	31.04	31.88	23.98	30.03	24.1	62.6	31.33	110.37	84.47
ENSXETG00000008205	6.35	6.76	3.89	3.94	5.78	6.1	2.47	1.74	7.9	14.5	5.23	9.61
ENSXETG00000006650	1.19	0.51	1.85	0.15	0.5	0.79	0.03	0.15	0.06	0.03	1.48	2.11
ENSXETG00000025079	3.17	3.59	10.98	10.25	13.59	11.48	20.98	13.01	10.94	32.36	18.97	27.14
Locus_95138	0	0	0	0	0	0	0	0	0	0	1.48	0.54
Locus_186754	0	0	0	0	0	0	0	0	7.21	9.58	0	0.1
ENSXETG00000001262	3.13	1.44	5.6	4.14	33.5	25.21	28.48	35.43	0.56	0.62	1.68	2.93
ENSXETG00000023684	1.16	1.66	0.8	0.55	1.42	0.98	1.1	1.05	1.07	1.89	0.77	2.57
ENSXETG00000010282	0	0	0	0	0	0.02	0	0	0.01	0.04	0.07	0.08
ENSXETG00000031383	2.12	1.95	1.65	1.86	2.68	3.57	1.76	0.92	11.08	9.28	3.79	4.9
ENSXETG00000018919	43.63	35.99	31.08	28.64	62.99	79.06	63.72	33.82	25.21	41.05	25.51	26.12
ENSXETG00000016140	97.58	64.13	262.09	177.63	229.58	152.52	169.1	130.27	96.5	45.54	108.68	27.55
Locus_82964	0	0.2	0	0	0	0	0	0	0	0	0.95	0.28
ENSXETG00000013872	39.68	43.37	31.57	29.36	24.91	24.6	25.16	22.69	96.12	22.3	24.68	8.78
ENSXETG00000016127	8.28	12.53	5.4	6.2	12.35	12.84	3.38	6.22	14.1	12.67	8.32	6.81
ENSXETG00000013634	26.12	28.33	26.16	32.88	29.75	36.88	31.67	43.18	65.43	22.12	50.19	42.41
blastnMouse.Locus_60086	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000001048	4.15	4.01	0.09	0.03	14.13	20.25	0.04	0	0.16	0.01	2.61	4.63
Locus_104501	0.13	0	0.95	0	15.56	11.89	0	0	0	0	0	0
ENSXETG00000018793	11.15	13.28	4.05	3.47	4.46	5.34	6.84	4.12	3.56	3.17	7.46	7.68
blastnOpossum.Locus_374471	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000013781	5.14	1.36	6.84	7.12	10.4	15.9	8.4	2.87	0.03	0.06	2.84	2.15
ENSXETG00000026152	14.63	13.94	11.59	9.55	10.73	9.18	12.05	8.93	12.77	27.26	14.18	27.28
ENSXETG00000026259	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000015800	0.51	0.36	0.82	0.53	1.82	0.72	0.47	0.21	9.07	0.02	1.05	0.7
CUFF.66142	0	0	1.04	0.26	0.48	0.16	8.96	15.59	0	0	0	0.88
ENSXETG00000010326	7.88	9.08	3.66	3.73	4.22	6.02	5.67	5.57	36.72	41.76	5.56	8.51
ENSXETG00000012235	7.68	7.64	5.06	4.46	11.57	13.71	14.64	12.29	6.25	7.04	3.15	4.14
ENSXETG00000007235	38.83	31.49	52.81	35.8	162.95	127.35	128.63	107.02	19.45	28.03	62.17	62.94
ENSXETG00000001070	6.38	7.68	4.34	4.61	4	3.18	2.24	2.2	3.27	10.7	15.4	34.17
ENSXETG00000013042	8.18	8.07	12.66	12.94	11.95	14.95	9.77	12.09	17.23	20.35	5.75	6.21
ENSXETG00000031391	29.63	35.2	0.03	0	0.11	0.14	0	0.03	0	0	0.17	1.01
ENSXETG00000018929	0.89	0.98	3.31	2.39	2.59	2.45	1.37	1.27	4.94	11.52	3.08	2.8
ENSXETG00000002098	1.72	1.07	14.13	9.13	2.72	3.05	3.17	1.45	0.15	0.03	1.4	1.3
ENSXETG00000011818	9.44	9.92	17.59	20.74	10.59	14.32	13.06	15.97	10.81	12.96	8.41	6.84
ENSXETG00000025236	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000026858	3.59	3.22	8.32	12.46	7.48	4.88	8.18	5.95	5.34	7.95	11.23	14.2
