Associated Gene Name	Ensembl Gene ID
ARHGAP30	ENSG00000186517
KRTAP19-8	ENSG00000206102
FLII	ENSG00000177731
FES	ENSG00000182511
ZNF706	ENSG00000120963
PGM2	ENSG00000169299
EI24	ENSG00000149547
IRX1	ENSG00000170549
MYH10	ENSG00000133026
COQ5	ENSG00000110871
PSMB8	ENSG00000230034
ATP5G2	ENSG00000135390
CHGB	ENSG00000089199
HMHB1	ENSG00000158497
OMP	ENSG00000254550
PCNX	ENSG00000100731
CSTA	ENSG00000121552
NRG1	ENSG00000157168
YTHDC2	ENSG00000047188
LILRB4	ENSG00000275730
CNGA2	ENSG00000183862
SMURF2	ENSG00000108854
VLDLR	ENSG00000147852
SELV	ENSG00000186838
OR7A5	ENSG00000188269
GRID2	ENSG00000152208
KRT12	ENSG00000263243
OR7C1	ENSG00000127530
LIN7B	ENSG00000104863
ZNF321P	ENSG00000221874
ZNF37A	ENSG00000075407
MB	ENSG00000198125
TFE3	ENSG00000068323
ADRA1B	ENSG00000170214
AGPAT1	ENSG00000227642
AGPAT1	ENSG00000227642
PRICKLE2	ENSG00000163637
BLMH	ENSG00000108578
MOXD1	ENSG00000079931
PSMA1	ENSG00000129084
NMD3	ENSG00000169251
CDC42EP2	ENSG00000149798
PIGU	ENSG00000101464
ARHGAP15	ENSG00000075884
PEX1	ENSG00000127980
ASB17	ENSG00000154007
OR2A2	ENSG00000221989
OR2A14	ENSG00000221938
MOCS3	ENSG00000124217
FNBP1	ENSG00000187239
ACAD11	ENSG00000240303
SIM1	ENSG00000112246
RRAS	ENSG00000126458
IP6K2	ENSG00000068745
MAPK8IP3	ENSG00000138834
RSL24D1	ENSG00000137876
C19orf68	ENSG00000185453
GPR128	ENSG00000144820
CCDC69	ENSG00000198624
UGT2B4	ENSG00000156096
CCDC25	ENSG00000147419
CACNB2	ENSG00000165995
C17orf47	ENSG00000181013
SLC2A2	ENSG00000163581
PCDHA8	ENSG00000204962
PITX1	ENSG00000069011
CNTROB	ENSG00000170037
TTLL4	ENSG00000135912
RASSF2	ENSG00000101265
UNC80	ENSG00000144406
NAP1L1	ENSG00000187109
G3BP2	ENSG00000138757
OTUB2	ENSG00000089723
KRT80	ENSG00000167767
CD300C	ENSG00000167850
AFP	ENSG00000081051
CD82	ENSG00000085117
MRPL14	ENSG00000180992
FADD	ENSG00000168040
CDKN2D	ENSG00000129355
CRB1	ENSG00000134376
FAM168B	ENSG00000152102
RASGRP1	ENSG00000172575
TTC30A	ENSG00000197557
KCNH5	ENSG00000140015
TWIST1	ENSG00000122691
LMO3	ENSG00000048540
JMY	ENSG00000152409
DSCR8	ENSG00000198054
APOL5	ENSG00000277390
TRIM25	ENSG00000121060
MRPL10	ENSG00000159111
TIAM2	ENSG00000146426
LY6H	ENSG00000176956
CCDC86	ENSG00000110104
MBNL2	ENSG00000139793
CHD8	ENSG00000100888
ZCWPW2	ENSG00000206559
SEMA6A	ENSG00000092421
RNF41	ENSG00000181852
ELL3	ENSG00000128886
PTGDR2	ENSG00000183134
DPEP3	ENSG00000141096
ZNF281	ENSG00000162702
ITPRIPL2	ENSG00000205730
SRD5A1	ENSG00000145545
TRPM2	ENSG00000142185
GTF2H4	ENSG00000226384
IQCE	ENSG00000106012
TLDC1	ENSG00000140950
POP1	ENSG00000104356
DCTN2	ENSG00000175203
IGFBP7	ENSG00000163453
SLC45A1	ENSG00000162426
CDH17	ENSG00000079112
VNN1	ENSG00000112299
BNIP1	ENSG00000113734
LBR	ENSG00000143815
SFXN4	ENSG00000183605
C2	ENSG00000235696
RHBDD2	ENSG00000005486
URGCP	ENSG00000106608
ANK2	ENSG00000145362
SYT17	ENSG00000103528
NAALADL2	ENSG00000177694
TRIM31	ENSG00000224168
TTC26	ENSG00000105948
SMARCB1	ENSG00000099956
SLC7A4	ENSG00000099960
CORO1C	ENSG00000110880
GRM1	ENSG00000152822
SETDB1	ENSG00000143379
PPP1CA	ENSG00000172531
AZGP1	ENSG00000160862
HBD	ENSG00000223609
CAP1	ENSG00000131236
SPDL1	ENSG00000040275
TOX4	ENSG00000092203
ABCA3	ENSG00000167972
TNFAIP3	ENSG00000118503
MAGEA8	ENSG00000156009
GALNT18	ENSG00000110328
SNTG2	ENSG00000281486
ADRA2C	ENSG00000184160
HCN3	ENSG00000263324
LDHA	ENSG00000134333
NAF1	ENSG00000145414
SDR9C7	ENSG00000170426
SHISA8	ENSG00000234965
MYH6	ENSG00000197616
ABCA4	ENSG00000198691
TNFRSF13B	ENSG00000240505
AVPR1A	ENSG00000166148
KIAA1161	ENSG00000164976
ARID3C	ENSG00000205143
TIMM50	ENSG00000105197
REST	ENSG00000084093
SMARCC1	ENSG00000173473
CNTNAP3	ENSG00000106714
RNF2	ENSG00000121481
LSM14A	ENSG00000257103
SASH3	ENSG00000122122
NOL9	ENSG00000162408
PRC1	ENSG00000198901
MRPL43	ENSG00000055950
FAM153C	ENSG00000204677
TNFRSF10A	ENSG00000104689
HTN1	ENSG00000126550
RAD18	ENSG00000070950
NCR1	ENSG00000275521
NINJ2	ENSG00000171840
ZFP57	ENSG00000206510
ZNF319	ENSG00000166188
OXNAD1	ENSG00000154814
C9orf84	ENSG00000165181
AP1AR	ENSG00000138660
CCDC127	ENSG00000164366
OR13J1	ENSG00000168828
FBXO41	ENSG00000163013
CRBN	ENSG00000113851
ATG4B	ENSG00000168397
KCNG1	ENSG00000026559
SPC25	ENSG00000277909
CHST5	ENSG00000135702
CECR2	ENSG00000099954
C9orf64	ENSG00000165118
KIF23	ENSG00000137807
PSMB8	ENSG00000206298
ACSM4	ENSG00000215009
HECTD4	ENSG00000173064
ABCA5	ENSG00000154265
ESCO1	ENSG00000141446
CHRNB4	ENSG00000117971
PSMB1	ENSG00000008018
DDX47	ENSG00000213782
PDE5A	ENSG00000138735
ADAT1	ENSG00000065457
MOCS2	ENSG00000164172
EHMT2	ENSG00000224143
EFCAB6	ENSG00000186976
PKNOX2	ENSG00000165495
EOMES	ENSG00000163508
CYLC2	ENSG00000155833
PIP5KL1	ENSG00000167103
HPGD	ENSG00000164120
TLE3	ENSG00000140332
DSCAM	ENSG00000171587
USB1	ENSG00000103005
CMTM6	ENSG00000091317
STX10	ENSG00000104915
ST3GAL6	ENSG00000064225
DDX28	ENSG00000182810
JMJD1C	ENSG00000171988
RAVER2	ENSG00000162437
SPTLC2	ENSG00000100596
SETDB2	ENSG00000136169
DUPD1	ENSG00000188716
PTGES	ENSG00000148344
ANAPC13	ENSG00000129055
ZMYND15	ENSG00000141497
ASPH	ENSG00000198363
TXNDC8	ENSG00000204193
TAMM41	ENSG00000279643
TNFRSF13C	ENSG00000159958
VSTM2B	ENSG00000187135
ZNF532	ENSG00000074657
TRIT1	ENSG00000043514
HESX1	ENSG00000163666
FER1L6	ENSG00000214814
CALCB	ENSG00000175868
IFNGR2	ENSG00000159128
PHAX	ENSG00000164902
CEP97	ENSG00000182504
RRH	ENSG00000180245
PLA2G4A	ENSG00000116711
TRIM27	ENSG00000229006
CYSTM1	ENSG00000120306
RPS9	ENSG00000170889
H2AFY	ENSG00000113648
DDX5	ENSG00000108654
RUFY2	ENSG00000204130
HNRNPD	ENSG00000138668
KRT25	ENSG00000204897
VGLL4	ENSG00000144560
C9orf89	ENSG00000165233
GFM2	ENSG00000164347
C4orf47	ENSG00000205129
DEFB118	ENSG00000131068
WDPCP	ENSG00000143951
ARHGEF11	ENSG00000132694
CYB5R3	ENSG00000100243
CXXC4	ENSG00000168772
E2F1	ENSG00000101412
FANCA	ENSG00000187741
SSBP2	ENSG00000145687
USE1	ENSG00000053501
FHL2	ENSG00000115641
SEC23B	ENSG00000101310
TECPR2	ENSG00000196663
CALM1	ENSG00000198668
SUV420H1	ENSG00000110066
AMTN	ENSG00000187689
ACLY	ENSG00000131473
CD163	ENSG00000177575
TIPIN	ENSG00000075131
C2orf50	ENSG00000150873
GPT2	ENSG00000166123
MRPS36	ENSG00000278461
AGPAT2	ENSG00000169692
USP2	ENSG00000036672
WNT3	ENSG00000108379
CELF2	ENSG00000048740
CCDC71L	ENSG00000253276
METRN	ENSG00000103260
RASSF1	ENSG00000068028
C2orf16	ENSG00000221843
NYNRIN	ENSG00000205978
ASNSD1	ENSG00000138381
CD2	ENSG00000116824
TRAK1	ENSG00000182606
MDC1	ENSG00000225589
FLOT1	ENSG00000224740
CDK20	ENSG00000156345
DENND2A	ENSG00000146966
CPNE9	ENSG00000144550
FAM114A1	ENSG00000197712
PDGFC	ENSG00000145431
PAPLN	ENSG00000100767
CMTM7	ENSG00000153551
BEGAIN	ENSG00000183092
OR1G1	ENSG00000183024
PPP2R1B	ENSG00000137713
M6PR	ENSG00000003056
CCL21	ENSG00000137077
JAK1	ENSG00000162434
P2RX6	ENSG00000099957
ALS2CR12	ENSG00000155749
HRCT1	ENSG00000196196
ZBTB3	ENSG00000185670
LMAN1	ENSG00000074695
SAMHD1	ENSG00000101347
GTF2F2	ENSG00000188342
NSUN2	ENSG00000037474
ROS1	ENSG00000047936
PCYT2	ENSG00000185813
RPL27A	ENSG00000166441
DCAF8L1	ENSG00000226372
SLFN11	ENSG00000172716
GABPB2	ENSG00000143458
RNF111	ENSG00000157450
CPA2	ENSG00000158516
METTL20	ENSG00000139160
PDCD10	ENSG00000114209
SLC6A18	ENSG00000164363
RREB1	ENSG00000124782
GIT1	ENSG00000108262
AHCYL1	ENSG00000168710
CDC34	ENSG00000099804
SPNS3	ENSG00000182557
FBXL16	ENSG00000127585
ZBTB2	ENSG00000181472
SMAD2	ENSG00000175387
NRL	ENSG00000129535
SPAG4	ENSG00000061656
MANBA	ENSG00000109323
MYO16	ENSG00000041515
SLC38A4	ENSG00000139209
POU2F3	ENSG00000137709
RSBN1L	ENSG00000187257
GABARAPL2	ENSG00000034713
SLC3A1	ENSG00000138079
CDKN1A	ENSG00000124762
NPY4R	ENSG00000204174
SPRY2	ENSG00000136158
ERCC8	ENSG00000049167
HRH2	ENSG00000113749
GTF2B	ENSG00000137947
USP6NL	ENSG00000148429
PNLIP	ENSG00000175535
TEX33	ENSG00000185264
ZFP57	ENSG00000204644
SLC9A8	ENSG00000197818
EIF2AK2	ENSG00000055332
ZNF428	ENSG00000131116
KIF14	ENSG00000118193
AQR	ENSG00000021776
PTH2R	ENSG00000144407
VSX2	ENSG00000119614
MAP4K4	ENSG00000071054
CA5A	ENSG00000174990
KLHL1	ENSG00000150361
CLEC3B	ENSG00000163815
DSEL	ENSG00000262102
LAIR1	ENSG00000278154
ANKRD46	ENSG00000186106
CARD8	ENSG00000105483
SOX10	ENSG00000100146
BMP7	ENSG00000101144
MIS12	ENSG00000167842
GHR	ENSG00000112964
ZSWIM3	ENSG00000132801
SLC25A52	ENSG00000141437
RAD21L1	ENSG00000244588
METTL7B	ENSG00000170439
BHLHB9	ENSG00000198908
ZNF525	ENSG00000203326
SCGB1D1	ENSG00000168515
LTB	ENSG00000236237
P3H4	ENSG00000141696
NAP1L2	ENSG00000186462
CEP350	ENSG00000135837
PRSS21	ENSG00000007038
RASGEF1A	ENSG00000198915
AMMECR1	ENSG00000101935
C2orf78	ENSG00000187833
DPYSL3	ENSG00000113657
PDE11A	ENSG00000128655
BHLHE41	ENSG00000123095
DDX39B	ENSG00000225859
DPCR1	ENSG00000168631
ASIC3	ENSG00000213199
FRMD4B	ENSG00000114541
CD68	ENSG00000129226
LRRC3B	ENSG00000179796
ATP1A1	ENSG00000163399
SPINK4	ENSG00000122711
DHRS3	ENSG00000162496
EAF1	ENSG00000144597
TRPC5	ENSG00000072315
HOMER1	ENSG00000152413
ITPR2	ENSG00000123104
CTNNA1	ENSG00000044115
KIR3DL3	ENSG00000276875
GDF3	ENSG00000184344
CSNK2A3	ENSG00000254598
CBX6	ENSG00000183741
KCNJ15	ENSG00000157551
FRRS1L	ENSG00000260230
TUBG2	ENSG00000037042
PLEKHG5	ENSG00000171680
ALS2CL	ENSG00000178038
PHF23	ENSG00000040633
ZNF341	ENSG00000131061
ZNF91	ENSG00000167232
TCFL5	ENSG00000101190
SNX10	ENSG00000086300
TIMM10	ENSG00000134809
ANAPC2	ENSG00000176248
TMX2	ENSG00000213593
KLC3	ENSG00000104892
GJA9	ENSG00000131233
GLI4	ENSG00000250571
AMN1	ENSG00000151743
DRC7	ENSG00000159625
GLB1	ENSG00000170266
TMEM139	ENSG00000178826
SYT10	ENSG00000110975
HSD17B14	ENSG00000087076
KLF2	ENSG00000127528
ARHGAP44	ENSG00000006740
PHKG1	ENSG00000164776
RBM43	ENSG00000184898
KLHL17	ENSG00000187961
MEGF10	ENSG00000145794
LRRC27	ENSG00000148814
ZBTB6	ENSG00000186130
C22orf23	ENSG00000128346
EPS8L1	ENSG00000131037
CTNNA3	ENSG00000183230
DTX2	ENSG00000091073
ANKRD9	ENSG00000156381
SYDE1	ENSG00000105137
TMEM194B	ENSG00000189362
C20orf85	ENSG00000124237
ATXN3	ENSG00000066427
FAM111A	ENSG00000166801
CDK5	ENSG00000164885
TWSG1	ENSG00000128791
TMEM231	ENSG00000205084
ZC3H7A	ENSG00000122299
TMX3	ENSG00000166479
NCK2	ENSG00000071051
SLIT2	ENSG00000145147
PKLR	ENSG00000262785
MBIP	ENSG00000151332
ZNF675	ENSG00000197372
LGALS3	ENSG00000131981
GADD45A	ENSG00000116717
SEC11B	ENSG00000226098
RSPRY1	ENSG00000159579
RRAGC	ENSG00000116954
SOX7	ENSG00000171056
RCVRN	ENSG00000109047
CEP63	ENSG00000182923
ACSM2A	ENSG00000183747
HS3ST2	ENSG00000122254
MIA2	ENSG00000150526
DCSTAMP	ENSG00000164935
ZNF576	ENSG00000124444
CASC5	ENSG00000137812
TPST1	ENSG00000169902
DYNLL2	ENSG00000264364
RAD54B	ENSG00000197275
CCDC81	ENSG00000149201
INHBB	ENSG00000163083
SCPEP1	ENSG00000121064
HERPUD2	ENSG00000122557
GJC2	ENSG00000198835
FDX1L	ENSG00000267673
INHBE	ENSG00000139269
GDNF	ENSG00000168621
CYP7A1	ENSG00000167910
ARL13A	ENSG00000174225
AADACL4	ENSG00000204518
CYSRT1	ENSG00000197191
ZNF845	ENSG00000213799
MICB	ENSG00000206449
GNG13	ENSG00000127588
CCDC110	ENSG00000168491
CDK10	ENSG00000185324
IBA57	ENSG00000181873
TCF7L1	ENSG00000152284
FAM53C	ENSG00000120709
C3orf67	ENSG00000163689
HIC1	ENSG00000177374
UBQLN4	ENSG00000160803
ANKRD1	ENSG00000148677
CCNB2	ENSG00000157456
RASL11B	ENSG00000128045
C1QL1	ENSG00000131094
OR7A10	ENSG00000127515
FAM24A	ENSG00000203795
DUSP8	ENSG00000273793
KIAA0319	ENSG00000137261
TSTD2	ENSG00000136925
ADM2	ENSG00000128165
CD2AP	ENSG00000198087
TTPA	ENSG00000137561
HMGB3	ENSG00000029993
C8orf86	ENSG00000196166
GSG1	ENSG00000111305
GNG3	ENSG00000162188
TAF9	ENSG00000279247
TMEM194A	ENSG00000166881
DEFB119	ENSG00000180483
FAM90A1	ENSG00000171847
ARFGEF2	ENSG00000124198
ARGFX	ENSG00000186103
RFNG	ENSG00000169733
TAS2R5	ENSG00000127366
CLEC7A	ENSG00000172243
C2orf66	ENSG00000187944
MAGEA4	ENSG00000147381
MFSD6	ENSG00000151690
HSD17B3	ENSG00000130948
SAP30	ENSG00000164105
TMIE	ENSG00000181585
CABP1	ENSG00000157782
TRMT44	ENSG00000155275
HNRNPUL2	ENSG00000214753
SLC2A1	ENSG00000117394
RND2	ENSG00000108830
ZFP41	ENSG00000264668
ADCK3	ENSG00000163050
SRR	ENSG00000167720
DEGS2	ENSG00000168350
ZIC5	ENSG00000139800
PLAGL1	ENSG00000118495
SLC35E3	ENSG00000175782
PFKL	ENSG00000141959
OAZ2	ENSG00000180304
RGAG1	ENSG00000243978
NMI	ENSG00000123609
KDF1	ENSG00000175707
PHGDH	ENSG00000092621
CNRIP1	ENSG00000119865
ANTXR2	ENSG00000163297
RASAL3	ENSG00000105122
MT4	ENSG00000102891
DPPA3	ENSG00000187569
BUB1B	ENSG00000156970
FAM179A	ENSG00000189350
PFDN6	ENSG00000204220
TPTE2	ENSG00000132958
IP6K1	ENSG00000176095
SSNA1	ENSG00000176101
CACTIN	ENSG00000105298
PHOSPHO1	ENSG00000173868
HES7	ENSG00000179111
ZFP41	ENSG00000181638
PRMT8	ENSG00000111218
PGAP3	ENSG00000161395
ACRBP	ENSG00000111644
BUB1	ENSG00000169679
SHANK1	ENSG00000161681
MCUR1	ENSG00000050393
TRMT1L	ENSG00000121486
ATP7A	ENSG00000165240
ZGLP1	ENSG00000220201
VWA5B1	ENSG00000158816
RYBP	ENSG00000163602
PLA2G2F	ENSG00000158786
SCGB1D2	ENSG00000124935
SF1	ENSG00000168066
RBL1	ENSG00000080839
UBN2	ENSG00000157741
MAPK8IP1	ENSG00000121653
ANKRD34A	ENSG00000272031
CCDC24	ENSG00000159214
CYBRD1	ENSG00000071967
FBXO40	ENSG00000163833
PTCHD3	ENSG00000276595
SNPH	ENSG00000101298
SCGB2A1	ENSG00000124939
TOM1	ENSG00000100284
FAM200A	ENSG00000221909
TCAF2	ENSG00000170379
CLK3	ENSG00000179335
GJA1	ENSG00000152661
POLR3GL	ENSG00000121851
TFDP3	ENSG00000183434
ZNF264	ENSG00000083844
PDE6D	ENSG00000156973
LAMB4	ENSG00000091128
RSPO3	ENSG00000146374
SLC13A3	ENSG00000158296
OTX1	ENSG00000115507
KLHL6	ENSG00000172578
OTOP3	ENSG00000182938
POLR2F	ENSG00000100142
IGF2R	ENSG00000197081
ASXL2	ENSG00000143970
HHIPL2	ENSG00000143512
FGFR4	ENSG00000160867
ADAMTS12	ENSG00000281690
ACTRT2	ENSG00000169717
WTAP	ENSG00000146457
ZNF445	ENSG00000185219
SPAG1	ENSG00000104450
OR2H1	ENSG00000224395
AMH	ENSG00000104899
MLH1	ENSG00000076242
BSCL2	ENSG00000168000
LAMTOR2	ENSG00000116586
VPS18	ENSG00000104142
EZH1	ENSG00000108799
KCNK5	ENSG00000164626
SSSCA1	ENSG00000173465
TUSC1	ENSG00000198680
GNE	ENSG00000159921
KRT84	ENSG00000161849
TNF	ENSG00000232810
CPLX2	ENSG00000145920
PRSS45	ENSG00000188086
KRT82	ENSG00000161850
ABHD16A	ENSG00000231488
IGFBP2	ENSG00000115457
SSPN	ENSG00000123096
COL2A1	ENSG00000139219
SPAG6	ENSG00000077327
HMOX1	ENSG00000100292
CRH	ENSG00000147571
LRP2	ENSG00000081479
SETD3	ENSG00000183576
TAS1R3	ENSG00000169962
TBC1D12	ENSG00000108239
MAP2K2	ENSG00000126934
BCL6B	ENSG00000161940
MTMR10	ENSG00000166912
NRBP2	ENSG00000185189
LRP5	ENSG00000162337
CTDP1	ENSG00000060069
MBTPS1	ENSG00000140943
TAF1A	ENSG00000143498
MEI1	ENSG00000167077
GMPR2	ENSG00000100938
S1PR2	ENSG00000267534
RNASE4	ENSG00000258818
PRSS50	ENSG00000206549
FAM83D	ENSG00000101447
SLC27A3	ENSG00000143554
MBL2	ENSG00000165471
DHX16	ENSG00000204560
MRPL3	ENSG00000114686
ITGB1	ENSG00000150093
TM9SF4	ENSG00000101337
PCSK9	ENSG00000169174
ICAM3	ENSG00000076662
LRRC19	ENSG00000184434
FEM1B	ENSG00000169018
SLCO4C1	ENSG00000173930
TBK1	ENSG00000183735
INPP5J	ENSG00000185133
FAM96B	ENSG00000166595
MANSC1	ENSG00000111261
TGM3	ENSG00000125780
SIRPB2	ENSG00000196209
CELSR3	ENSG00000008300
ENAH	ENSG00000154380
MDH2	ENSG00000146701
PLEKHM1	ENSG00000225190
SHANK2	ENSG00000162105
MINOS1	ENSG00000173436
SPINK2	ENSG00000128040
MMAA	ENSG00000151611
POU4F2	ENSG00000151615
CSRP2	ENSG00000175183
RPAIN	ENSG00000129197
DDX59	ENSG00000118197
ZNF256	ENSG00000152454
NGLY1	ENSG00000151092
STUB1	ENSG00000103266
SPACA4	ENSG00000177202
POU5F1	ENSG00000237582
ADI1	ENSG00000280830
WDR61	ENSG00000140395
EVL	ENSG00000196405
FAM83E	ENSG00000105523
LOXL3	ENSG00000115318
SNAI3	ENSG00000185669
CCL26	ENSG00000006606
LIX1L	ENSG00000271601
VPS36	ENSG00000136100
HSBP1L1	ENSG00000226742
RAPSN	ENSG00000165917
GATA6	ENSG00000141448
JADE2	ENSG00000043143
PPP4R4	ENSG00000278326
WNT9B	ENSG00000158955
ADAM17	ENSG00000151694
TLDC2	ENSG00000101342
FAM189A2	ENSG00000135063
CIRBP	ENSG00000099622
DNAAF1	ENSG00000154099
MSANTD2	ENSG00000120458
SPTBN1	ENSG00000115306
ARPP19	ENSG00000128989
ZYG11A	ENSG00000203995
GBX1	ENSG00000164900
IFT74	ENSG00000096872
RASL10B	ENSG00000270885
ANKRD13D	ENSG00000172932
HAUS6	ENSG00000147874
ASB10	ENSG00000146926
TTI2	ENSG00000129696
PRSS42	ENSG00000178055
SEC14L5	ENSG00000103184
PEX12	ENSG00000108733
C1orf61	ENSG00000125462
GAP43	ENSG00000172020
LRRC28	ENSG00000168904
L3MBTL3	ENSG00000198945
RSG1	ENSG00000132881
KLHL5	ENSG00000109790
ZNF33B	ENSG00000196693
MAPKAPK5	ENSG00000089022
GPR150	ENSG00000178015
SLC44A4	ENSG00000203463
TXNL4A	ENSG00000141759
TAF13	ENSG00000197780
G6PD	ENSG00000160211
JDP2	ENSG00000140044
AURKC	ENSG00000105146
PKM	ENSG00000067225
IGLON5	ENSG00000142549
ASPG	ENSG00000166183
AXDND1	ENSG00000162779
ACTB	ENSG00000075624
PHC1	ENSG00000111752
REG3G	ENSG00000143954
LILRB4	ENSG00000276042
NFATC3	ENSG00000072736
GAS2L1	ENSG00000185340
OR14J1	ENSG00000237777
KISS1R	ENSG00000116014
BCL2L14	ENSG00000121380
LTA	ENSG00000173503
ABLIM3	ENSG00000173210
TREM2	ENSG00000095970
SACS	ENSG00000151835
MS4A14	ENSG00000166928
DAP3	ENSG00000132676
BBS7	ENSG00000138686
C2CD4D	ENSG00000225556
TMC4	ENSG00000274384
ZDBF2	ENSG00000204186
LTB	ENSG00000227507
OR52J3	ENSG00000205495
SLC25A41	ENSG00000181240
RECQL	ENSG00000004700
PPP1R3D	ENSG00000132825
PAH	ENSG00000171759
SPINT4	ENSG00000149651
PTGDS	ENSG00000107317
ZDHHC12	ENSG00000160446
FGF20	ENSG00000078579
TYR	ENSG00000077498
SGCE	ENSG00000127990
ACSS3	ENSG00000111058
TAB3	ENSG00000157625
SOX2	ENSG00000181449
FRMD6	ENSG00000139926
ZBTB5	ENSG00000168795
NCR1	ENSG00000278362
CEP44	ENSG00000164118
RARRES1	ENSG00000118849
LGR6	ENSG00000133067
SWT1	ENSG00000116668
IER3	ENSG00000206478
SQRDL	ENSG00000137767
C16orf91	ENSG00000174109
TXNL1	ENSG00000091164
LRRTM3	ENSG00000198739
OR52M1	ENSG00000197790
ZNF100	ENSG00000274746
PANK4	ENSG00000157881
RBM8A	ENSG00000265241
TAF10	ENSG00000166337
HMCES	ENSG00000183624
PSMB8	ENSG00000235715
CCHCR1	ENSG00000224180
POFUT2	ENSG00000186866
C11orf40	ENSG00000171987
HCG9	ENSG00000236579
KLK15	ENSG00000174562
DHTKD1	ENSG00000181192
IGHMBP2	ENSG00000132740
TNF	ENSG00000228978
LAMP3	ENSG00000078081
LETMD1	ENSG00000050426
ABRACL	ENSG00000146386
KIR3DL3	ENSG00000276086
FGF23	ENSG00000118972
MCFD2	ENSG00000180398
B3GALNT1	ENSG00000169255
EDDM3A	ENSG00000181562
LENG8	ENSG00000274305
GPR180	ENSG00000152749
CTDNEP1	ENSG00000175826
CEMP1	ENSG00000205923
CD96	ENSG00000153283
KIT	ENSG00000157404
DPY19L3	ENSG00000178904
KIR3DL3	ENSG00000242019
COL4A3BP	ENSG00000113163
TMCO5A	ENSG00000166069
RALGAPA1	ENSG00000174373
ANXA10	ENSG00000109511
HSD17B8	ENSG00000228357
ATG4D	ENSG00000130734
KCNH8	ENSG00000183960
MUM1L1	ENSG00000157502
ZNF331	ENSG00000130844
ZSCAN23	ENSG00000187987
THOP1	ENSG00000172009
C16orf89	ENSG00000153446
CYP21A2	ENSG00000198457
SIGLEC1	ENSG00000088827
ALB	ENSG00000163631
COL28A1	ENSG00000215018
CPNE3	ENSG00000085719
RRP8	ENSG00000132275
TRIM10	ENSG00000237703
SULT1C2	ENSG00000198203
DPH7	ENSG00000148399
HIBADH	ENSG00000106049
TREM1	ENSG00000124731
IPO8	ENSG00000133704
SOX5	ENSG00000134532
NRN1	ENSG00000124785
PKN3	ENSG00000160447
FLT4	ENSG00000037280
RP1	ENSG00000104237
FOXN1	ENSG00000109101
TCTN2	ENSG00000168778
KCTD4	ENSG00000180332
TMEM171	ENSG00000157111
TDRD15	ENSG00000218819
OR5V1	ENSG00000230742
PPARGC1A	ENSG00000109819
EFNB3	ENSG00000108947
ERCC2	ENSG00000104884
PRR25	ENSG00000167945
OR11A1	ENSG00000234347
NLRC4	ENSG00000091106
HIP1	ENSG00000127946
MIB1	ENSG00000101752
MIOS	ENSG00000164654
MAP4K3	ENSG00000011566
E2F3	ENSG00000112242
TCEAL5	ENSG00000204065
MXD4	ENSG00000123933
CPVL	ENSG00000106066
CALCA	ENSG00000110680
NAALAD2	ENSG00000077616
CMA1	ENSG00000092009
OR52I2	ENSG00000226288
FAM217B	ENSG00000196227
CCDC101	ENSG00000176476
COL23A1	ENSG00000050767
ERCC4	ENSG00000175595
UBE2A	ENSG00000077721
TAF1C	ENSG00000103168
AMHR2	ENSG00000135409
NONO	ENSG00000147140
NFE2L3	ENSG00000050344
USP18	ENSG00000184979
NPR2	ENSG00000159899
RNF39	ENSG00000237733
TMEM256	ENSG00000205544
FSCN3	ENSG00000106328
IRX3	ENSG00000177508
TNXB	ENSG00000206258
CGREF1	ENSG00000138028
TMOD1	ENSG00000136842
TMEM230	ENSG00000089063
AIRE	ENSG00000160224
TFEB	ENSG00000112561
DDX3Y	ENSG00000067048
IFT27	ENSG00000100360
HNRNPH3	ENSG00000096746
PPFIA1	ENSG00000131626
MLF1	ENSG00000178053
APLP1	ENSG00000105290
PLXDC2	ENSG00000120594
CD164	ENSG00000135535
SACM1L	ENSG00000211456
MMP19	ENSG00000123342
ATP5B	ENSG00000110955
NET1	ENSG00000173848
KRT39	ENSG00000262164
OR2W1	ENSG00000226463
RGL2	ENSG00000237441
CDH5	ENSG00000179776
MFSD1	ENSG00000118855
RNF24	ENSG00000101236
OIP5	ENSG00000104147
MORN3	ENSG00000139714
JUNB	ENSG00000171223
TARM1	ENSG00000276355
FAM227A	ENSG00000184949
SLC25A4	ENSG00000151729
PHKG2	ENSG00000156873
GOLM1	ENSG00000135052
TECRL	ENSG00000205678
ZNF639	ENSG00000121864
FAM151B	ENSG00000152380
DFFB	ENSG00000169598
RAB11FIP1	ENSG00000156675
TYMS	ENSG00000176890
TMEM256-PLSCR3	ENSG00000187838
MTPAP	ENSG00000107951
FAXC	ENSG00000146267
DPPA2	ENSG00000163530
SPINT2	ENSG00000167642
EFHC1	ENSG00000096093
C19orf73	ENSG00000221916
REC8	ENSG00000100918
ECHDC3	ENSG00000134463
SOWAHA	ENSG00000198944
CSNK2B	ENSG00000224774
OLFM4	ENSG00000102837
PROX2	ENSG00000119608
SPATA25	ENSG00000149634
CDKN2AIP	ENSG00000168564
EID2B	ENSG00000176401
FBXO15	ENSG00000141665
ZG16	ENSG00000174992
APOA1BP	ENSG00000163382
CGN	ENSG00000143375
THEM5	ENSG00000196407
MANSC4	ENSG00000205693
C10orf99	ENSG00000188373
CLK2	ENSG00000261893
AMD1	ENSG00000123505
ABHD16A	ENSG00000230475
NFE2	ENSG00000123405
