	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
DHX9	0.883841275	1.257537044	0.85862168	0.887931851	1.27780135	0.834266799	0.973923093	1.258301861	0.767775047	1.029950826	1.229035701	0.741013474	0.861134582	1.171712278	0.96715314
KIAA1614	1.149578441	1.582859258	0.267562301	0.77360011	0.946148292	1.280251598	0.765578337	1.133059629	1.101362034	0.909773304	0.974290027	1.11593667	0.745605418	1.099738221	1.154656361
CEP350	0.92784322	1.569121606	0.503035174	0.864324753	1.163452181	0.972223066	0.724341476	1.407167436	0.868491088	0.630680785	1.694404908	0.674914307	0.864802348	1.21397428	0.921223372
NPL	0.752350142	1.405216312	0.842433546	0.523772138	0.873216075	1.603011787	0.46176517	2.174733035	0.363501795	0.738234393	2.024674367	0.23709124	1.404870871	1.194109995	0.401019134
FAM129A	1.948589318	0.947117548	0.104293134	0.688186154	1.907323275	0.404490571	0.947118023	1.26185268	0.791029298	0.969851959	1.80583508	0.22431296	1.016583686	1.464011559	0.519404755
PIGC	0.913713189	0.690128516	1.396158295	0.959589192	0.983560741	1.056850067	0.824377057	0.865167706	1.310455237	1.099667364	0.973157991	0.927174645	0.963340231	1.104929286	0.931730483
LAMC1	0.880312118	1.353483212	0.76620467	1.402103366	1.07238605	0.525510584	1.064348452	1.27833909	0.657312458	1.094593587	1.114358507	0.791047906	0.89809936	1.165011978	0.936888662
RC3H1	0.739637083	1.755540618	0.504822298	0.717236895	1.274102371	1.008660734	0.69745263	1.457804574	0.844742796	0.77413005	1.567064785	0.658805165	0.693210655	1.273186173	1.033603172
SP110	1.266070545	1.256223426	0.477706028	0.800151092	1.604887698	0.59496121	0.719178065	1.289111887	0.991710047	0.721854697	1.622185366	0.655959937	1.234840606	1.011692184	0.753467211
MRPL44	0.8895603	1.232932829	0.877506871	0.650778844	1.097541672	1.251679484	0.900945631	1.193968822	0.905085547	0.960754552	1.232918802	0.806326646	0.834414148	1.15166494	1.013920912
CHRND	1.576657218	1.10547924	0.317863542	0	0	3	0	0	3	0.700650919	0	2.299349081	0	0.30782721	2.69217279
PAX3	1.835514336	0.535408146	0.629077518	2.962806563	0	0.037193437	0.732956507	1.0234744	1.243569093	0.863423216	2.136576784	0	0	0.356304567	2.643695433
DOCK10	1.226237713	1.126395282	0.647367005	1.852801052	0.904184802	0.243014145	0.615534708	1.139314213	1.245151079	0.953327346	1.220637012	0.826035642	1.372855036	0.975614223	0.651530741
TTLL4	0.814586581	1.09124202	1.094171399	0.79760733	1.258750567	0.943642103	0.65412203	1.0498887	1.29598927	0.699524994	1.133565828	1.166909178	1.046400288	0.781240763	1.172358949
USP37	1.115740761	1.823651419	0.06060782	1.419751387	1.503647379	0.076601234	1.109195704	1.829960542	0.060843754	1.127245388	1.795981865	0.076772747	1.219719383	1.636933547	0.143347069
HTR2B	1.84378993	0.294883013	0.861327057	1.003232834	1.818895503	0.177871662	1.587820078	0.693516681	0.718663241	1.214599831	0.495047955	1.290352213	0.961421381	0.865013104	1.173565515
ITM2C	1.077542729	1.188158961	0.73429831	0.58979636	1.475525667	0.934677973	0.620038021	1.636193495	0.743768484	1.122693759	1.093906763	0.783399478	1.083657286	1.091545892	0.824796821
SLC19A3	2.66460342	0.305452011	0.029944569	0.740074624	0.761905367	1.498020009	0.668003334	1.162644472	1.169352194	0.917494919	1.507033079	0.575472002	1.115492122	0.933221087	0.951286791
SERPINE2	0.201500175	0.081481548	2.717018277	1.295739712	1.031637475	0.672622814	0.936652875	1.165180431	0.898166694	1.21949584	0.740988731	1.039515429	1.187744929	0.584680269	1.227574801
DNAJB2	0.87133588	1.104744997	1.023919123	0.891873081	1.084519592	1.023607327	1.00066951	0.851031197	1.148299293	1.018740722	1.029486493	0.951772785	1.07525659	1.057061233	0.867682177
WNT10A	1.922389639	0	1.077610361	1.024775254	1.34472506	0.630499686	0	2.338027255	0.661972745	1.818157947	0.339826994	0.842015058	0.465776945	0.769246268	1.764976787
TMBIM1	1.022105931	1.424115889	0.55377818	0.658872678	1.4051483	0.935979022	0.514731353	1.425027298	1.060241349	0.695500499	1.421516311	0.88298319	0.963649005	1.205328077	0.831022918
CYP27A1	1.356021698	0.409090742	1.23488756	0.86992752	1.725224339	0.404848141	0.632512718	0.757395616	1.610091666	0.702127096	0.711188252	1.586684652	1.299007245	0.700905167	1.000087588
EIF4E2	0.822436105	1.531226831	0.646337063	1.098663918	1.188883482	0.7124526	0.896409326	1.048746642	1.054844032	1.088379966	0.968037869	0.943582165	0.804829558	1.024914639	1.170255803
ARMC9	0.457449536	0.707415025	1.835135439	0.709327691	1.261970911	1.028701398	0.595831513	1.040725504	1.363442983	0.592548697	1.092949514	1.314501789	0.421398338	1.104803204	1.473798458
CAB39	0.592567176	1.176009471	1.231423353	0.640859254	1.002117263	1.357023483	0.785937028	1.146260049	1.067802922	1.05760601	1.130519722	0.811874268	0.80694131	1.054838038	1.138220652
COX5B	1.328805052	0.950310461	0.720884486	1.116170224	0.953006205	0.930823571	1.183084661	0.919034838	0.897880501	1.061787201	0.980007386	0.958205414	1.336833418	1.086676831	0.576489751
REV1	1.005257607	1.342237304	0.652505089	0.913903469	1.217024738	0.869071793	1.175615973	1.076146362	0.748237665	1.026023482	1.240066441	0.733910077	0.82656564	1.24483965	0.92859471
TSGA10	0.442237633	0.882623627	1.67513874	0.809971069	1.60420065	0.58582828	0.70547929	1.195112765	1.099407946	0.742243127	1.151681055	1.106075818	0.85422351	1.034977236	1.110799254
MFSD9	0.392723058	2.160659957	0.446616985	0.581847362	1.698362258	0.71979038	0.871031341	1.583334052	0.545634607	0.371648757	1.959326972	0.669024271	0.238330014	2.031929099	0.729740887
TMEM127	0.826506004	1.467216768	0.706277228	0.738090802	0.915322425	1.346586773	0.757613641	0.788003	1.454383359	0.964294583	0.916798245	1.118907172	0.703207229	0.936926959	1.359865811
EDAR	0	0	3	0.651898169	1.672663527	0.675438304	0	1.234173741	1.765826259	0	2.377410558	0.622589442	0.623414024	0.630862006	1.74572397
TGFBRAP1	0.566587933	1.3666693	1.066742767	0.858172424	1.108747018	1.033080558	0.75365078	1.344718902	0.901630319	0.89713436	1.239172186	0.863693454	0.684438516	1.145404471	1.170157013
GCC2	0.726810979	1.424431859	0.848757162	0.867330184	1.125827777	1.00684204	0.755502768	1.307635769	0.936861464	0.996830693	1.411589809	0.591579497	0.761828662	1.274480596	0.963690742
MRPS9	1.053463541	0.715035003	1.231501456	0.935945313	0.88952392	1.174530766	0.749768652	0.537956986	1.712274361	0.782006003	0.620356167	1.59763783	0.769412603	0.691652613	1.538934784
C2orf49	0.952095459	1.116223984	0.931680558	1.029011067	1.130394122	0.840594811	0.709406091	1.103499854	1.187094055	0.875161104	1.160771753	0.964067143	0.636277056	1.093982071	1.269740872
EPC2	0.77864385	1.325767209	0.895588941	0.9869446	1.169280775	0.843774624	0.940737605	1.212310033	0.846952362	1.050344749	1.09931729	0.850337961	0.731402529	1.158309328	1.110288143
ARHGEF4	1.004561862	1.896876355	0.098561783	0.747094349	2.230364728	0.022540923	0.790963832	1.304332241	0.904703926	1.094878646	0.998382246	0.906739109	1.072017804	1.090410872	0.837571324
ISCU	1.24296677	0.482780392	1.274252838	1.284902563	0.409968488	1.305128949	1.004406842	0.386311743	1.609281416	1.340307781	0.379272669	1.28041955	1.34486628	0.473896093	1.181237626
ALDH1L2	0.699305571	1.295974171	1.004720258	0.863011062	0.849823087	1.287165851	0.952866117	1.073728047	0.973405837	1.377323247	0.917872503	0.70480425	1.217001634	1.178448473	0.604549893
STAB2	1.812054138	0.41296241	0.774983452	0.320499702	0.687802017	1.991698281	2.075898586	0	0.924101414	0.957886386	1.345733539	0.696380076	1.444709042	1.04544523	0.509845729
USP44	0.174438336	0.843525835	1.982035829	0.169621104	0.316265078	2.514113819	0.805994983	0.928962677	1.26504234	0.830206595	0.733502542	1.436290864	0.725586241	0.480932578	1.793481181
SCYL2	1.162638147	0.357161885	1.480199968	1.465878384	0.216549959	1.317571656	1.4520728	0.177596478	1.370330722	1.603485533	0.177760299	1.218754168	1.149197329	0.184131792	1.666670879
CKAP4	3	0	0	3	0	0	3	0	0	3	0	0	3	0	0
PLXNC1	0.783299837	0.61707884	1.599621322	0.796838087	1.51859341	0.684568503	0.919603348	0.763118363	1.317278289	0.706600637	0.933569139	1.359830224	0.470814816	0.877910488	1.651274696
APPL2	0.98638486	1.116181005	0.897434135	0.949570795	1.123774565	0.92665464	0.734022521	0.957987898	1.307989581	0.878361199	1.351050505	0.770588296	0.946640165	1.003274051	1.050085784
PWP1	0.754052906	1.117082135	1.12886496	0.991060638	0.953747738	1.055191625	0.832384478	1.191482	0.976133522	0.932490988	1.169164501	0.898344511	0.721903391	1.187991139	1.09010547
DRAM1	1.280647888	0.952479632	0.76687248	0.800495509	0.866923041	1.33258145	0.761461994	1.007498015	1.231039991	1.018438203	1.518957047	0.46260475	1.739502351	0.91881669	0.341680959
KIAA1033	1.008543845	1.032874338	0.958581817	0.905005706	1.150322168	0.944672126	0.849730066	1.183951489	0.966318445	0.974448889	1.268426608	0.757124503	0.968638999	1.070620421	0.96074058
SLC41A2	1.051809055	1.753472434	0.194718511	1.286788535	1.157198315	0.556013151	0.813001759	1.370502899	0.816495342	1.22708315	1.036564198	0.736352652	0.951812665	1.048129839	1.000057496
VILL	1.520511211	1.337356828	0.142131961	1.308657321	1.011624197	0.679718481	0.832781602	1.961639611	0.205578787	1.793172262	0.876532357	0.33029538	1.828022232	0.980932885	0.191044883
FLNB	1.158674427	0.998798717	0.842526856	1.019886519	0.99508388	0.985029601	0.961767563	0.893350964	1.144881473	1.138551841	0.878196214	0.983251945	1.231895783	0.708027405	1.060076812
NEK3	0.895196322	1.11435955	0.990444128	1.464077793	1.078035046	0.457887161	1.329698601	0.846366137	0.823935262	1.37990858	1.154357894	0.465733526	1.959975402	0.710078357	0.32994624
PCDH8	1.036073354	1.018386959	0.945539687	2.988348656	0.006593536	0.005057809	0.323697679	0.568429699	2.107872622	1.00478427	0.690870438	1.304345292	0.4859063	0.994189628	1.519904072
VPS36	0.541186411	0.853870901	1.604942688	0.530005039	1.107401008	1.362593954	0.79353204	1.0590063	1.147461661	0.744558176	1.219366786	1.036075039	0.594571296	1.188301853	1.217126851
RNASEH2B	0.828422572	0.971723337	1.19985409	1.781758061	0.604246281	0.613995658	1.470639337	0.846187026	0.683173636	1.426366054	1.044249427	0.529384519	1.232592659	0.941769201	0.825638139
CKAP2	0.990778727	1.224090754	0.785130518	1.612152764	0.927778176	0.46006906	1.223453604	1.69160156	0.084944837	1.329837824	1.43046957	0.239692606	1.004121972	1.543120279	0.452757749
LECT1	0	1.546049464	1.453950536	2.71623807	0.06864224	0.21511969	0.598134732	0.595753278	1.80611199	0.954615162	0.530511407	1.514873431	0.953313094	0.611457782	1.435229124
TBC1D4	0.766876355	1.659890641	0.573233004	0.711723519	0.859542414	1.428734067	0.664604574	0.983523903	1.351871523	1.132510217	1.090545172	0.77694461	0.876821246	1.127329618	0.995849136
THSD1	0.783809494	1.133323647	1.082866859	1.254080279	0.769004474	0.976915247	1.803496217	0.955503069	0.241000714	1.517509667	0.699268293	0.78322204	1.211372725	1.481566067	0.307061208
BORA	0.841891359	1.571573833	0.586534808	0.767318758	1.265240001	0.967441241	0.904227727	1.150120425	0.945651848	0.986249286	1.217454097	0.796296617	0.98479047	0.967877709	1.047331821
LRCH1	0.930079829	1.049967426	1.019952745	0.769046385	1.251415483	0.979538132	0.815628211	0.789911174	1.394460616	0.633241123	1.137834981	1.228923896	0.492636495	1.077918834	1.429444671
SUCLA2	0.461477098	1.159994781	1.378528121	0.475473563	1.305051699	1.219474738	0.915376602	1.118210229	0.966413169	0.927128369	1.122679107	0.950192524	0.626213123	1.202631818	1.171155059
RCBTB1	0.739145642	1.117001757	1.143852601	0.545545747	1.622805616	0.831648637	0.879668097	0.986780295	1.133551608	1.101688932	1.141251069	0.75706	1.058918966	0.869521915	1.071559119
MED4	1.038739916	0.932554127	1.028705957	1.153811489	1.048216602	0.797971909	1.20916622	0.928620476	0.862213304	1.183200788	1.019336742	0.79746247	1.051138892	0.969130364	0.979730744
PHF11	1.049263477	1.355767618	0.594968905	0.708440559	1.584278817	0.707280624	0.677828756	0.753700196	1.568471047	1.12598714	0.944264091	0.929748769	1.141559007	0.922364984	0.936076009
LMO7	0.533900925	1.534505855	0.93159322	0.633747514	1.300888446	1.06536404	0.898146845	1.142548147	0.959305007	1.003049003	1.110859945	0.886091052	0.758452143	1.389202336	0.852345521
SCEL	3	0	0	0	2.401830962	0.598169038	0	2.427751152	0.572248848	1.565193303	0.864751124	0.570055573	0.647892365	1.783570677	0.568536958
ITM2B	0.92611853	1.331918701	0.741962768	0.959992255	1.22194554	0.818062205	1.041894747	0.965576123	0.99252913	1.08891198	1.06571061	0.84537741	1.035455745	1.012795129	0.951749126
NUDT15	1.683771724	0.938635513	0.377592763	2.224892041	0.443122817	0.331985143	2.122915452	0.595443087	0.28164146	2.404359131	0.318308351	0.277332519	2.30703619	0.444404934	0.248558876
EDNRB	1.340544909	0.79321739	0.866237701	1.237036687	1.194794819	0.568168494	0.553320053	0.975968518	1.470711429	0.756799675	1.205886596	1.03731373	0.965934156	0.856184695	1.177881149
RCBTB2	0.621498674	0.853479502	1.525021824	1.355625972	0.58997453	1.054399498	1.016453054	1.06441682	0.919130127	1.046126443	0.878612395	1.075261162	1.19196772	1.057530637	0.750501643
SETDB2	0.278842142	0.964785946	1.756371912	0.760200223	0.720311386	1.519488391	0.731022356	0.919819127	1.349158517	0.899249424	1.145804206	0.95494637	0.751718099	1.154613757	1.093668144
SCRN1	1.10105123	0.666383208	1.232565563	1.094626526	1.06003109	0.845342384	0.908560271	0.893442601	1.197997128	0.907001846	1.143434632	0.949563521	0.650540964	0.869570977	1.479888058
C7orf25	0.744306554	1.000628943	1.255064503	0.909719549	1.095770986	0.994509465	0.824457591	1.06175446	1.113787949	1.088575041	0.935892021	0.975532938	0.917016038	1.09928287	0.983701092
TNS3	1.368625459	0.606809045	1.024565497	0.652946836	0.776280839	1.570772324	0.762640615	1.185641128	1.051718257	1.007164375	1.116808045	0.87602758	1.289664494	0.706656491	1.003679014
IGF2BP3	1.807725543	0	1.192274457	2.741086889	0.203905708	0.055007403	1.009271509	0.791360789	1.199367702	1.052781183	1.327168227	0.62005059	1.048714072	0.68716635	1.264119578
GPNMB	1.40725366	0.609099987	0.983646353	2.521990728	0.372293448	0.105715824	1.110404904	1.553634427	0.33596067	2.066758086	0.414179159	0.519062756	1.772713584	0.468346772	0.758939645
RAPGEF5	1.077225184	0.965981366	0.95679345	0.869068033	1.083356317	1.04757565	0.79812549	1.294755565	0.907118945	0.847658511	1.046752356	1.105589133	0.799852975	0.925062774	1.275084251
RAC1	0.838980158	1.309934184	0.851085658	0.806175009	1.265719142	0.928105849	0.771256351	1.245792369	0.98295128	0.775316209	1.264567851	0.96011594	0.889342093	1.098002716	1.012655191
KDELR2	1.156269789	1.098207839	0.745522372	1.092735021	1.054697075	0.852567904	1.038899457	1.028128074	0.93297247	1.181651033	0.930867464	0.887481503	1.051157863	1.004999023	0.943843114
NUPL2	1.217522619	1.297252596	0.485224785	1.538123314	1.174148548	0.287728138	1.634303365	1.102425771	0.263270864	1.459896036	1.21869687	0.321407095	1.422009845	1.293341387	0.284648768
IL6	2.939758546	0.038165614	0.02207584	1.739153827	1.229432118	0.031414055	2.66911884	0.33088116	0	2.957492543	0.042507457	0	0.448137783	2.551862217	0
ZDHHC4	1.259840906	1.072683717	0.667475377	1.280918632	1.050031553	0.669049815	1.312286317	1.274536966	0.413176717	1.624090638	0.979260059	0.396649303	1.552885423	1.118022921	0.329091657
AOAH	1.371664351	0.949877853	0.678457796	0.782342629	1.974106033	0.243551338	0.733755923	1.668362596	0.597881481	0.644817501	1.536223047	0.818959452	0.604049532	1.898135004	0.497815464
BZW2	0.92635663	0.946468806	1.127174564	0.620566026	1.253264665	1.12616931	0.852732225	1.142823777	1.004443999	1.055542705	1.131971342	0.812485954	0.926564069	1.208130592	0.865305339
DGKB	0.641329758	0.911598397	1.447071845	0.593346959	1.426483813	0.980169228	0.3760874	0.970957641	1.652954959	1.021385213	1.068851896	0.90976289	0.469566818	1.027965063	1.502468119
TBRG4	1.080070505	1.073761476	0.846168019	0.991294694	0.858857742	1.149847564	0.927849299	0.886385286	1.185765415	0.947014671	0.908119496	1.144865833	0.848621952	1.004538426	1.146839622
DDX56	0.76560442	1.358913704	0.875481876	1.341494232	1.005108121	0.653397647	1.265083561	1.039326812	0.695589627	1.0677767	1.105530903	0.826692398	1.014505261	1.166745914	0.818748825
HUS1	1.698199346	1.167599949	0.134200705	1.826982724	0.914359648	0.258657628	1.138965098	1.223304961	0.637729941	1.605550421	1.000127982	0.394321596	1.215855704	0.912690301	0.871453995
NACAD	1.031213614	1.06304204	0.905744345	1.142687502	0.625742453	1.231570045	0.926006528	0.767287255	1.306706217	0.871681245	0.75316145	1.375157305	1.282023853	0.893961303	0.824014844
DBNL	1.313775297	1.686224703	0	1.568574816	1.431425184	0	1.512899657	1.487100343	0	1.908927087	1.028886676	0.062186238	1.364218787	1.635781213	0
CCM2	1.111995173	1.078322208	0.809682618	1.104307157	1.210103495	0.685589348	0.870837656	1.202310329	0.926852015	1.163623155	0.935264375	0.90111247	1.159654726	1.043766995	0.796578279
MYO1G	0.813808312	1.47330224	0.712889448	1.178347491	1.225270624	0.596381885	0.828487952	1.113597347	1.057914701	0.673651775	1.264978013	1.061370213	0.542384801	2.012285672	0.445329527
TTYH3	0.771981634	0.651749496	1.57626887	0.960764561	0.888068739	1.1511667	0.79942695	0.791523516	1.409049534	1.000520617	0.697058512	1.302420871	0.793646459	0.941263304	1.265090237
CIDEB	0.987045366	1.208072251	0.804882383	0.794311493	1.63185681	0.573831697	1.41386586	0.696412801	0.889721339	1.266082848	1.076983055	0.656934097	1.236887583	1.106790329	0.656322089
TTC5	0.922537569	0.659082563	1.418379868	0.896051239	0.772520279	1.331428483	0.813241139	0.7962049	1.390553962	0.92241389	0.99937517	1.07821094	0.752951396	1.006275492	1.240773112
ZFHX2	0.701770861	1.117270319	1.18095882	1.274183639	0.597303031	1.12851333	0.539663725	0.90404532	1.556290954	0.776404708	0.810508816	1.413086477	0.920512321	0.969928447	1.109559232
MTHFS	1.429922099	0.601708197	0.968369704	1.248775623	1.326167205	0.425057172	1.831314059	0.82317445	0.345511491	1.887925349	0.809782412	0.302292239	1.816432412	0.858657235	0.324910353
ADAMTS7	1.183966257	0.668165656	1.147868087	1.455825897	0.667842901	0.876331202	1.506547457	0.915182016	0.578270527	1.66563595	0.151563475	1.182800575	1.827700334	0.797660812	0.374638854
ABHD17C	0.39388082	1.073483423	1.532635757	0.782554966	1.056851194	1.16059384	0.67970819	1.228003	1.09228881	0.977914167	1.103611331	0.918474502	0.916257387	1.023920176	1.059822437
IREB2	0.628474586	1.396197287	0.975328127	0.883864929	1.026512388	1.089622683	0.753563903	1.359968036	0.886468061	0.8832265	1.275254115	0.841519385	0.695295349	1.144685075	1.160019575
ALPK3	0.683357332	1.263709338	1.05293333	1.003025797	1.035120631	0.961853572	0.06867557	0.396171139	2.535153291	0.545940257	0.675328306	1.778731437	0.291075035	0.715644459	1.993280505
TM6SF1	0.799132291	0.99183399	1.209033719	1.65511464	0.788869682	0.556015678	0.829990974	1.201209078	0.968799947	1.061136702	0.966969128	0.97189417	0.870083514	0.895599378	1.234317108
CIB2	0.193845743	1.489614132	1.316540125	0.342658514	1.216170878	1.441170608	0.719298239	1.250798835	1.029902926	0.621120643	1.278620403	1.100258954	0.594461827	1.333564249	1.071973924
CALCOCO2	0.561037396	1.315777174	1.123185429	1.011462233	1.14737571	0.841162056	0.659903327	1.039832998	1.300263675	0.785015134	1.179936421	1.035048445	0.945365537	0.952432425	1.102202038
RSAD1	1.270011547	1.050139053	0.6798494	0.574362491	0.983652742	1.441984766	1.080851301	1.370948269	0.548200431	1.093255394	1.270387429	0.636357177	0.957262632	1.363608905	0.679128463
NMT1	0.685373005	1.364760575	0.94986642	0.805617167	1.088236481	1.106146352	0.698439771	0.991643884	1.309916345	0.852147527	1.020161394	1.127691079	0.739298664	1.057330832	1.203370505
MYCBPAP	0.322862667	1.747606258	0.929531075	0.363915934	1.278638361	1.357445705	0.160178887	1.631330729	1.208490384	0.23618837	1.323743177	1.440068453	0.186274822	1.22773236	1.585992817
SRSF1	1.112220178	1.262531955	0.625247867	1.315875665	1.019675428	0.664448908	1.008050939	1.157998605	0.833950456	1.092553519	1.18323282	0.724213661	0.964500955	1.098690498	0.936808547
VEZF1	0.840551216	1.255729526	0.903719258	0.828887137	1.170838662	1.000274201	0.65478199	1.148222657	1.196995353	0.974469861	1.126759421	0.898770718	0.957588944	0.890207141	1.152203915
CHAD	0.258579388	2.133498865	0.607921747	0.240850855	0.135327268	2.623821877	1.745255166	0.624849118	0.629895716	1.323025058	0.359091282	1.317883661	1.099998777	0.426255181	1.473746041
TACO1	0.774811625	1.038063628	1.187124747	0.606337534	0.937450646	1.45621182	0.764503173	0.848085762	1.387411065	0.843647229	0.841095697	1.315257075	0.863662922	0.942750405	1.193586673
TEX2	0.453892761	1.220849338	1.325257902	0.417778586	1.005899182	1.576322231	0.815859915	0.942924255	1.24121583	0.815995496	1.129534186	1.054470318	0.799730158	1.010982561	1.189287281
DCAF7	0.952379632	1.212919493	0.834700876	0.810651355	1.23813055	0.951218096	0.92466874	1.199756146	0.875575114	1.027868013	1.240688526	0.731443461	0.948699775	1.029081445	1.02221878
LIMD2	2.004939145	0.537647188	0.457413667	1.410644841	0.985879015	0.603476143	1.099285932	0.692082294	1.208631774	1.218676671	0.917873696	0.863449633	1.104396584	1.330697824	0.564905592
BRIP1	0.556895661	0.390563888	2.052540452	2.560159703	0.197332997	0.2425073	0.180024457	0.997308827	1.822666715	1.194109671	1.158057973	0.647832357	0.992079553	1.12222063	0.885699817
KAT7	1.004746943	1.284405304	0.710847753	0.919250829	1.120299279	0.960449892	0.952298388	1.116517104	0.931184508	1.054427226	1.149532154	0.79604062	0.74532642	1.067153654	1.187519926
RTP4	1.233636086	0.888127515	0.878236399	1.725454134	1.148594517	0.125951349	0	3	0	1.852027289	1.147972711	0	0.849766667	1.49419663	0.656036704
ACTL6A	1.689589613	0.68470366	0.625706727	1.244383156	0.856395184	0.89922166	0.999396461	0.729974976	1.270628562	1.147023318	0.956570397	0.896406285	1.617980082	0.788628792	0.593391126
NDUFB5	0.712348076	0.768756073	1.518895851	0.830930731	0.789604699	1.37946457	0.802963256	0.784362498	1.412674246	0.940314206	0.848381937	1.211303857	0.843679514	0.832882778	1.323437707
MRPL47	1.126756519	0.915767653	0.957475828	1.003935046	0.88119709	1.114867864	0.87767806	0.683152257	1.439169682	0.946056025	0.758902937	1.295041038	0.984437926	0.821433045	1.19412903
TRA2B	1.193588128	1.019197334	0.787214538	0.993697545	1.085324517	0.920977938	1.055969315	1.050716754	0.893313931	1.009554122	1.128739053	0.861706824	0.863400339	1.056657059	1.079942602
SCN2A	0.505746375	1.59647712	0.897776505	1.497983959	1.46076151	0.041254531	0.966957865	1.190604473	0.842437662	0.95937753	1.079684675	0.960937795	0.520584653	1.04105715	1.438358197
TBR1	0	2.145861246	0.854138754	0	1.737307056	1.262692944	0.15073268	0.341649932	2.507617388	0.891838122	1.137481876	0.970680002	0.654336899	1.187507893	1.158155208
7-Mar	0.666835968	1.494454042	0.838709989	0.890997294	1.254581584	0.854421122	0.974775968	1.313450721	0.711773311	0.99543801	1.291769637	0.712792353	0.838543293	1.185028726	0.976427981
ERMN	0.456387505	2.009162157	0.534450339	1.453047433	1.333104069	0.213848498	0.637750665	1.121061646	1.241187689	0.948445907	1.208609608	0.842944485	1.600661795	0.940872363	0.458465842
GALNT5	0	0	3	1.721603594	0.978207625	0.300188781	2.395475402	0.555438207	0.049086391	0	0	3	0.952916749	0.292305579	1.754777673
SCN7A	0.879720214	0.595690259	1.524589527	0.595830069	2.078867202	0.325302729	0.614271851	0.369543417	2.016184732	0.906909599	0.872053097	1.221037304	1.087282049	0.772849914	1.139868037
TANK	0.715419918	1.69021107	0.594369013	0.891503844	1.407951624	0.700544532	0.990560602	1.303970411	0.705468987	1.066421596	1.300616033	0.632962371	0.939604526	1.309586575	0.7508089
SKIL	1.264383018	1.150103345	0.585513637	1.248059728	1.186018557	0.565921715	1.034037171	0.88557378	1.080389049	1.30904714	1.052963922	0.637988938	0.926244385	1.03350715	1.040248465
EPRS	0.875181669	1.005470094	1.119348236	0.804430059	1.224015938	0.971554002	0.893759054	1.119190782	0.987050164	0.898780811	1.194416566	0.906802624	0.784510221	1.048674822	1.166814957
HLX	1.329134483	1.252890506	0.417975012	1.79386306	0.753664224	0.452472716	1.393038818	0.719639726	0.887321456	0.838978695	1.038293347	1.122727957	1.046094234	0.957764348	0.996141418
VPS45	1.340065636	0.850414935	0.809519429	1.036192067	1.023988967	0.939818966	1.266689643	1.030882357	0.702428	1.131986362	1.130105051	0.737908588	0.963834784	1.21901366	0.817151556
IL10	0	1.60320489	1.39679511	1.180414045	1.163382112	0.656203843	0.961679683	1.082006424	0.956313893	0	0	3	0	3	0
KCTD3	0.894723095	1.117636335	0.987640571	0.911098313	0.996128131	1.092773556	0.926281407	1.171432688	0.902285904	0.984934005	1.126969775	0.888096221	0.938617535	0.943923977	1.117458488
RPS6KC1	0.616516867	0.685847894	1.697635239	1.023357061	0.84505327	1.131589668	0.886205207	0.915230173	1.198564619	1.118056734	1.122875462	0.759067804	0.991946019	1.035967977	0.972086004
IL1RN	2.383940883	0.616059117	0	1.856019154	0.914496708	0.229484139	0	0	3	0.290213104	0.455567968	2.254218928	0	3	0
WDR33	1.030962159	0.908502083	1.060535758	0.939602233	1.00501106	1.055386707	0.942041719	1.116979601	0.94097868	0.937141811	1.102468192	0.960389997	0.911457972	1.041722511	1.046819517
CCDC115	0.765171289	0.69644855	1.538380161	0.506603978	0.438468402	2.05492762	0.958104724	0.808156522	1.233738754	0.92637515	0.793513165	1.280111685	0.813314201	0.823590957	1.363094841
SAP130	0.916221106	1.037657797	1.046121098	0.876550326	1.024204083	1.099245591	0.914038865	1.050044107	1.035917028	1.028410351	1.063489442	0.908100207	0.885388296	0.993968857	1.120642847
BIN1	1.102825471	0.971755673	0.925418857	1.00491386	1.267968313	0.727117827	0.935841429	0.705586174	1.358572397	0.898328975	0.954061018	1.147610007	0.995781393	1.017713238	0.986505369
IMP4	1.097027524	1.268695212	0.634277265	0.865891711	1.495645133	0.638463157	1.159531018	1.305938153	0.534530829	1.329865726	1.240792896	0.429341378	1.265746865	1.294726817	0.439526318
