	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
TMCC2	-1.9272997240526182	-3.01772385707916	
DCLK1			
CCNA1	-0.14939586420738019	-2.2779030762155275	
SPG20	-5.113625630581716	-3.937056424810657	-2.8740423306423883
RXFP2	-0.2466904124239356	-2.599423533815743	
TRPC4		-0.8121627746526364	1.082313106001041
POSTN	-3.1281136602296034		
RFXAP			-1.691168811520727
KL			-2.9179292206597887
RFC3		-2.0169588079209895	-0.5116918251447043
STARD13			0.09277592414307295
MORC4	-2.0154956201001957	-0.3265417836305619	-0.6212297545710496
BEX2	-3.110151782823073	-3.5712882538519986	-3.871640686821538
RNF128			
TBC1D8B			
FAM104A			
SLC39A11			-2.25077107801355
EPHB2			
SRRM1		-4.6060951478023515	-1.9166696114997113
BTBD2	-1.6935333839196463	-2.8676316437911678	
PRAM1	-19.22986528485003	-2.587994709848545	-1.9087937900614176
SUV420H2	-1.1914377224578618	-0.12755966656809878	-0.7920766023432594
ZNF414	-2.2272202324631		
PDE6B		0.30547191838077875	0.5810885196006242
HSPBP1	-1.7685638502329502		
CSNK1G2	-2.2117719973246053		
ANKRD32	-0.8793271178303765	-1.5462376072085295	
CNDP2			
MACROD1	-0.33925492706903015	-1.2008130725400719	
WDR74	-2.334475336762416		
LGALS12	-3.321928094887362		
RTN3	-2.6235067127596334	-1.4352240013156665	-1.7012636339010483
MYH11			-5.520256348318098
FOPNL	-0.4948428372145424		
MED10	-3.5882733140987417		
PDZD2		-2.5132230525522106	-1.2381155477311045
MORC2		-2.840992682805207	-1.8632691812000344
LARGE			-4.815991422848649
MYO18B			
C1QTNF6	0.6691265481805581	0.9139257481260422	-1.3435289007237647
SEC14L4		-1.3089004890769627	0.6819159966743125
GIMAP6			-0.26190443010597814
GIMAP4		-2.2520255576743264	0.22271672189239994
ADCK2	-4.5783133359395505		
MKRN1	-2.989554276369928	-3.0069230569189638	-3.3438311525089612
AGAP3	-1.5488810376232849	-1.6903033614196374	-3.8764827939225275
KRBA1	-1.9490252940474893	-1.7892831542261909	-2.9398184937038465
ACTR3B	-2.420220945861575		
NTS		-3.1909336162519453	1.6167524543946705
BTG1			-4.973349586109189
LRRIQ1		-2.9980901198655308	1.23765616170568
C12orf29	-4.425062247081527		
ATP13A3			-1.9571721762064966
SFTPD	-0.11927622911117393	1.0074285409767563	0.25056786656182956
DYDC2		-3.321928094887362	1.632268215499513
TMEM254			-1.1773097980773015
TMTC1			
KRAS		-7.760233742875029	-1.8876919104571213
IPO8			-1.8837258378283404
LARS	-1.8501950805331016	-0.7203647700475816	-1.2189707006727868
SPINK5		-1.6161712300804296	-0.11793232784668944
IMPA1			-1.1659814287259824
LRRCC1	-1.3251950167586206	-1.2221009836300796	-2.9482768660244303
E2F5		-3.6005989533626157	-0.5136107646134271
CA1	1.632268215499513	1.632268215499513	-3.321928094887362
CCDC59		-1.3433663131567828	-0.37921935229312925
SWAP70			
ARNTL			-3.902335960224522
LYVE1			-0.7735046549738063
AMPD3			-0.942906575290677
MICALCL		-0.7545552283494688	-0.24062364958432442
SBF2		-2.507967723877541	-1.6349521847049115
MICAL2	-1.399582750846399	-0.17833703335883727	-0.7257507259397539
RRAS2	-3.9102465671603293	-3.2774742757515285	-2.8717858040053974
HSD17B4	-5.188650034323105	-2.233253891676697	-1.8096560592396516
ZFC3H1			-1.41829276289892
SARAF		-1.6804471740691216	-1.1747807417516307
RNF122		-3.7957331498946716	-1.31310577429654
DUSP26	-2.9541411489781764	-1.6645639120427052	-1.8038840339749025
DPF2			-1.7223334982928749
MEN1			
C14orf1			-3.046459824166973
C14orf159	-7.038082976965601	-0.265074711592403	-0.11318194983114617
UNC79	-5.638862203328021	-4.929743115629976	-3.1489268750188537
NUMB	-1.7264816181411324	-3.4784279479534	
CATSPERB			-1.8109820737392017
COX16	-2.4571058086381767		
TTC9			-2.315249324881744
MED6			-1.8789094074196533
EIF2S1			-3.1424044715302357
LOXL2	-2.783052006766401	0.4543045729383647	0.40581614973166935
ELP3		-2.9750039236475256	-1.55042506252592
PEBP4	-0.29049435049389105		
CTIF		-1.994685876483508	-1.3961063568107095
MRO		-2.071837098049881	1.1680566725588921
MBD2			-2.518961852726088
IER3IP1	-1.9432232629854747	0.7484761845969182	0.6040547980438161
MRPS36	-5.128636799594984	-1.2599654814347363	-1.032182964749403
CCNB1	-1.506212427560587	-2.9388128053351354	
CDK7	-2.255871128604364	-0.504036260825131	-0.7471945710392474
CD180			
IRAK2	-0.9995382385509037	-2.895611419832336	
CAMK1	-1.2200893038077751	-1.0925592091487704	-2.8398785128173643
THUMPD3			-2.3245455618125623
VHL		-0.6864933968189701	-0.08177569070184952
BHLHE40	-4.059418333671313	-2.2559863353248826	-2.0036088227272106
ARL8B			
EDEM1	-6.206893592656479		
CNTN6			
CHL1			0.2259005897203679
MEIS2		-1.252433291175439	-0.3570298775241652
DPH6	-1.693944626578457	-3.1978631363532424	
KATNBL1			-1.7036207068163396
EMC7	-3.5267181675760084	-3.11935107951917	-2.96230896415161
GNAT2	-0.6549446998916899		
GSTM1		-0.7576159815799546	1.383235411547611
PRPF38B	-7.7477516056372275	-1.9979237125948615	-1.5323763313124315
TSPAN2	-2.8845915892545584		
TSHB	0.4716023630272948		
GSTM5	-0.5351030814181532		
GSTM3	-0.9995273575330145		
SYT6		-1.8317861431616782	0.4018357739411206
VAV3			
PSRC1		-0.6864240858574326	-0.002986260944928907
PTPN22			-0.6624317158737969
SORT1			
WNT2B		-0.18683507151749212	0.10657315359606304
PTGFRN			
LAMTOR5	-2.7453166240371147	0.41553710500102775	0.3613876092264624
NOTCH2			-0.009432774390834366
TRIM45			-3.8559738598883464
CEPT1	-4.33191446119898		
CD101		-0.7798381090859212	0.3089106401975191
NGF			
AP4B1	-4.91656146732098	-3.794127329928356	-2.8470938702585116
NAPG	-2.423041041911678		
SPIRE1			
PPHLN1		-3.2817903865456945	-1.689250283849703
FKBP11		0.1591748141262221	0.30103619014860433
ARF3		-6.028988021201177	-1.3239959087009416
TMEM106C			
SLC38A2			-1.927756964777866
YWHAQ	-2.6210955520196304	0.3263796646107343	0.2525594072964624
KIDINS220			-2.4578720200012945
GRHL1	-1.311044806462348		
ROCK2			-3.4717281408388487
RSAD2			-1.1219818140335016
MYCN		-5.258848234654334	0.10272102699340675
LPIN1			-0.7531904904490567
CMPK2			
IAH1	-2.834352154019388		
LDHA	-4.272494251291124	0.1564814232677639	0.21763099075237877
SAA2		-3.321928094887362	1.632268215499513
ANO3	-3.8616863026074824		
IL6ST			-1.0493061771007266
FST	-3.321928094887362		
NAV1			
CDC73			
TIMM17A	-2.145519467548724	-3.479877943161254	
CRB1			-2.846654683873157
ERN2	0.17099141702637588		
RPS15A	0.5076356741360879	1.1339224522944864	-0.1962314152446553
RAX	1.632268215499513	1.632268215499513	-3.321928094887362
NARS	-1.262650769441434	-2.2970905694585926	
GRP		-2.0547638753579474	0.8860385047077145
KIAA1468		-4.415889505689727	-2.373779225356042
FBXO18	-5.939434474913318		
RBM17	-4.3579374695709046	-2.244136736949245	-1.930640113459873
ANKRD16	-4.369509248376675	-0.7873039984081134	-0.6641783269796498
ECHDC3			-0.01963800521275265
IL15RA	-0.7697632774199005		
CCNH	-1.1876603542377182		
HRH4			
TMEM241	0.6260030786013526	1.215145358835672	-0.1871185868615191
KCTD1			-2.8941948690292394
CABLES1			-0.7258245223177964
DOCK2			
EMP1		-0.03710697438555427	0.8028396257046608
SOX5			
RERG			
KLRD1		-1.9061230673764025	1.3517124937979386
SPX	-0.5040739166225917	0.6417835309709576	-0.06620986894444762
LRP4			
MYBPC3	-4.175146188086243		
DDB2			
ACP2			
FAM127A	-0.7279209177963695		
RAB33A	-2.4333323838391965	-2.6653181260005128	-3.7858732831928505
RBMX2	-1.3627340291024082	-0.47308693972419463	-1.2123109107578323
STK26	-3.711766527121251	-1.3032874956164324	-1.2213530544157445
PIWIL4	0.17805385786654054	1.0536586618102624	0.06271671395510711
MTNR1B			-0.29659217014218947
PUM1		-6.755951252770487	-1.3050178018819363
SPOCD1			1.266376550606669
YARS		-1.435357246355492	-0.6323649573865316
PHC2	-1.6445257453308963		
CDCA8			-3.3501962567024077
GNL2	-5.7966312126025334		
AGO4	-1.9376214925161273	-1.9847160583940688	-3.4482546820547393
HOOK1			
CYP2J2	-0.06821144550590301	-2.569742555214229	
BTF3L4	-3.7696821667650586		
ZCCHC11		-3.154672912733654	-2.1468516191979887
PRPF38A		-2.5948172041384265	-1.1475549630348234
DSC2			0.624600732507145
RNF138	-4.268106942548298	-0.2046435757115127	-0.12681280519994234
ELP2	-3.267328825146574	-0.5125269253112847	-0.5204869477231356
DSG1	1.632268215499513	1.632268215499513	-3.321928094887362
DSC3	-3.321928094887362		
DSC1	1.632268215499513	1.632268215499513	-3.321928094887362
DTNA		-1.696094956523072	-1.2155214442234552
FHOD3			
TPGS2		-9.007999567780093	-0.8581322582585881
DAGLA			
GIF	0.9577797746643018	-0.3499028138736155	
DHX34	-7.363855539633417	-1.8180712769951208	-1.4053410747360582
FADS2			-1.1507469795494747
TMEM258		-5.3277876845597945	-2.664279386158124
TMEM165			-2.3299973611338634
CLOCK			
PDGFRA		-3.1335221646961995	-1.6579029431668855
COL4A2			
CLDN10	-0.5331950815923251	0.20922081993315284	-0.8235725802173354
DZIP1		-0.07737155336053003	0.5299837225946346
UBAC2	-1.0451394389934232		
ARGLU1		-6.659099825024044	-2.6391170151642878
BIVM	-2.4336545407847123	-1.0798526874875847	-1.3659415431049935
ERCC5	-1.8507153621423258		
TPP2		-2.283874961386378	-0.7618395407438006
KDELC1			
CARS2	-1.2140956940462404	-2.5259387753958085	
ARHGAP32			-0.9013686578173238
STT3A	-3.3195353310979487		
ADAMTS8			
ACRV1	-1.754139768080132	0.7640275750480587	0.5866687269431953
ETS1			-3.0496325677326555
SLC37A2			
KLB	0.32044702276895104	-1.5262282591773875	
TMED7			-2.155258856497429
APC			-1.2534036141367728
NREP	-0.6929057676776964	-0.8047386018073435	-4.214664700618988
WDR36			-2.7462574525375736
OSTF1	-2.067799081632056	-0.4639590773349666	-0.7698686252162853
RFK		-1.6631340446069256	-1.0044229171480559
UBQLN1			-1.8695126592193776
NAA35		-4.162736020011368	-1.2687416806622362
C9orf40	-0.7928577872683449	-0.34671289090394997	-1.6935083059533855
ANXA1	-3.2626785400828204		
CTSL		-2.0452053321747248	-0.9617132527910777
TMEM2		-0.7478045578269726	-0.12277200584354318
AGTPBP1	-1.5298302278145561	-1.1089243126220867	-2.2020973314982397
GOLM1			-1.955999192474285
FAM189A2			-2.9833675675876696
PSAT1	-5.484441822835717		
ISCA1	-3.091999232100424		
ADAM19	-0.554684805676617	-0.14715929265194383	-1.6338774984824473
HAVCR2		-0.274055870042288	0.61374323103951
CCNJL	-5.853411287271788	-0.07498266153948982	0.04552328511117963
TAOK3	-3.52268930553707	0.5537079850667493	0.5664200213149356
USP30			-3.9648259777031285
SDS			
MSI1			
HNF1A		-1.0642301512649701	-0.5405343257252254
FBXO21			-4.162487857399363
TBX3	-1.98279793692347	-2.0911551515018685	-3.613626713788165
OASL		-1.1862520111779065	-0.5357261284992602
RNFT2			
P2RX4	-3.9524709944135443	-0.7179384465765377	-0.6362743832342767
CCDC64	-1.1138005434783511		
DTX1	-1.8356715738899458		
TRAFD1			-1.5902264789599483
DMTF1	-4.31968962978871	-1.9346780953908858	-1.6826868796317365
TMEM243		-0.868872534307009	-0.17169102631597485
CCDC146		-0.447890981079133	-0.22483881193155203
TMEM60	-4.4695637186194705		
CD36			0.300710946828274
PNPLA8		-5.164281532777693	-2.6660960905790128
HILPDA			-1.0799541842405378
FAM71F1			0.8674625182483032
RINT1		-2.3038531389862866	-0.8726607898135922
SRPK2		-5.510382168390332	-2.595291279159783
TES		-2.1618453867623213	0.22289844190202165
MDFIC			-0.7844573781685747
MTO1	-2.187938009685418	-3.6018422927039317	
BAI3		-3.1906632262905137	-0.810146962457841
ANKRD6	-0.7022463496553558	0.07172271683567283	-0.8987360748759486
KHDC1	-2.6698323571200806		
CEP162			
SYNCRIP		-0.989241034377935	-0.34678050975171115
SNX14		-2.4141098282265014	-1.1349573306000231
NT5E			
MRAP2	1.1148753944319933	1.148834665950393	-2.7218093108119614
EPHA7	0.0678048593639644	0.17077031443297147	-2.4937948459259
AKIRIN2			-1.4079840493267284
ORC3		-0.6168618299155997	-0.19985536274454216
LCA5			-1.893337877310391
MAP3K7		-1.9496173747820167	-0.9276276882281796
CGA		-3.321928094887362	1.632268215499513
PRR5L			-3.0441006470887753
LMO2	-0.31105737993767996	-3.112455945578209	
PHF21A			
NAT10		-2.6116093625810883	-0.15235872059473177
EHF	0.5917068703124352		
PRRG4			
CAPRIN1		-2.538771954790113	-1.2039808767296118
ATP5G2	-5.886591226356604	-4.029817793694859	-2.7926701628429442
DNAJC14			
CD63	-1.279733627941787	-0.6051278825600116	-1.5330688706717466
PRPH	0.979454285576041	0.7986915430035724	
AVIL		-0.1524425306059583	0.6364713977371113
AMHR2			
GDF11			-3.9947440831374497
GLS2	-1.5597357380051877	0.10583511050503408	-0.2568660989643157
ITGA7		-0.7244444708629192	-0.04972957613941527
TESPA1			
FAM186B			-1.733260260769834
RDH5	-1.5074369561487502		
AGAP2	-2.502073236604056	-3.354929069612239	-5.558725864761048
BLOC1S1	-0.8211387215154677		
CDK4	-2.8655387630916818	-3.2894993183863006	-3.9420212246207713
PPP1R1A			-3.62050507823336
TROAP	0.30745947890240155	-0.9020792775814531	
TSPAN31			-1.8100971893573683
B4GALNT1	-5.521453904755261	-1.0171616753559223	-0.8051148080556747
TFCP2			
COQ10A	-2.6299725680774437		
FAIM2		-3.6867563085964727	-1.2081670550811867
PAN2			
ESPL1	-6.158383295145116		
KRT7	-3.321928094887362		
ZC3H10			
HNRNPA1	1.4423004057599353	1.2472284828491629	
SLC26A10	0.1465955984488551	0.5779782114050103	-1.0415608901596352
ACVR1B			-2.877351261760051
OS9	-3.613908828506638		
MIP	-3.305760893515172	0.6785798821580726	0.6775637491440327
KCNH3	0.14602260951499965	0.03437983883205778	-5.828132834977223
LTV1	-3.0470952992032676		
MAP7		-4.947401863390492	-1.0097165485539783
CD164	-3.3896590889510687	-1.5389935424285344	-1.5198933394235756
LACE1	-4.194494752010039		
NHSL1			
AHI1	-1.0029992396792022	0.19420527916978336	-0.42443182035075794
HEY2			-0.25873104031100513
PKIB	-0.7270278213838401	-0.11139493950856419	-1.2462403956483425
NMBR		-1.574153172010399	1.1210988570448515
SMPD2			-0.37579412371626836
MICAL1	-0.28039139197724755	0.5218352430948017	-0.48921441357355666
REPS1		-2.6960875095538808	-1.1917017271225312
STX11	-1.0672017337732924		
TEC	-2.4111870998214466	0.1771490895265998	0.060249855194276454
PRADC1	-2.6897535134962696	-1.107557759884032	-1.2895132314514812
SEMA4F	-2.160399740113491		
CCT7	-1.5342583827241143	-3.4740656535733496	
EGR4	0.276415839064017	-0.5278571001273544	
RAB11FIP5			
SMYD5		-8.376519565931542	-1.7679616098889406
DYSF		-1.2105879519138254	0.48596750045265125
CCDC142		-2.7885498879113038	-0.30789297395739135
EMX1			
KCNMB4	-7.611936609037388	-2.842960339409151	-2.0938005179637975
USP15			
GNS			-1.1095536289196346
CPM			-0.8100818877618384
MDM2			-1.3971182514368194
KLHL36			-1.1589567684521278
BCO1		-2.62146455460564	-0.979799712004659
MPHOSPH6	-6.807504836004486	-2.7420853682580386	-2.0556453567573763
KIAA0513			-2.063893972926935
DYNC1LI2		-4.134390944636555	-1.6081099288631395
FBXL8		0.010026457646877047	0.1887829561108497
FHOD1	-1.5812565928269315		
CCDC102A	-2.7794606954380505		
SLC9A5			
AGT	-0.921540730328392	-0.8981559196057657	-3.2025420207110664
PCNXL2	-0.9568333556632473	-1.0190201218872685	-3.6754905970241105
KCNK1	-1.8295130784832117	-2.983008105287671	
URB2	-2.8196796862947933		
EGLN1		-2.67360440184167	-0.4305064026470353
CAPN9			-5.886440988306315
COG2	-4.790356130513316	-0.7142651040736003	-0.5705116134979198
ABCB10			-1.8319404463424933
NTPCR			-1.4054678427042242
TAF5L	-3.8184997377764702		
GLUL		-3.9331051172280165	-0.03844915041517817
STX6			-2.6158420684774266
RGS8			
RNASEL		-1.8595928142341926	0.14062838507410952
DHX9		-1.7076986207134268	-0.7599255261994857
KIAA1614			-2.9246990884494894
CEP350			-0.6468430700858382
NPL		-2.334509895443021	0.9345023405683162
FAM129A		-1.9652843578142907	-0.8088836630418291
PIGC	-4.078031148314627		
LAMC1		-0.9798399279595152	-0.47187554786165825
RC3H1			-0.48790102050900896
SP110			-1.3313295420465807
MRPL44		-3.382925992892418	-1.3625909060377166
CHRND	-3.321928094887362		
PAX3			
DOCK10			
TTLL4			
USP37		0.199564869912632	0.9023567153461942
HTR2B	-0.00824195798370364	-0.04519794120969383	-3.7397875786765953
ITM2C			-0.010970000230841881
SLC19A3			-3.4220985102222015
SERPINE2		-2.8521860776812487	-1.4460940319820061
DNAJB2	-2.0020887327551127		
WNT10A			0.8286758610051773
TMBIM1			-1.1053616388755285
CYP27A1			
EIF4E2			-3.412690947048897
ARMC9			
CAB39			-2.4863505742265226
COX5B	-1.4577921870344037	-1.3763048096237838	-3.0450820395202394
REV1	-2.3257591208134376	-0.9230898636916813	-1.2246250963518899
TSGA10			-2.3532488116518513
MFSD9		-1.2331191359771139	0.1861194810032991
TMEM127	-3.844548335986763		
EDAR			
TGFBRAP1			-0.8807405602398932
GCC2			-1.0868925142022239
MRPS9	-1.6812531876925718		
C2orf49			-5.929650367435157
EPC2		-2.3674693829430344	-1.1035881074630998
ARHGEF4			-1.0010728538005962
ISCU	-0.4777531788274876		
ALDH1L2		-3.653622317594414	-2.319605711999742
STAB2	1.1216113170986308	0.3240008217393936	
USP44			
SCYL2	0.45888205368630275	-2.460035612147167	
CKAP4	1.632268215499513	1.632268215499513	-3.321928094887362
PLXNC1	-1.9630537283386469		
APPL2			
PWP1			-1.6649811280914208
DRAM1			
KIAA1033			-1.6545670907096963
SLC41A2		-3.3732313108270255	-0.6126207888764477
VILL		-0.45957031136851656	0.8922439884192304
FLNB	-2.569893759372518		
NEK3	-0.7776097299901075	-0.7231738278778768	-3.02996066828104
PCDH8			
VPS36			-6.436633134375856
RNASEH2B	-0.46503737091391817	-0.17223673216501506	-1.9267918475211647
CKAP2		0.30860408067574663	0.771172903629484
LECT1	-3.28797370028283		
TBC1D4			
THSD1	-0.07705146193706416	0.7333504386359536	-0.2960092255507379
BORA		-4.09354949479576	-1.715634756461295
LRCH1	-2.991747914586474		
SUCLA2		-4.35215146839202	-1.989666654149252
RCBTB1			
MED4	-1.3938582064928684	-1.1618052336957476	-2.5872104840359413
PHF11	-5.373114369671455		
LMO7		-4.686244720712808	-1.8198870791525485
SCEL			0.9675392361056375
ITM2B	-2.503743220965684	-2.7430800012927627	-3.7750313005254514
NUDT15	0.7026330465174976	0.9570037548117999	-1.2729887787023093
EDNRB			
RCBTB2	-4.264339634869914	-2.3413695023596035	-2.0274591266844415
SETDB2			
SCRN1	-3.118818795761266		
C7orf25			-4.381828700618379
TNS3			-2.0958951729886692
IGF2BP3	-1.6533064302269584		
GPNMB		-0.193561712998077	0.39799321785608466
RAPGEF5			-1.0361216236039759
RAC1			-1.4625902525367644
KDELR2	-3.1743428773120583	-2.2797951856730987	-2.357303202864582
NUPL2	-0.6622829863754477	0.556829122143456	-0.09056495378375685
IL6	1.2858387676237601	1.469426970233614	-1.2146380775191032
ZDHHC4	-2.859882569221136	-0.0012851466310783146	-0.056850943012113055
AOAH		-2.0839089931211325	0.22710165691441125
BZW2			-2.0686662376639253
DGKB			
TBRG4	-2.8214930084926784		
DDX56	-1.6181330266970082	-0.5788571120317686	-1.1722226406623844
HUS1	-5.996759350347717	-0.73399872304955	-0.5446135522797062
NACAD	-1.9505405654518846		
DBNL	-2.9908040325779823	0.6896566874743865	0.6663933438722622
CCM2		-4.5068235322714205	-1.4132753542077936
MYO1G			-2.6833199604011284
TTYH3	-3.2121873084961705		
MMD2			
CIDEB	-0.2907922068186216	-0.6800479718399844	
TTC5	-3.0949727764630515		
NKX2-8			
ZFHX2			
MTHFS	0.148139650003468	0.665213167084138	-0.7917001043856626
ADAMTS7	-0.5324796056000135	0.040228854811316064	-1.194587052573672
ABHD17C			-2.0848894860623868
IREB2			-0.8021346715785498
ALPK3			
TM6SF1			-1.588968082262148
CIB2			-1.639822697521221
CALCOCO2			
RSAD1		-0.6605185307583035	-0.11599164212096207
NMT1			
MYCBPAP			-0.9355576261422223
SRSF1		-1.867223227060503	-1.2377000068077897
VEZF1			-4.286943201442523
CHAD	0.28736123433962296	0.28138306284779313	-3.3966364952796386
TACO1	-5.928629569531005		
TEX2			
DCAF7		-2.7457095173921804	-1.2372479878619633
LIMD2	-0.9793629990415118		
BRIP1			
KAT7		-3.045563884406182	-1.809283528238252
RTP4		-3.321928094887362	1.632268215499513
ACTL6A	-1.4366603201169967		
NDUFB5	-3.075814871291317		
MRPL47	-1.763534064321917		
TRA2B	-3.248072750016186	-1.9287569380151623	-1.957900222742632
SCN2A		-2.15508282224689	-1.1578922787732537
TBR1			
MARCH7		-1.4619479842828884	-0.5111201781363852
ERMN			
GALNT5	0.9560843124001658	1.2906538309765123	-0.7217729824261991
SCN7A	-1.5364677938253954		
TANK		-1.3767263848804914	-0.5176650394389694
SKIL	-2.008894793916384	-4.2203285138062565	
EPRS		-7.219710084763999	-2.106929121568975
HLX	-0.3707150251296383	-0.7232833313181357	
VPS45	-1.5742945652297433	-0.5901764854708174	-1.22278657052115
IL10		-3.2465215634269926	-2.147569420077097
KCTD3		-3.0116402976707737	-1.437733506135099
RPS6KC1	-3.8165445575052255		
IL1RN	-3.321928094887362		
IL36A		-3.321928094887362	1.632268215499513
WDR33		-3.3066726226482404	-1.8572550138341912
CCDC115	-2.000298943619567		
SAP130			-3.131286947070097
BIN1	-1.598346578294631		
IMP4		-0.463946722218416	-0.19858085546589532
HS6ST1			
UGGT1			-2.1948122096387412
GYPC	-1.7813308652002475	-0.4655762386955061	-0.9070704204991096
STAM		-6.611670148364358	-1.57883607502328
GAD2			
ABI1		-1.9999657889041147	-1.1547124995137485
YME1L1		-3.728611188714757	-1.0141396141071761
DNAJC1		-5.021919308678716	-2.6331419529102225
NIPSNAP3A		-1.17483729891422	-0.08440601560845039
LRRC8A	-5.298895817509131		-5.182797685493433
CDK9	-0.9091753912334517	-1.4739704250741195	
TXN	-2.753192679032648	0.6564762796498698	0.6115555619953046
ODF2	-1.144827342963896	-0.09704822214555892	-0.7791744423310619
KIAA0368		-1.2307436957056757	-0.6805664447503202
TOR1B	-3.9838876457040286	-2.061264306190184	-1.855149433167892
C9orf78	-2.5492806173218274		
SMC2		-2.6096452739505818	-1.6090767944332427
KLF4	-0.5183109660150633	-2.361733924105169	
TOR1A			-4.103689670557438
RALGPS1	-1.926933396637496	-2.0143138800906986	-3.5641491724121512
FAM129B	-1.086428666238939		
OR13C9		-0.4826060892513934	1.3128489008879354
ST6GALNAC4	-0.8024238467692901	-0.2748441657173858	-1.5016283727762842
TMOD1	-0.7175494592524018	-0.27259409227398557	-1.645208579126643
DAB2IP	-2.401157631948841	-2.2888523152718356	-3.116214809655267
STXBP1	-1.9367535687266293	-6.0554657006661685	
SLC2A8	-0.11931782057092655	-0.49776769269598736	
ANGPTL2	0.08014247112771156	-0.1012910977920233	
CDK5RAP2	-2.156127011403812		
ZFP37	-1.900385191340008		
SLC31A2		-1.5258196848669274	0.7507994505849088
SLC31A1			-0.9533899789004233
TLR4			-0.5965261239039709
ZNF189	-1.005020286676393		
ALDOB	-1.7457656619514315		
STX17			-1.0879336643135373
PRPF4			-5.162744832512598
FPGS	-1.4967252565210414		
USP20			-0.9856173726562198
BAAT		-1.2491570359672897	1.1997471127527246
KIF12		0.49917669577554014	0.73655635962703
ATP6V1G1	-2.58376200030399	-1.1733046050692526	-1.4088984954293222
TEX10	-2.7002935201092813	-0.677479274278488	-0.8074395678038061
GARNL3			-3.0057625776985666
MRPL50		-1.216269652812734	-0.2008237192687559
DPM2	-2.094696980374356		
WDR38	0.4245974296891389		
TSTD2		-2.5441284097586756	-1.3057027005558355
GABBR2			-5.175127002041097
HEMGN	-3.321928094887362		
PSMB7	-2.657747695559318		
NR5A1	1.632268215499513	1.632268215499513	-3.321928094887362
C9orf156	-4.638922644662357		
RABEPK	-3.474348005161095	-0.4364348854226678	-0.41699236809491647
GOLGA1		-0.22857997204354852	0.018422350955549935
XPA			-2.254055344486118
NCBP1			-4.911522816211072
ANP32B	-2.658983398780681		
OR1L4	-1.9840691638511534	0.7453560571352124	0.607495602312917
PDCL			
RPL35		-3.0131108409449308	-1.2584620301858735
CTSV			
LMX1B	-3.321928094887362		
ARPC5L	0.7135815426674873	-0.6296345929606098	
ENPP2			-1.4109989831039587
DSCC1	0.8463286153166099	0.8945452972863522	-2.6339345371825136
DERL1		-2.0640182450398683	-0.8879216750117408
MYC			
NOV		-4.873799149257036	-0.13255675406088263
IL33		-1.1559205680874838	1.4600716484014584
RANBP6			-4.428406779769093
POLR1E			
PLAA	-2.923493383357117	-4.0290138366249915	-5.085690424915426
IL11RA		-0.7775288497252045	0.3961747510464828
UBAP2	-5.133637679079315	-1.7433027363860818	-1.433623977852352
APTX	-1.0999099217977937		
RNF38			-2.713478783231196
TLN1			
CCL21	-3.321928094887362		
SIT1			0.4798736815980054
IFNA21		-0.3816303166762463	1.1719493105692054
DNAJB5	-0.8065665532981839	-1.7311805860587948	
SPAG8		-0.19266753467048583	0.5324734173857207
DCTN3			
CD72	0.40263264911171	-0.2776312417322995	
TMEM8B			
GRHPR	-3.6887927015478756	-0.9139542152014791	-0.8541742744196323
ALDH1B1			-0.8018876997336235
HINT2	-3.6019359497837606		
ARHGEF39			-5.272838775346006
IGFBPL1	0.4452587441681978		
DENND4C		-1.687849711452598	-0.06800382683904017
RPS6	-1.5129461242307927	0.24644353309191147	-0.09559806579753506
CNPY3	-1.8502763287362163	-1.5865208031146656	-2.6837685925616217
FOXP4			
PPIL1		-0.6620383004507541	-0.32768491454451976
KLC4			
KIF13A		-3.360635657262435	-0.26064824008681325
PIM1	-2.1900672218973125		
GMPR			
CMTR1	-2.102799258805371	-2.0919839094505805	-3.2968735082828213
TFAP2A			-3.54114468786984
SLC22A7			-2.2682843323554795
YIPF3	-3.168745304287423	-2.3330287992613967	-2.416846683028082
TMEM14B			
TMEM63B	-3.467560999186199		
FRS3	-1.9745607898310014	-1.1501019883608785	-1.7556194856243423
TJAP1			
CAPN11			
TINAG			
HCRTR2			
KIAA0319			
IRF4			-0.4532963991873319
SLC22A23			
TUBB2A	-1.4565598070789492		
LRRC1		-1.8827735384161668	-0.3568653246899125
GCM1	0.1252536054876902	1.0671910559144953	0.1435896971416875
FOXF2		-1.0133814278439552	-0.027860144677682986
BPHL			-0.39008583901723987
RIPK1			-2.9869475741464377
TUBB2B			
UQCC2	-2.5223606825487916		
HMGA1			
TCF19			-0.5725554427411086
FLOT1			
MDC1			
PGBD1	-0.7377744693281637		
ATAT1			-0.6659297461740499
TPMT	-0.19410751075430208	-0.2368140228589501	-3.7465419631604164
CLPS	-3.321928094887362		
RNF144B			
NRM			-0.2201363821711546
MTCH1	-2.8414436147035063		
VARS2			-0.999136361108231
TAF8	-3.0585907923922346		
FAM8A1			-1.4829330774352814
CPEB2			-2.530443335174643
FHDC1		-0.46759266822714174	1.0804522257017424
TLR2		-0.3316573793102315	0.7943902827802024
MGARP	0.7330180115778128	0.16494808994198054	
TTC29		-0.935477455407943	0.722483343388528
MYO7A			
FCHSD2		-1.9304741793205689	-0.9404498443243066
ARRB1			-2.9470179246152974
SLCO2B1			-2.596914510960328
