	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Mouse_Kidney_Average_RPKM
LRRC4C	50.04749666666666	6.586778333333332	83.62463333333334	0.7270686666666667
IMMP1L	35.41728333333333	61.185566666666666	47.80213333333333	106.97853333333335
SAA4	0.7767633333333334	17.978888333333334	0.4809833333333333	0.863215
PGAP2	47.778200000000005	43.439233333333334	37.828183333333335	38.31741666666667
TUT1	72.2367	63.17191666666667	39.532599999999995	74.34306666666667
SCGB1A1	2.31055	0.0	0.0	0.0
SYT8	0.9564	1.46301	0.5289245	1.6776318333333335
HSD17B12	116.66146666666664	190.596	102.46911666666666	190.71333333333334
APIP	185.6338166666667	287.9051666666666	109.04061666666666	63.73628333333334
PAMR1	11.296647166666666	37.41310000000001	4.506631666666667	15.847836666666666
DGKZ	56.66288333333333	62.278166666666664	82.65205	110.08445
EIF3M	473.06050000000005	443.1975	214.84316666666666	608.4751666666667
SLC43A1	80.12878333333333	70.43238333333333	75.4576	16.851516666666665
PTPRJ	84.79254999999999	105.41058333333332	111.47691666666664	110.64459999999998
C11orf49	48.428	40.47846666666667	37.743433333333336	29.30665
ARFGAP2	99.22469999999998	113.79656666666666	117.20366666666666	144.81033333333332
CELF1	83.43388333333333	110.39798333333333	111.04426666666666	209.23733333333337
C11orf73	198.48733333333334	231.6581666666667	214.60816666666665	147.16366666666667
CCDC81	1.69837	4.411713333333333	1.0624898333333332	0.120672
SESN3	14.937146666666669	30.186366666666668	27.275383333333334	54.8629
ENDOD1	64.95433333333334	92.92986666666667	70.2228	55.01400000000001
KLHL35	9.057988333333334	0.6859048333333333	0.0	0.3620333333333334
TENM4	1.8672455000000003	8.769195000000002	8.33364	7.912693333333333
SERPINH1	400.6701666666666	361.7001666666667	439.35216666666673	362.03933333333333
CAPN5	65.22250000000001	117.49738333333333	56.53206666666666	35.422266666666665
INTS4	30.519499999999997	33.98896666666667	33.951766666666664	63.85684999999999
PAK1	97.99345	103.16583333333331	73.22998333333334	169.8765
RPS3	6878.203333333334	3018.8783333333336	1975.0983333333334	4492.963333333333
ZC3H12C	16.45845	22.74206666666667	22.7621	83.85663333333333
TTC12	30.968655	48.51005	31.987616666666668	14.747223333333336
NCAM1	8.949371666666668	8.949757666666668	5.194411666666666	2.8165763333333333
DRD2	27.639390000000002	0.7908816666666668	0.10831183333333333	0.0
C11orf52	132.4748	204.53716666666665	214.92083333333332	247.4053333333333
HTR3B	4.026479999999999	0.30163883333333336	0.0	0.3581816666666667
NPAT	24.504343333333335	30.00323333333333	25.51825	31.371683333333333
ATM	25.666349999999998	22.137518333333333	30.217066666666668	20.912466666666663
AASDHPPT	62.72493333333333	168.48616666666666	95.04369999999999	127.70150000000001
GLB1L2	44.207145000000004	15.059365	25.416916666666665	379.10083333333336
SLX4IP	7.60996	7.7274433333333326	11.202425	10.516196666666666
LAMTOR1	373.2255	426.34116666666665	596.5503333333334	307.70250000000004
P4HA3	2.2529523333333334	5.579081666666667	1.8820016666666666	0.1399655
GRIK4	1.4439780000000002	0.0658695	1.073752	0.06647533333333333
ST14	241.39934666666667	144.79038333333332	126.40436666666669	144.84996666666666
HYOU1	103.70988333333332	218.46716666666666	135.04358333333332	147.00816666666665
ADAM33	2.7398833333333337	11.222969999999998	7.4722083333333345	1.9402219999999997
SLC22A8	925.6465233333333	583.067	2020.6950000000004	1677.9583333333333
CSRP2BP	47.761316666666666	55.24463333333333	49.782000000000004	137.03133333333335
DAK	140.21486666666667	243.7458333333333	351.0743333333334	844.6668333333333
MTA2	131.26588333333333	135.42800000000003	70.57905000000001	153.50016666666667
TMEM138	84.14439999999999	52.12403333333333	72.58295	28.68643333333333
FADS1	59.19051666666666	68.0562	87.91341666666666	336.15516666666673
TMC2	0.2976025	0.4068755	0.0548845	0.0
ROM1	14.068986666666667	16.7329	2.8385983333333336	43.904383333333335
EML3	71.76401666666665	74.93801666666667	51.3324	79.47068333333333
INCENP	14.97761	11.433663333333334	9.4672	12.513336666666667
ZP1	0.3235038333333333	0.0	0.07649833333333332	0.0
OOSP2	0.0	0.0	0.0	1.1076433333333333
MS4A3	0.33969166666666667	0.0	0.0	0.0
PLCH2	10.0889215	31.509148333333332	0.04058416666666668	1.0156111666666667
CPSF7	173.00583333333336	137.58968333333334	141.53433333333334	89.09845000000001
MS4A2	0.63736	0.620035	0.0	2.058265
B3GAT3	185.7023333333333	131.8624	101.06416666666667	229.11866666666666
EI24	248.79726666666667	300.7248333333334	261.403	425.9583333333333
CCDC15	3.401761666666667	2.236348	0.8307753333333334	2.2967138333333335
CHEK1	7.913618333333335	4.668588333333333	13.917658333333334	1.5089831666666669
FEZ1	15.544598333333333	26.908916666666666	9.776373333333334	1.7096866666666666
ESAM	280.50263333333334	200.49833333333333	177.8023333333333	101.76171666666666
KIRREL3	14.822448166666668	0.34226400000000007	0.13245133333333334	1.1039728333333334
MPZL2	76.347165	140.69253333333333	121.94906666666667	70.71470000000001
SCN2B	2.8865700000000003	1.6947400000000001	6.506638333333334	9.006201666666668
SIDT2	42.25728333333333	43.05895	42.82243333333333	205.02833333333334
TMEM25	52.627916666666664	50.040166666666664	142.201	122.5497166666667
TAGLN	818.2623333333335	1707.7546666666667	814.1401666666667	197.57899999999998
JPH2	11.680985	8.51408	15.85035	7.334766666666667
DUSP15	207.20288833333336	33.94006666666667	71.819	17.950286666666667
COMMD7	58.21185	72.46023333333333	47.17268333333334	22.1814
C20orf144	0.0	0.0	0.0	0.0
KIAA1755	5.401488	13.821613333333332	5.5924483333333335	7.544685
SPATA25	34.4564	21.991361666666666	19.082701666666665	0.36802833333333335
DSN1	28.57481	11.410838333333333	26.00776666666667	15.548053333333334
SOGA1	15.481148333333332	20.655678333333334	20.532516666666663	15.228684999999999
CNBD2	1.5065313333333332	0.22068416666666668	4.7024816666666664	11.869981666666666
CDH22	2.58027	3.6979333333333337	0.5191235	1.1737833333333334
LSM14B	78.6103	74.53351666666666	80.83973333333333	116.71328333333334
YTHDF1	120.99953333333333	137.81666666666666	141.0533333333333	144.72466666666665
CABLES2	13.940608333333332	9.286335	12.917254999999999	41.38895
ORAOV1	36.3374	18.706953333333335	20.209533333333336	44.69481666666667
GPHA2	2.3690916666666664	14.241518333333334	1.3664766666666666	0.0
SLC22A9	0.8417333333333333	3.9891316666666667	68.02793333333334	909.7541666666667
TRPT1	217.7508333333333	124.53381666666667	66.56306666666666	43.80325
NUDT22	177.73029999999997	193.982	156.48865	99.29385
FERMT3	30.823453333333344	20.012064999999996	7.015185	16.653938333333336
PLCB3	37.66675	36.53446666666667	29.072599999999998	73.58958333333332
MRPL49	165.1224333333333	222.97766666666666	290.768	205.55783333333338
FAU	2360.443333333333	1716.265	1922.1216666666667	0.5390933333333333
TM7SF2	203.8450333333333	86.4762	183.8225	48.615383333333334
VPS51	268.1435	202.9291666666667	224.65583333333336	101.32308333333333
TBX6	10.460685	8.879956666666667	2.4477999999999995	3.2944983333333338
PPP4C	233.9238333333333	306.85583333333335	226.80633333333333	153.7063333333333
ALDOA	4264.616666666667	2981.8233333333333	1740.5616666666667	3284.1166666666663
FAM57B	7.6629716666666665	0.0	1.6288	4.483671666666666
DOC2A	40.529563333333336	1.08315	0.9678485	2.828645
HIRIP3	65.06153333333333	59.17845	107.63315	21.748866666666668
TAOK2	99.54610000000001	100.46201666666667	135.04433333333333	119.97078333333333
TMEM219	582.1503333333334	482.00949999999995	593.4436666666667	156.50650000000002
HMGA2	0.0	0.0	0.0	1.3476849999999996
MMP3	0.17106166666666667	1.5167083333333338	0.0	2.19539
CNKSR2	2.6681199999999996	0.3812891666666667	0.5324003333333334	0.49108850000000004
CNTN5	0.05234283333333334	7.354074999999999	0.9421681666666667	0.9079706666666668
CLEC1A	12.452783333333334	11.949368333333332	15.171021666666666	16.293696666666666
MKX	0.663205	0.0	0.6694216666666666	1.8746049999999999
MPP7	23.657078333333335	17.399133333333335	25.872516666666666	29.28023333333333
CCDC7	6.093388333333333	1.3694166666666667	2.411225	0.0
ITGB1	491.2581666666667	700.3303333333333	374.5273333333334	583.7711666666667
FXYD4	0.0	0.0	311.324	461.636
PCDH15	1.9475866666666668	0.0	8.195558333333333	0.03625466666666668
CTF1	9.304646666666665	5.477581666666667	23.345166666666668	49.61599999999999
ARID5B	55.185496666666666	180.25078333333332	153.29066666666668	71.2869
KLHL1	0.190395	0.0	0.12548099999999998	0.0
CDH8	8.226765	0.45157033333333335	0.34384466666666663	0.0
DCUN1D2	46.503883333333334	37.3093	80.36935	51.81253333333333
TMEM218	26.004728333333333	49.04509999999999	38.59081666666666	45.9854
TIRAP	706.8566666666667	1564.149333333333	1303.2683333333332	844.0863333333333
N6AMT2	40.143766666666664	43.22408333333333	95.3761	84.25685
LATS2	70.39291666666666	69.61036666666666	68.90586666666667	110.75780000000002
SAP18	1254.0203333333332	1420.9176666666665	689.4923333333332	0.3864316666666667
LPHN3	3.624162833333333	3.6532033333333334	2.03426	0.6555590000000001
KIAA1328	23.61458	24.437683333333336	15.586596666666665	13.747365000000002
FAM124A	53.55094666666667	11.202276666666668	5.025596666666666	5.8306966666666655
MIA2	22.35824666666667	38.41685	79.30805	186.02283333333332
CTAGE5	168.75668333333334	256.0076666666667	315.18583333333333	660.2890000000001
HNMT	259.1287833333334	678.7881666666666	506.4483333333335	77.34131666666667
LYPD1	37.64006166666666	34.29696666666667	74.41465000000001	1.31495
LYPD6B	62.15015	19.494128333333332	24.656509999999997	16.670603333333336
PDCD4	168.659	150.1635	196.79333333333338	106.18248333333334
ADRA2A	5.046175	50.32881666666666	22.464016666666666	4.439268333333334
GPM6A	6.48895	25.038483333333332	5.497154999999999	453.9075
WDR17	6.774823333333333	5.4476	3.4063516666666662	1.0143061666666666
SPATA4	4.225365	22.852633333333333	0.19069666666666665	0.0
VEGFC	50.25685000000001	33.38376666666667	34.18116666666666	16.768749999999997
CCDC102B	280.593	137.42883333333336	13.490166666666667	0.0
CD226	4.850421666666667	6.035240000000001	8.034305	1.5645433333333332
CNDP1	7.632746666666666	2.2088566666666667	223.69316666666666	192.31566666666663
FSIP1	2.1889195	5.6174133333333325	5.304153333333333	0.4832821666666667
DLG2	9.405663833333334	3.439505	7.245296666666666	0.9866925000000001
CCDC83	0.0	0.3558866666666667	0.15091666666666667	0.0
RGS18	6.929774999999999	5.411756666666666	1.6605333333333332	1.5583383333333334
PRSS23	484.02968333333337	765.9803333333334	450.18766666666676	242.39600000000004
MTMR12	51.98351666666667	61.11218333333333	50.58998333333333	108.64605
PPP1R1C	0.0	0.0	0.0	0.0
C11orf53	12.961468333333334	0.27058166666666666	21.842783333333333	0.274415
CCT5	379.02833333333336	488.3331666666667	348.51533333333333	578.9133333333333
FAM173B	42.61828333333333	42.618883333333336	16.519711666666666	59.06043333333334
DOCK1	50.27398333333334	81.19533333333332	65.32891666666667	68.18821666666666
DIXDC1	10.754041666666668	27.788600000000002	22.617266666666666	8.070508333333333
DLAT	100.35711666666667	115.41159999999998	190.02083333333334	396.0838333333333
PIH1D2	11.880919999999998	29.962116666666663	18.023583333333335	13.979646666666666
C11orf57	78.81573333333333	87.19816666666668	79.56413333333334	60.26853333333333
TIMM8B	20602.99	11796.733333333335	0.0	20693.18333333333
IL18	300.4635	499.683	21.140649999999997	28.60768333333333
TEX12	2.903485	3.9143383333333333	1.1774383333333334	0.0
PTS	75.09208333333333	44.42828333333333	28.409333333333333	83.9124
PIP4K2A	43.14045000000001	74.39083333333333	60.7005	33.570166666666665
C2orf50	5.151166666666666	0.0	5.677015	0.0
FREM2	8.291739999999999	23.511705000000003	39.70711666666667	14.514036666666664
CRIM1	287.75803333333334	349.6385	396.3326666666667	250.1883333333333
SEC24D	34.993691666666656	54.56093333333334	23.098366666666667	60.88325
ABCB9	22.74679833333333	12.505246666666666	13.139366666666668	33.40416666666666
RILPL2	259.19598333333334	418.5435	381.8581666666667	429.07733333333334
DHX37	21.855899999999995	21.968143333333334	20.281016666666662	27.72451666666667
UBC	4696.596666666667	5257.783333333334	5785.625	358.2255
ITPR1	56.68321666666666	54.79841666666666	96.03233333333333	469.08816666666667
TKTL2	0.32378599999999996	0.1012515	0.0	0.0
PRSS53	15.047803333333334	5.607098333333333	15.749683333333332	12.918483333333334
SLC7A11	0.8670208333333332	0.490473	0.09105283333333335	0.11510733333333333
CCRN4L	44.37923333333333	56.02655000000001	24.497416666666666	106.97455000000001
ENKUR	0.701215	2.180028333333333	1.1955733333333332	2.0621633333333333
GPR158	1.0945233333333333	0.08344783333333333	0.06911483333333333	0.0
CACNA2D4	0.6029826666666666	2.5047398333333333	0.8215758333333333	0.0
DCP1B	53.52121666666665	40.42833333333333	59.685783333333326	33.3067
CACNA1C	7.027783333333333	5.382805	4.817889999999999	1.6760721666666667
KCNA6	0.3986841666666667	0.23207650000000002	0.0	0.8194191666666667
THRB	27.005876666666666	27.182583333333337	34.634150000000005	50.054899999999996
NGLY1	79.13418333333334	94.15531666666668	113.71633333333334	176.29983333333334
OXSM	80.75576666666667	104.0115	154.70466666666667	92.11176666666665
UEVLD	26.2103	51.701750000000004	52.231083333333345	25.569783333333334
TMEM86A	51.132600000000004	88.88831666666665	93.49201666666666	204.4565
C12orf45	83.46158333333332	40.82346666666667	66.978	82.6484
TMEM263	181.1710333333333	165.79966666666667	158.18923333333333	42.50745
BTBD11	5.164595833333333	7.088696666666667	11.16551	2.6123550000000004
UBE3B	62.36661666666666	64.00041666666665	61.77026666666668	155.96933333333337
ANK3	48.239439	133.49695	123.42983333333335	144.682
IPMK	11.799918333333332	21.405	20.425933333333333	282.58483333333334
RAD9B	0.679085	1.8122366666666665	4.510741666666667	11.525933333333333
PLBD2	54.271800000000006	34.835049999999995	97.7385	247.86499999999998
DLG5	42.69938333333334	42.69436666666667	48.35181666666666	62.38995
MAT1A	4.269865333333334	17.163995000000003	0.3706083333333334	0.0
SLC2A13	16.365683333333333	14.513275	16.481483333333333	11.893300000000002
GXYLT1	25.120449999999995	19.021983333333335	28.76461666666667	39.864000000000004
TWF1	114.04280000000001	182.937	89.79835000000001	403.7808333333334
DIP2C	28.531283333333334	26.351333333333333	27.625749999999996	28.6118
EIF4E	18.35721666666667	45.359633333333335	209.15499999999997	343.4785
MAGI1	51.607416666666666	53.53696666666667	56.47591666666667	59.040850000000006
TEX30	74.27466666666668	120.07648333333333	109.38153333333334	31.03656666666667
CSNK1G3	27.958000000000002	40.26158333333333	53.709133333333334	93.8646
SRFBP1	31.10945	32.809916666666666	32.97155	57.69645
AKAP6	5.815868333333333	6.0750649999999995	10.445553333333335	0.2652371666666667
NPAS3	5.008400333333333	1.2155265	0.87603	0.11151733333333334
FAM177A1	255.12283333333332	416.4243333333334	192.08433333333332	13.043298333333333
MBIP	52.5231	95.81218333333334	37.93671666666666	29.797233333333335
MIPOL1	17.95707833333333	19.065428333333333	17.064638333333335	32.66341666666667
EXT2	109.60268333333333	91.60323333333334	89.85566666666666	147.718
TMEM18	236.8796666666667	155.3161666666667	152.00783333333334	95.55563333333333
ALLC	4.094078333333333	0.14782199999999998	0.0	0.0
NDUFC2	654.6283333333333	729.9646666666666	702.293	920.8323333333334
ME3	172.06713333333335	43.21370000000001	83.66475000000001	144.63666666666668
ADAMTS12	2.3931236666666664	3.867665	0.7815838333333334	0.6474071666666668
NUBPL	22.14960333333333	26.746533333333332	32.666266666666665	122.52766666666666
NEK7	42.52903333333334	66.8888	82.93973333333334	162.75233333333333
ATP6V1G3	522.3289316666666	199.21811666666667	210.6815	424.0715
FER	8.663105000000002	15.766801666666668	8.20673	20.117266666666666
VIPAS39	28.008916666666668	50.026666666666664	48.80713333333333	93.1844
ANKRD50	30.548840000000002	26.024383333333333	24.23535	34.57315
UPF2	38.36771666666666	54.90485	42.46823333333334	60.20928333333333
CDC123	84.58491666666666	100.73841666666668	92.84258333333334	161.91516666666666
SCLT1	11.434841666666665	8.489318333333335	7.479893333333333	23.266683333333333
CCDC3	8.921909999999999	17.895041666666668	12.439996666666667	5.533316666666667
C4orf33	66.94753333333334	51.153200000000005	87.29036666666667	44.72933333333333
FRMD4A	23.797036666666667	20.430366666666668	33.90521666666667	11.821273333333332
SLC25A31	0.0	0.20109999999999997	1.8638495	0.488365
PTPRO	72.06213016666668	49.00835	61.582433333333334	21.349133333333338
EPS8	239.51444999999998	254.31366666666668	190.66983333333334	263.19433333333336
ACAD8	86.63844999999999	42.109049999999996	74.9945	241.37733333333333
THYN1	138.92966666666666	211.803	245.2021666666667	85.04428333333333
VPS26B	100.06941666666667	8.44082	119.05733333333332	131.87166666666667
NCAPD3	23.146916666666666	18.18091666666667	21.696933333333334	30.04516666666667
VTI1A	9.185430000000002	11.835195	8.888578333333333	48.70538333333334
QDPR	311.779	330.7031666666667	603.466	763.5044999999999
FAM160B1	27.241	32.8354	19.98	49.63758333333333
ANO4	5.6444383333333334	0.1985606666666667	0.76405	1.8420438333333333
TEX9	26.154993333333334	32.837599999999995	31.798150000000003	26.67505
QTRTD1	26.666866666666664	27.222683333333336	30.457266666666666	30.691600000000005
DRD3	0.20685499999999998	0.0	0.0	0.14741266666666666
MMAA	35.165366666666664	88.10918333333332	52.12951666666667	138.50616666666667
ZNF827	27.53625	28.45186666666667	37.72721666666667	28.254983333333332
POU4F2	1.4855916666666669	0.0	0.0	0.0
EDNRA	23.098673333333334	29.003428333333336	18.83373333333333	9.464623333333334
NR3C2	59.00767	54.79613333333334	71.28055	37.05146666666667
AKR1C2	15.92712	2.620545	23.858230000000002	1.311235
ADAM8	7.769008333333333	5.406761666666667	7.519315	1.8660166666666669
ITIH2	0.647175	4.30661	0.8838339999999999	12.792926666666666
KIN	18.152596666666668	25.631383333333332	24.388199999999998	20.6953
PIGF	89.01446666666668	64.98843333333333	144.73483333333334	90.34126666666667
ANKAR	8.824926666666666	6.121103333333333	4.0848716666666665	0.20768850000000003
MFSD6	67.03707833333334	60.72198333333333	47.91256666666666	47.2554
RNF144A	11.011881666666667	33.585366666666665	29.93161666666666	19.063296666666666
ASAP2	42.49120333333334	71.28706666666666	57.15201666666667	19.86995
ADAM17	31.318183333333337	34.34723333333334	31.72475	50.522999999999996
FLI1	68.68183333333333	78.20023333333336	25.846366666666665	33.731883333333336
KCNJ1	221.77620500000003	1223.9859999999999	986.4428333333334	891.0753333333333
TMEM45B	16.526628333333335	136.37345000000002	39.29326666666667	205.29698333333337
WWC2	36.10767833333333	79.34288333333335	101.46910000000001	206.631
CENPU	16.13425833333333	2.8287316666666666	1.1025566666666666	1.2408516666666667
ACSL1	286.8342833333333	162.95963333333336	377.07933333333335	1094.1761666666666
SLC25A4	732.8475000000002	487.6746666666668	682.3080000000001	1789.2266666666667
AMN1	33.076130000000006	28.919116666666664	36.15846666666666	37.23325
BICD1	26.1707	10.614370000000001	10.267858333333333	16.520683333333334
SAV1	93.83393333333333	95.30436666666667	80.41963333333332	282.47433333333333
NBAS	39.407266666666665	40.0997	31.020283333333328	41.855799999999995
TDO2	3.812473333333333	3.6054983333333332	0.2812975	0.0
GUF1	34.709133333333334	35.46411666666666	38.5439	51.566616666666675
SLC35F4	0.32967	0.24051666666666668	5.151956666666667	0.11786600000000001
GABRA2	6.743416666666666	20.824180000000002	0.090538	0.2419245
SACS	9.696185000000002	6.0819730000000005	1.1425303333333334	0.6687583333333333
CCDC175	0.6629528333333333	0.4043485	0.0	0.0
CENPJ	22.399563333333333	8.922888333333335	3.7538683333333336	10.672291666666666
FBXO4	26.909916666666664	50.99541666666667	44.45631666666667	66.34583333333335
C5orf28	85.78536666666666	40.61013333333333	34.84536666666666	603.9348333333334
PARP8	23.902893333333328	29.700383333333335	22.44428333333333	31.56135
GFRA1	9.833116666666667	48.66836666666668	64.22843333333333	76.65990000000001
CACUL1	23.180101666666673	27.59546666666667	33.33168333333334	127.78496666666666
DST	45.20993333333334	77.78338333333333	76.13036666666669	163.81550000000001
BEND6	5.213075	2.708935	6.363573333333334	1.4274933333333333
TIAL1	186.0911	148.79233333333335	135.1905	119.93650000000001
BAG3	227.65916666666666	424.76933333333335	294.2368333333334	191.42566666666667
GLT1D1	0.70995	0.38219333333333333	0.424565	23.662769999999995
TMEM132D	0.7938083333333332	2.5581275	0.510553	0.05957899999999999
RBM46	0.9304875000000002	1.3172881666666667	0.0	1.9747296666666667
SCHIP1	83.57633	51.0916	11.24644	43.09178333333333
KCNE4	80.36604999999999	3.823911666666666	25.055816666666672	7.425376666666666
AP1S3	15.066613333333331	27.889200000000002	13.807446666666666	30.339533333333332
RABGAP1L	25.25101666666667	34.886716666666665	26.907349999999997	52.242200000000004
CCDC74B	10.672183333333335	0.0	84.29871666666666	3.9585666666666666
TMEM56	21.991926666666668	18.108485	21.5826	74.694
ASTN1	1.055523	1.2104570000000001	0.7792475	0.8522905
FAM168B	97.39625	153.19291666666666	203.0583333333333	238.43633333333332
PTPN14	20.488845	22.8447	29.45691666666667	21.575066666666668
MGAT5	34.13506166666667	56.918350000000004	38.712583333333335	47.69885
TMEM163	5.994555000000001	6.2409750000000015	17.12137	14.868858333333334
GPATCH11	22.069666666666667	19.660299999999996	42.6349	53.178599999999996
HSPB8	265.9407333333333	732.93495	88.428	79.34943333333334
GEMIN6	96.92646666666666	200.6958333333333	34.92515	26.662283333333335
TMEM178A	103.42946666666667	360.5206666666667	82.48215	189.86761666666666
POU4F1	0.0	0.0	0.0	0.0
RNF219	13.432366666666667	16.530251666666665	12.594658333333333	4.721151666666667
CYSLTR2	1.3999416666666666	0.17597833333333335	1.7490825	4.613331666666666
GRID2	0.13275083333333335	0.22190333333333334	0.5542388333333333	0.20559349999999998
ARL11	0.75395	2.105938333333333	59.65105	2.1577249999999997
RIT2	0.5134333333333333	0.0	0.4117166666666667	0.7761016666666666
SETBP1	27.371533333333332	28.576666666666668	16.622806666666666	23.80411666666667
ARL14EP	119.342	134.65316666666666	169.39266666666666	85.47105
EPG5	22.787149999999997	21.61035	22.86136666666667	34.18056666666667
PSTPIP2	9.035005	30.64895	7.205656666666667	28.268483333333332
ATP5A1	2592.2835	2935.181666666667	4329.733333333333	7135.463333333333
HAUS1	95.82003333333334	61.19129999999999	38.1268	34.65866666666667
C18orf25	59.85986666666667	63.36835	72.2028	48.85295
SPC25	2.5840016666666665	0.578935	1.1093386666666667	125.219
G6PC2	1.155716666666667	0.2115233333333333	0.0	0.6429433333333333
PDK1	22.031223333333333	26.962336666666662	18.353316666666668	48.32823333333334
PDE3B	11.820009999999998	19.96275	77.13163333333334	75.58066666666666
TCF7L1	55.01664666666667	44.2233	41.19403333333333	26.644166666666663
TGOLN2	253.3656166666667	356.8486666666667	536.298	969.8901666666667
SH2D6	3.8572899999999994	1.5949016666666669	10.045388333333333	0.7930783333333333
KCNK13	7.237640000000002	7.7574016666666665	51.8568	1.81268
UHMK1	44.78491666666667	53.56665	70.92755	165.70683333333335
ATG10	24.22327833333333	28.062316666666664	34.95178333333333	43.286116666666665
POC5	30.745433333333335	23.608693333333335	23.08915	35.4686
SPOCK1	83.00046000000002	120.87573333333334	40.79678333333333	0.4157
FAM151B	9.213040000000001	24.552616666666665	34.011716666666665	30.77383333333333
TADA1	41.478550000000006	42.03668333333333	53.13100000000001	71.54123333333332
GUCY1A2	6.083313333333334	18.36705	6.41197	3.4093483333333325
CWF19L2	40.141999999999996	53.24911666666667	54.70903333333333	53.5542
JMY	21.95698333333333	24.173816666666667	29.4092	66.17376666666667
HOMER1	20.298733333333335	47.43545	11.021538333333332	37.63163333333333
XRCC4	22.725883333333332	46.300999999999995	35.24571666666667	51.856033333333336
BOLL	0.0	0.0	0.0	0.0
ZNF773	10.739500000000001	10.758111666666665	13.794593333333331	3.201378333333333
SUV39H2	13.156203333333332	16.557483333333334	17.50345	3.9680733333333333
DCLRE1C	6.037636666666665	7.86371	9.374721666666668	10.654878333333334
OLAH	0.7570333333333332	0.7289	1.1385216666666667	0.0
RPP38	110.8609	124.69856666666668	74.9454	43.49046666666666
NMT2	41.6849	72.46716666666666	36.6633	40.56503333333334
USP12	53.38841666666667	163.58183333333332	91.16025	148.24316666666667
CCDC50	232.07833333333335	179.0666666666667	131.8898	130.79299999999998
CAMK4	0.17189166666666666	4.616405	0.9727566666666666	1.2894883333333336
TRIM36	2.5681399999999996	6.5207516666666665	9.61686	2.0367736666666665
ZFP36L2	5972.915	0.0	0.0	7941.466666666667
PAN3	32.573499999999996	38.2377	26.94423333333333	54.98716666666667
PLEKHH2	32.108645	45.47301666666667	11.589851666666668	6.708380000000001
PFKM	216.03561666666667	126.9544	130.154	91.09680000000002
TMEM123	387.57813333333326	601.9008333333333	409.42233333333337	244.58233333333337
GRIA4	4.583552999999999	0.4795516666666666	0.6155606666666666	2.696553666666667
IGSF10	2.817644	10.790831666666667	0.5429095	2.3229751666666667
SPEF2	16.985803333333333	16.046233333333337	5.527721666666667	0.2860988333333333
SPARCL1	1216.3594500000002	376.75983333333335	94.20576666666666	95.85408333333334
DMP1	0.0	0.0	0.0	0.0
MEPE	0.0	0.4540516666666667	1.501303166666667	0.0
MBNL1	82.97298333333335	94.72296666666666	61.878883333333334	174.03816666666668
CAPSL	0.7490233333333333	1.2539033333333334	23.368695	3.7425816666666667
NADK2	43.10333333333333	50.53095	35.353566666666666	196.20100000000002
GPD1L	133.11929666666666	104.10185	114.85613333333333	173.40150000000003
GJA1	166.42626666666666	183.08183333333332	63.89925	33.07545
CCNO	8.14373	3.9397641666666665	14.015765000000002	3.401494166666667
DDX4	0.08773916666666666	0.16627083333333334	1.5592726666666668	0.9731341666666666
CLEC4F	6.414153333333334	0.0	0.0	0.0
SLC30A6	29.421999999999997	39.10226666666667	21.840416666666666	80.76870000000001
PELO	166.35455000000002	170.64366666666666	96.95615	142.7535
RASGRP3	46.96140833333334	19.477866666666667	40.08893333333333	15.861389999999998
SAR1B	68.4987	102.62568333333333	83.52478333333333	367.37433333333337
CATSPER3	6.752881666666667	5.925083333333333	2.4284833333333333	1.469225
GPR180	15.748050000000001	20.098476666666667	16.737933333333334	89.57828333333333
TCTEX1D1	5.373553333333334	0.3755016666666666	0.0	0.0
WDR78	10.313229999999999	9.356578333333333	5.249194999999999	8.540493333333332
ANKRD22	19.936584999999997	6.332153333333333	3.5630583333333337	0.0
FARP1	178.6816666666667	289.99133333333333	166.5765	81.29350000000001
SLC16A12	83.54619333333333	115.47725000000003	210.71016666666665	368.5261666666666
PANK1	75.5334	109.41635000000001	287.371	1327.3475
PRDM8	1.6986383333333333	12.138621666666666	5.967221666666667	0.0
BMP3	0.25447966666666666	1.9420955	7.45911	5.593046666666666
HNRNPDL	980.3193333333334	939.3306666666667	509.67350000000005	243.19333333333336
HHEX	16.85683333333333	23.04795	7.495371666666666	13.242386666666667
UTRN	32.701838333333335	40.053266666666666	34.09166666666666	30.996416666666665
GRM1	0.6632484999999999	0.39872899999999994	0.100336	0.13369266666666665
PTPRK	45.554771666666674	59.49726666666667	50.8082	227.22700000000006
GGPS1	123.13911666666668	159.12583333333336	210.53650000000002	77.34426666666667
CNTNAP4	0.554391	2.2990463333333326	0.43765783333333336	0.0
ZNF117	1019.6283333333332	0.0	0.0	891.1613333333333
RAB3C	1.650225	10.378594999999999	15.387691666666669	0.0
LMNTD1	0.0	0.0	6.652945	0.0
MARVELD2	23.380560000000003	68.71048333333333	57.89431666666667	48.6756
RAD17	76.06163333333333	60.15476666666666	49.59945	37.96633333333333
MED21	122.23621666666666	189.7775	214.42133333333334	206.2416166666667
PLOD2	112.33809166666667	76.12275	44.18723333333333	83.25143333333332
STK32B	22.43260666666667	53.20492000000001	65.38406666666667	34.13113333333333
NRSN1	0.4641683333333333	2.462688333333334	1.0174983333333334	0.9068416666666668
JAKMIP1	1.8864026666666665	0.2381053333333333	0.6495645	0.5018723333333334
